Record_ID,Job_Title,Company,Country,Industry,Job_Function,Seniority,Employment_Type,Description,Source,Link
JDRAW_06456,Sales Marketing Manager,Unknown,"Singapore, Singapore",Sales / Business Development,Unknown,Unknown,Full-time,"The ideal candidate will be capable of creating effective marketing strategies that assist the efforts of sales teams and generate additional leads. This candidate should be comfortable creating content to aid the sales teams and have an ability to evaluate a marketing campaign to guarantee the best outcome. Additionally, this candidate should have a good understanding of the goals of various salespeople and ultimately operate as a close business partner.   Responsibilities Conduct market research and provide sales teams with competitive intelligence Generate marketing resources and run campaigns to assist work of sales teams Identify target audiences and potential sales leads through marketing campaigns Develop and submit comprehensive proposals based on individually or team assessed needs of potential clients Prepare and present marketing plan including digital marketing activities Understand the competitive market place and implement approaches to ensure the company stays ahead in the local market. Demonstrate outcomes of marketing efforts through metrics and deliverables  Qualifications Bachelor's degree Experience in leading and managing a team 5 Years Sales and Marketing experience with at-least 2 years in education industry Proven sales track records and sales negotiation skills Strong creative, analytical and communication skills Proficient in Microsoft Office",2021_10_09_19_55_Sales_dataFile,Unknown
JDRAW_06457,Director / AVP - Enterprise Solutions (Singapore / Malaysia),EdCast,"Singapore, Singapore",Sales / Business Development,Sales,Director,Full-time,"EdCast is the AI-Powered Knowledge Cloud solution for unified discovery, personalized learning and knowledge management across the enterprise. Its award-winning platform is used internationally by Global 2000 companies and large government organizations, including NASSCOM and World Economic Forum, to solve the discovery and curation problems across all external and internal knowledge sources. EdCast's offerings include its Learning Experience Platform (LXP) and MyGuide's in-app guides, intelligence, and automation for business software.  External Title: Director/ Assistant Vice President - Enterprise Solutions  Location: Singapore/Malaysia  Year of experience: 8 - 12 years  As a Dir/AVP- Enterprise solutions you are responsible for growing our client base with a focus on Global 2000 clients. You would play a critical role in building relationships with key clients across the region.  To be successful in this role, you should have previous experience developing leads from marketing campaigns and meeting sales quotas. You will use your communication skills to cultivate strong relationships with customers, from first contact until you close the deal.  You are committed to win and taking advantage of the untapped customer base that could benefit from EdCast product offering. You should have a proven track record of developing and executing key growth sales strategies, tactics and action plans; hitting annual targets, building relationships and understanding customer trends. This position is virtual and open for relocation.  Requirements:  Key Result Areas include:  Create and drive revenue within a specified region. Owning and hitting/exceeding annual sales targets Develop and execute business plan to achieve sales targets and expand our customer base Develop account plans for new relationships, building, maintaining and nurturing strong, long-lasting customer relationships Develop a strong understanding of customers' specific decision-making and purchasing process, understanding their business needs and objectives Navigate an enterprise organization to connect multiple buyers and influencers Generate leads from trade shows and networking events Develop and manage pipeline activity and monitor sales activity against assigned quotas Acquire and integrate industry knowledge related to general trends, emerging technologies, and competitors Effectively communicate the value proposition through proposals and presentations  You are ...  A proven sales hunter and closer + Challenger profile Able to absorb information quickly and deliver at pace Creative and able to build a vision with prospects Metrics driven and have an appreciation of sales data A combination of self-starter, leader, collaborative internal partner Forever curious about the status quo Open to travel 25-50% of the time  What you would need:  8+ years of enterprise software sales (SaaS) experience MBA from a premier school a must Proven track record selling enterprise software into large/complex accounts Excellent communication and presentations skills with top-notch customer service approach Exceptional professional presence and business acumen Experience selling at the ""C"" level and navigating large enterprise organizations. Well versed with leading sales methodology Must work well in a team selling environment, able to keep an open communication particularly when working remotely Have an understanding of learning, technology & human capital Strong preference for human capital technology or solutions experience  Benefits:  An opportunity to get ahead in your career by building a great and exciting portfolio that helps others get ahead in theirs. You will be joining a truly passionate and multicultural team willing to make a difference and positively disrupt the way learning is done within organizations.  We believe in lifelong learning. We believe we can create abundant opportunities for workforce learning and up-skilling within the organization ecosystems. We have the spark, the ambition, the drive and the passion of making an impact in the world.",2021_10_09_22_38_Sales_dataFile,Unknown
JDRAW_06458,"Senior Solution Sales Expert (Business Support System, BSS)",Amdocs,"Singapore, Singapore",Sales / Business Development,Engineering and Sales,Director,Full-time,"The role is part of the Digital BSS Unit within the Amdocs Technology Business Group. The Solution Sales Engineer is responsible for leading the technical sales process to align Amdocs solutions with the customers technical and business requirements. They must be able to present complex solution explanations and demonstrations to both business and technical customer groups.  Key Responsibilities  Utilizing a deep technical understanding of the customer's current and future enterprise architecture, formulate solutions based on client technical and business requirements. Maintain a detailed knowledge of Amdocs solutions and present them to our customers. Orchestrate the variety of Amdocs products and/ or services that are involved in the proposed solution. Gain insight into customers' environment, challenges, and opportunities in order to propose areas where Amdocs products and solutions can bring value. Ensure that the proposed solution reflects the Amdocs value proposition and our competitive advantages. Get into the details of how the system will function and will be integrated into the client environment, and how open and easy it will be to maintain post-production. Maintain a comprehensive awareness of industry trends, standards, and competition in order to identify business opportunities based on domain market dynamics (Sales Engineer being more focused on functional and technical knowledge). Maintain a broader knowledge of architecture and integration between products/ services and various elements within products/ services. Share and communicate end-to-end solutions orally and in writing to executives, business sponsors, and technical resources in clear, concise language that is in the vernacular of each group. Identify, liaise with, and advise Amdocs technical resources needed for the sales process. Oversee the solution design. Identify the customer need (sales opportunities) early in the buying cycle, and determine how the need can be addressed by Amdocs. Analyze and quantify the business value that the proposed solution would offer to the customer. Design solutions and formulate response to RFx, create POC/demos, and presents solutions to customers. Utilize deep technical knowledge of products and services to align appropriate solutions based on client need. Conduct thought leadership sessions. Support sales from presales to scoping handover. Provide ongoing feedback to Amdocs Technology product management. Present Amdocs architecture blueprint and Amdocs roadmap.  We would like if you have...  Min 7+ years experience in the communications industry. Min 5+ years solutions architecture/sales engineering experience. Technical background and a solid understanding of BSS (Bussiness Support System) - preferably in Digital landscape, Cloud Native solutions, Order management, customer management domains Experience in communication/presentations at the executive level. Proven experience in presale/sales engineering for Telco and/or cable operators (middle and high management levels). Degree in Computer Science, Engineering or related discipline or equivalent work experience. Graduate degree preferred.",2021_10_09_22_38_Sales_dataFile,Unknown
JDRAW_06460,Technical Business Director (SEA),Evonik,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Director,Full-time,"Discover a world of opportunities. #HumanChemistry  See what chemistry can do for your career: careers.evonik.com  Exploring opportunities. Growing together.  VACANCY REFERENCE NUMBER 146429  SEA Technical Business Director  Location: Singapore : Singapore  Function: Marketing & Sales  Career Level: Senior professionals (> 5 years)  Legal Entity: Evonik Oil Additives Asia Pacific Pte. Ltd.  Business Line: Oil Additives  What We Offer  You will work on exciting and challenging topics together with a team in an ultra-modern, innovative and creative environment. Intensive on-the-job training with expert colleagues guarantees you will quickly become familiar with your duties and perform them independently. Performance related pay and the opportunity for personal and professional development are of course part of the package. Click here to learn more about Evonik from our employees  Responsibilities  Assists in the development and implementation of the overall profitable, sustainable global/regional BL Strategy in the region Driving the business growth above industry average by ensuring Customer Relations initiate, execute and drive Initiatives and Projects with customers. Defining and forecasting sales volume and contribution margins to be used as the basis in the business planning and analysis by the business line. Providing the Management as well as relevant business unit community with information concerning the markets, customers, competitive analysis, etc. through reporting by various means. Monthly reporting of regional activity status and results to the Regional Customer Relations Manager. Managing agents and/or distributors performance, while providing them with required support and assistance. Liaising with the Global Key Account Managers (GKAMs) to ensure the integrity of business line services for the selected accounts. Lead / Coordinate regional activities for selected Global Key Account. (GKA Regional Coordinator) Support to Customer Service Department for order processing, account receivables and customer credit administration. Maintenance and optimization of local logistic operations where applicable. Possesses detailed application expertise on lubricant additives for individual market segments, and an awareness of development projects and initiatives with OEM (that impact on existing/market base). Provide technical support to customers, including best choice of products and proposal for adequate sampling. Possesses full technical responsibility for formulation modification projects and to translate technical performance of the product into a value-based solution for the customer Responsible to conduct technical training for external distributors/agent on bi-annual basis or as required. Educate customers and market on Oil Additives technologies for area of applications. Drives initiatives and projects including the commercialization of new product/services. Represents the company technical competency at conferences with technical presentations, papers, and publications etc. Perform proper internal documentation of formulation studies for customers and support the buildup of a proper formulation database and detailed insights on a formulation know-how in order to continually strengthen company technical competency. Liase with customer service team on a cross functional Evonik approach to target customers/regions. Ensure service offered are aligned with customer segmentation approach of the company. Supports manufacturing for quality issues that impact product specifications/performance, raw material substitutions, customer requested changes etc. Works with Product Management on product related customer complaint.  Requirements  Degree in Chemistry or relevant discipline with at least 5 years experience of sales/marketing/Channel management/technical service in specialty chemical industry, preferably lubricant industry. Highly self-motivated and has a sales-driven personality. Exhibits technical understanding of lubricant formulation and modern additive technologies. Strong network in lubricant additives industry is highly preferred. Experienced in distributor management Thorough knowledge of the markets and key manufacturers in lubricant additives, base oils and finished lubes. Excellent oral and written communication skills; adept at customer presentations Cross cultural adaptability. Knowledge of at least one Asian language is advantageous Willingness to travel regionally. Travelling of at least 2 weeks per month is expected  Your Application  To ensure the fastest process of your application and to protect the environment, please apply online via our careers portal at https://careers.evonik.com .  Please direct your application to VACANCY REFERENCE NUMBER 146429  Please note that Evonik will not accept any unsolicited application documents sent by staffing firms. Evonik works in conjunction with preferred service providers and will not pay any fee to staffing firms in the absence of an appropriate framework agreement. Should Evonik receive a candidate profile from a staffing firm with which it has no framework agreement, and should this candidate subsequently be considered in the recruitment process or offered employment, no claims from the staffing firm will be entertained in this regard.",2021_10_09_22_38_Sales_dataFile,Unknown
JDRAW_06461,Sales Executive,CellPoint Digital,"Singapore, Singapore",Sales / Business Development,Unknown,Unknown,Full-time,"Job Responsibilities:  Meet new customer target for Mid-market sales for territory. Meet revenue targets for the relevant territory. Establish CPD as a Payment Orchestration provider for the Mid-market. Implement the sales plan for 2021 and 2022. Provided timely forecasting and sales reporting upstream in the organization.  The right candidate will thrive when working to accomplish the daily/weekly work and to keep the team/clients on the same page.  Qualifications/Skills/Previous Experience:  Direct payment gateway/processing sales experience across multiple merchant verticals. MUST Extensive knowledge of e-commerce payments landscape for assigned geographical region.   Must Managing stakeholders across all levels at large regional and global clients. MUST Self-starter, mature and strong drive to perform. MUST Strong leader able to exercise influence to align cross-functional teams to a common objective. MUST Willing to travel in the region. MUST Understanding of Payment Orchestration. PREFERABLE",2021_10_09_19_55_Sales_dataFile,Unknown
JDRAW_06462,"Business Manager, Molecular Lab (Blood Screening)",Roche,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Director,Full-time,"Job Description Business Manager, Blood Screening, Roche Diagnostics Asia Pacific  Role Purpose As the Business Manager, Blood Screening, you will be responsible for Responsible for marketing and product management of the Blood Screening portfolio in the APAC Region Support the Molecular Lab team as well as a network of affiliate Molecular Lab teams through the Asia Pacific network Align with the Global and Regional Stakeholders Implement strategies and initiatives across the APAC region to drive the overall Blood Screening diagnostic business Monitor business performance in the APAC region by combining solutions within the current (digital) ecosystem Provide support to other projects as required  In this role, you will Responsible for marketing and product management of Blood Screening, including organization of marketing activities like internal and customer workshops, congresses/events, and training and support to affiliates Leverage, drive and support product launches through implementation of the Launch Powerhouse (LPH) framework, which provides a structured way of commercialization assessment and product launch preparation Maintain a comprehensive understanding of scientific/clinical data and literature related to the relevant product, competitor products, and disease areas. Work with other function and affiliates to drive Roche product acceptance Provide support to business analysis, KPI tracking, and other projects as required Report to the APAC Business Lead, Molecular Lab, Lab & C-Suite Value Stream  Who you are Experience in laboratory discipline based required. Proven ability to execute strategies, and track and measure results Experience in teamwork and project management in matrix organization, preferably a regional structure Sales, marketing, product management and business development experience Familiarity with the technological trends and their relevance to the healthcare industry  Qualification and Experience Bachelor degree or equivalent in the related field. Advanced degree (Masters, MBA, Medical Degree, PhD) in the related field desired. MBA is an advantage At least 5 years of work experience in related field Proven knowledge and expertise in area of focus and in the Asia Pacific region Solid commercial acumen which can be demonstrated by previous success in bringing the benefits of sales, marketing or operational experience to bear to solve business issues or capitalize on market opportunities Ability to achieve goals with minimal to moderate supervision and guidance Good aptitude for working with diverse cultural groups Excellent written and oral communication skills  Location Preferred location will be Singapore, however other locations within Asia Pacific may also be considered.  APAC This is a diverse region culturally and with respect to business maturity. APAC Spirit is an embodiment of the organisation we in the APAC region aspire to be. As a member in this region, you will strive to deeply understand, live and encourage those around you to embrace the APAC Spirit principles. As this position is a regional role, international business travel will be required depending upon the business location of the successful candidate and ongoing business project activities. Roche is strongly committed to a diverse and inclusive workplace. We strive to build teams that represent a range of backgrounds, perspectives, and skills. Embracing diversity enables us to create a great place to work and to innovate for patients",2021_10_09_22_38_Sales_dataFile,Unknown
JDRAW_06463,Business Development Director - PE and RE Fund Administration,Michael Page,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Director,Full-time,"Newly created role Exciting and dynamic job nature  About Our Client  Our client is a leading independent fund administration business with offices in multiple jurisdictions  Job Description  Selling the company's private markets products and services in the APAC region Identifying new business across the infrastructure, hard assets, renewables, private equity, private debt, real estate, venture capital, and fund of funds space Taking ownership of the sales process and leading commercial negotiations Participating in the private markets team's thought initiatives by writing topical articles pertinent to the industry Improving the company's visibility through participating and speaking at industry events  The Successful Applicant  A self-starter, a quick learner, and will be expected to establish and maintain relationships with key influencers in the industry Self-motivated and driven to deliver strong sales results Deep relationships and strong connectivity within the APAC region, and a track record of building new relationships  What's On Offer  Attractive remuneration package  Contact: Wen Jun Chiang  Quote job ref: 4218697",2021_10_09_22_38_Sales_dataFile,Unknown
JDRAW_06464,Head of FX Sales,Wells Fargo,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Director,Full-time,"About Wells Fargo  Wells Fargo & Company (NYSE: WFC) is a leading global financial services company headquartered in San Francisco (United States). Wells Fargo has offices in over 20 countries and territories. Our business outside of the U.S. mostly focuses on providing banking services for large corporate, government and financial institution clients. We have worldwide expertise and services to help our customers improve earnings, manage risk, and develop opportunities in the global marketplace. Our global reach offers many opportunities for you to develop a career with Wells Fargo. Join our diverse and inclusive team where you will feel valued and inspired to contribute your unique skills and experience. We are looking for talented people who will put our customers at the center of everything we do. Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you.  Market Job Description Lead the APAC FX sales team to drive and grow the regional institutional sales franchise Direct, oversee and supervise all FX sales activities of the APAC FX sales team Develop a credible strategic plan to grow the APAC FX business in medium and long term Identify opportunities for the current platform and proactively drive the platform buildout for growth Deliver financial results and market share of our client franchise Develop and grow the current client base, develop strong partnership with our clients Provide senior coverage to our strategic and core clients Develop and maintain strong working relationships with multiple internal partners, including Regional Management, Risk, Compliance, Products, and the Global Macro Sales and trading team. Work with the support partners to lead the APAC FX sales team to operate under a sound risk and control framework Provide feedback on customer demand and make recommendations to drive product innovation Market Skills and Certifications University Degree or advanced qualifications and equivalent experience Extensive proven experience with Securities and investment banking experience at leadership level. Experience in an Institutional Sales role or a client servicing role, preferably in FX. Strong sense of urgency and commitment as well as a strong business sense with a strategic and tactical orientation. Extensive knowledge of FX products and solutions In depth understanding of technological, risk and regulatory trends impacting FX business Technical expertise in regulatory, compliance, and risk management issues. Successful track record of industry thought leadership and developing senior level relationships. Strong experience in developing and execution of business strategies. Ability to analyze data and use for decision-making and managing initiatives. Successful track record in systematically executing initiatives using project management disciplines. Highest level of integrity and good judgement and ability to maintain confidentiality. Strong stakeholder skills and ability to work and lead across functions. Strong commercial judgement, excellent communication and influencing skills. Comfortable working in a matrix organizational environment and partnership skills. Leadership Expectations at Wells Fargo  Specifically You Will  As a Team Member manager, you are expected to achieve success by leading yourself, your team, and the business. Lead your team with integrity and create an environment where your team members feel included, valued, and supported to do work that energizes them. Accomplish management responsibilities which include sourcing and hiring talented team members, providing ongoing coaching and feedback, recognizing and developing team members, identifying and managing risks, and completing daily management tasks. We Value Diversity  At Wells Fargo, we believe in diversity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national or ethnic origin, age, disability, religion, sexual orientation, gender identity or any other status protected by applicable law. We comply with all applicable laws in every jurisdiction in which we operate.  Team members support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements. 67119  Reference Number  67119BR",2021_10_09_22_38_Sales_dataFile,Unknown
JDRAW_06466,Marketing Director,Unknown,"Singapore, Singapore",Sales / Business Development,Marketing and Sales,Director,Full-time,"The Candidate Must Possess Profession or tertiary or diploma qualification in a technical discipline & in Management Knowledge & Experience of IT industry (in handling channel partners, SI partners, OEM business, Distribution, Wholesale and retail) Experienced in China/ASEAN market will be an added advantage. More than 10 years' experience in management position Ability to align with corporate principles and work towards deliverables Strong drive to develop business and open overseas markets Commercially astute and capable of strategizing for profitability and growth Strong leadership qualities and ability to build and manage a strong team The Responsibilities Include The ability to drive strategize and drive sales & marketing activities as a profit centre Tendering, pricing and securing of new businesses and handling contractual matters Spearhead Operations excellence through establishment and/or improvement of policies and procedures, process to increase performance and customer service satisfaction Developing and managing System Integrators & Channel partners, OEM business as well as logistics. Create an environment that fosters team building & high performance. Be prepared to travel & possess driving license",2021_10_09_22_38_Sales_dataFile,Unknown
JDRAW_06467,Business Development Director (Fund Services),Jobs via eFinancialCareers,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Director,Full-time,"About The Company  Our client is an independent Fund Administration business with offices globally. It has successfully positioned itself as a leading player in its space after growing year on year alongside a strong tech angled approach to its business units.  About The Job  Reporting to the Regional Managing Director, your role will includce, but not limited to: The overall responsibility for selling our clients private market products and services in APAC. Developing a measurable pipeline of potential clients in the closed-ended new launch and conversion fund space with a focus on sales activity, revenue forecasting and profitability. Identifing and winning new businesses in APAC cross the infrastructure, hard assets, renewables, private equity, private debt, real estate, venture capital and funds of funds space. Growing and building a network and pipeline in the Limited Partners (LP) space to position the firm's portfolio administration service offering. Leading the sales process and commercial negotiations in line with internally agreed parameters. Develop and manage the feeder network. Participate in the private markets team thought leadership initiatives by writing topical articles pertinent to the industry. Skills And Experience Required Proven track record generating new revenue in the closed-ended fund arena of outsourced fund administration and accounting services The ideal candidate will be a self-starter, a quick learner and will be expected to establish and maintain relationships with key influencers in the industry Self-motivated and driven to deliver strong sales results Deep relationships within the APAC region, (LPs, GPs, feeder network such as law firms, consultants etc.) and track record of building new relationships. To apply online please use the 'apply' function, alternatively you may contact Ignatius D'Cruz at 6510 6516.  (EA: 94C3609/ R1762883)",2021_10_09_22_38_Sales_dataFile,Unknown
JDRAW_06468,Digital Insights Business Manager,Roche,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Director,Full-time,"Role Purpose As the Business Manager, you will report to the Digital Insights Business Lead. You will work with affiliates and other VS to identify opportunities, build go-to-market plans and business frameworks, design business models, and execute digital sales processes across all disease areas/ markets to enable revenue-generating digital insights business. This role will build up relationships with a wide range of stakeholders within the laboratory, hospital, payors etc. in order to develop potential markets for the affiliates.  In this role, you will Synchronize digital product portfolio across all customer areas of Core Lab, Molecular, Tissue Diagnostics and Point of Care as products become available Generate and consolidate the relevant market information, in new disease areas/ markets. Identify opportunities, and barriers & develop strategies to experiment with moving the opportunities further for digital solutions, in partnership with the affiliates & other Value Streams. Develop business plans, the associated business models and go-to-market strategies to enable digital insights business, in collaboration with the affiliates & other VS. Implement projects to experiment and identify the value proposition of the digital solutions and how they strengthen Roche Diagnostics leadership in the core business areas. Determine the market launch framework to determine the priority markets for new product launches, Act as a coach for local affiliates to scale products, harvest new business growth opportunities and develop business cases to support them Engage with the global/regional hubs for the different business areas, along with local and regional sales operations, market development, solution delivery teams to establish the full commercial operations for the selling of digital solutions Accountable for actively monitoring, assessing, creating and executing cross-functional strategic and tactical plans to achieve market development objectives, and building up productive relationships with a wide range of stakeholders e.g. Healthcare IT, policy makers, KOLs. Liaise with the Global Business Development / Partnering team as appropriate to enhance our holistic digital solutions portfolio. International travel of up to 50% is expected for this role  Who you are Minimum qualifications Bachelors or Masters in IT, Business, Healthcare, Finance; Previous 8-10 years similar experience; Demonstrated ability to be pro-active in supporting local sales & marketing teams to execute the GTM plans e.g. direct project management of pilots  Qualification and Experience Preferred qualifications Experience in driving adoption of SaaS products is desired Experience in the diagnostics industry is preferred Strategic mindset and experience of innovative market access strategy in commercial success Demonstrated courage, vision and drive to be at the forefront of innovative change and challenge the status quo Demonstrate the ability to prioritize in an ambiguous environment in accordance to a clear understanding of the business, target markets and trends Strong relationship building, networking, diplomacy, influencing and collaboration skills with demonstrated history of working with a broad range of stakeholders Self-starter with the ability to work autonomously or as part of a cross-functional team, including associates from public affairs, medical/scientific affairs, and commercial operations Outstanding communication and interpersonal skills, including demonstrated ability to develop strong relationships  Location Preferred location will be Singapore, however other locations within Asia Pacific may also be considered.  APAC This is a diverse region culturally and with respect to business maturity. APAC Spirit is an embodiment of the organisation we in the APAC region aspire to be. As a member in this region, you will strive to deeply understand, live and encourage those around you to embrace the APAC Spirit principles. As this position is a regional role, international business travel will be required depending upon the business location of the successful candidate and ongoing business project activities. Roche is strongly committed to a diverse and inclusive workplace. We strive to build teams that represent a range of backgrounds, perspectives, and skills. Embracing diversity enables us to create a great place to work and to innovate for patients",2021_10_09_22_38_Sales_dataFile,Unknown
JDRAW_06469,Enterprise Sales Director - Translation & Localisation,Michael Page,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Director,Full-time,"Market leaders in the Translation & Localisation industry Sales-driven role with exciting incentive package  About Our Client  Our client is an exciting Translation & Localisation business. They aim to combine human empathy and machine intelligence in providing the most accurate translation & localisation services. They have been in the industry for 20+ years and currently work with some of the world's biggest brands. They are now looking to hire for an Enterprise Sales Director to generate business with new logos.  Job Description  The core focus for this role is generating business from new logos. The Enterprise Sales Director is responsible for achieving assigned sales targets, maintaining profitable growth within a territory and executing on overarching sales and corporate objectives. They will manage the entire sales process including lead generation, qualification, discovery, solution development / presentation, negotiation and close. The target customers are companies larger than $1 Billion in revenue within an assigned geographic territory.Responsibilities include: Achieve prospecting goals by generating new leads and opportunities from personal activity (cold calling), trade shows, internal & external conferences, regional organisations, etc. Work to qualify / close leads (MQLs) sourced by marketing Manage opportunities to closure Develop a deep understanding of your prospects business goals, competition, growth plans and obstacles Communicate strategic information such as market intelligence, key customer data, competitive analysis and pricing information to internal constituencies  The Successful Applicant  The Ideal Candidate Must Have The Following Proven experience in an Enterprise Sales role within the Translation & Localisation industry, or a related industry Ability to win new logos by doing new business pitching and managing the entire sales process to closure Be able to work independently and be sales-motivated in winning new businesses  What's On Offer  This is an amazing opportunity to join an market leader as part of its expansion. We are looking for a motivated individual who has the ability to help win new businesses.  Contact: Ryan Ong  Quote job ref: JN-092021-3578321",2021_10_09_22_38_Sales_dataFile,Unknown
JDRAW_06470,Director of Sales and Marketing (Medical Solutions/ SEA Market),Unknown,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Director,Full-time,"Responsibilities Be responsible for all sales and marketing activities within the organisation. Drive sales while ensuring product margins are healthy. Managing sales and marketing activities in the organisation with the objective of ensuring that there are sufficient activities to close sales, managing resources to ensure that sales objectives are met. Driving / coaching / mentoring sales department. Ensure that the team is able to articulate the unique selling points and the value proposition of the product or service that they are selling. Understand and map out the customer buying process with the objective that effective sales processes are implemented within the organisation to increase sales effectiveness. Implement a continuous learning / cross learning culture within the team so that product and industry knowledge within the team is comprehensive, and that sales persons are the best performers that they can be. Conduct sales activities (with assistance for proposal preparation) and close sales for select strategic / high importance opportunities. Be a model of diligence and excellence for sales personnel within the organisation. Determine in conjunction with the CEO on a periodic basis products that require additional marketing and promotion campaigns taking into consideration the product market potential. Plan for and orchestrate online and physical marketing campaigns for identified products. Implement systems to measure marketing effectiveness. Ensure that activities between the marketing team and the sales team are well coordinated and aligned. Ensure that marketing leads are effectively converted to sales opportunities which are in turn effectively converted to sales orders. Assist in evaluating new products which can be potentially distributed by organization, as well as evaluate the product value in conjunction with the CEO. Plan and execute go-to-market strategies for new products. Work with and advise the officers in the company and associates responsibly for regulatory compliance Liaison with the shareholders and partners Requirements Preferably a degree in Engineering or a Medical related degree or Business degree Must have an interest in medical technology (especially rehabilitative equipment) and a passion for how such technology can improve health (as well as professional sports) outcomes. Must have had a track record of success as a sales person, preferably to clinical organisations. Must have led and managed a team of sales persons, and have had success coaching and improving the capabilities of the team. Must be energetic, hands-on and effective in communications Have worked closely with marketing professionals, and have had experience on how marketing activities are to be coordinated with sales efforts. Preferably plugged into an existing network of clinicians or hospital administrators within the public and private health sector. Preferably familiar and conversant how technologies in applied into therapies , patient cares and also diagnostics . Preferably familiar with all the regulatory requirements and import requirements for medical products in Southeast Asia To apply, please visit www.gmprecruit.com and search for Job Reference: 18998.  To learn more about this opportunity, please contact XinYi at xinyi.chai@gmprecruit.com.  We regret that only shortlisted candidates will be notified.  GMP Recruitment Services (S) Pte Ltd | EA Licence: 09C3051 | EA Personnel: XinYi | Registration No: R1328898",2021_10_09_22_38_Sales_dataFile,Unknown
JDRAW_06471,Regional Sales Director (Proficiency in Hungarian),Unknown,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Director,Full-time,"What Excites You Creating regional sales plans and quotas in alignment with business objectives Building and executing a pipeline with new customers and partners End to end sales process to drive new business within a cross-functional environment Building a sales team in the APAC region. Discovering new market potentials and trends and suggesting new services/products Managing complex negotiations with senior-level executives Reporting on regional sales results to the non-English speaking management in Hungary Forecasting quarterly and annual revenues Preparing and reviewing the annual budget for the region Participating in decisions for expansion or acquisition The subject of Personalised Digital Banking What Excites Us At least 5 years' quota carrying sales experience (ideally within start-ups) and proven track record of success At least 10 years of experience in digital banking and digital transformation technology At least MBA or MSc degree in business or marketing Experience in the banking industry Familiarity with cloud-based technologies, financial software, digital banking, AI/ML and data analytics Experience in the APAC region Experience and working knowledge of digital banking systems specially around data analytics, ML, digital sales, customer experience Following the MEDDICC sales process to focus the team's energy and time on high potential opportunities Market intelligence and familiarity with the digital banking space in the given territory Interest in improving financial services and digital banking Desire to create strategic relationships with our customers and help them succeed in their digital transformation An excellent communicator and presenter who can also listen to customers to understand their needs Strong ability to articulate contractual, technical, and financial value propositions to customers, including executive leaders Assess current sales methodologies, team structure, and propose/implement necessary adjustments to optimize performance Fluency in verbal and written Hungarian (min CEFR B2) to liaise with Headquarters and other non-English speaking development and product team members based in Hungary Willingness to travel as needed",2021_10_09_22_38_Sales_dataFile,Unknown
