Phrase_ID,Source,Source_Record_ID,Company,Country,Industry,Job_Function,Position,Seniority,Phrase,Word_Count,Phrase_Type,Competency
P_022718,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Results driven.,2,Skill,Agentic
P_022718,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Able to lead a team.,5,Skill,Agentic
P_022698,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Developing and managing successful relationships with [Company] clients.,8,Skill,Communal
P_020940,2021_10_09_16_33_Sales_dataFile,JDRAW_07247,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Purchasing Trainee (West Area),Internship,Mid career individuals from any qualification level can apply.,9,Requirement,Neutral
P_018735,2021_10_09_22_38_Sales_dataFile,JDRAW_06688,Jobs via eFinancialCareers,"Singapore, Singapore",Sales / Business Development,Marketing and Sales,Product Marketing Director,Director,Work with internal resources to develop professional marketing communications.,9,Responsibility,Communal
P_018735,2021_10_09_22_38_Sales_dataFile,JDRAW_06688,Jobs via eFinancialCareers,"Singapore, Singapore",Sales / Business Development,Marketing and Sales,Product Marketing Director,Director,"Manage timelines, budgets, resources, and staff.",6,Responsibility,Neutral
P_018735,2021_10_09_22_38_Sales_dataFile,JDRAW_06688,Jobs via eFinancialCareers,"Singapore, Singapore",Sales / Business Development,Marketing and Sales,Product Marketing Director,Director,Maintain effective communications and relationships with internal and external partners.,10,Skill,Communal
P_009988,2021_10_09_02_45_Sales_dataFile,JDRAW_04969,Canonical,"Moscow, Moscow, Russia",Project Management / Programme Management,Project Management and Information Technology,Technical Engagement Project Manager,Associate,Responsible for ensuring project success through delivery of technical cloud solutions and managed services.,14,Responsibility,Neutral
P_000929,2021_10_08_11_02_Sales_dataFile,JDRAW_00100,Agilent Technologies,"Beijing, Beijing, China",Sales / Business Development,Sales and Business Development,Sales,Entry level,Manages relationships and business plan.,5,Responsibility,Communal
P_000929,2021_10_08_11_02_Sales_dataFile,JDRAW_00100,Agilent Technologies,"Beijing, Beijing, China",Sales / Business Development,Sales and Business Development,Sales,Entry level,"Manages associated activities such as marketing, advertising, sales promotions, training and other Channel-related support.",14,Responsibility,Neutral
P_004707,2021_10_10_15_21_Sales_dataFile,JDRAW_00612,"August Supply Chain (Shenzhen) Co., Ltd.","Shenzhen, Guangdong, China",Sales / Business Development,Unknown,Global Sales,Unknown,Work as a team.,4,Skill,Communal
P_006078,Czechia_Director_dataFile,JDRAW_01113,Connect Search,Czechia,Sales / Business Development,Unknown,Business Development Director (Product),Director,The business is at an exciting phase.,7,Other,Neutral
P_006078,Czechia_Director_dataFile,JDRAW_01113,Connect Search,Czechia,Sales / Business Development,Unknown,Business Development Director (Product),Director,Instrumental in driving growth in the Colors category.,8,Responsibility,Agentic
P_020947,2021_10_09_16_33_Sales_dataFile,JDRAW_07251,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,Communicate with suppliers.,3,Skill,Communal
P_020947,2021_10_09_16_33_Sales_dataFile,JDRAW_07251,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,Prepare report for audit requirement.,5,Requirement,Neutral
P_020322,2021_10_09_12_59_Sales_dataFile,JDRAW_07080,Lab Science Solution Pte Ltd,"Singapore, Singapore",Sales / Business Development,"Research, Analyst, and Information Technology",Fresh Graduate Opportunity - Sales Product Specialist,Entry level,Seeking capable fresh graduate.,4,Requirement,Neutral
P_020322,2021_10_09_12_59_Sales_dataFile,JDRAW_07080,Lab Science Solution Pte Ltd,"Singapore, Singapore",Sales / Business Development,"Research, Analyst, and Information Technology",Fresh Graduate Opportunity - Sales Product Specialist,Entry level,Fill the post of Sales Product Specialist for our [Location] Office.,11,Responsibility,Neutral
P_018143,2021_10_09_22_38_Sales_dataFile,JDRAW_06491,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Conducting root cause analysis of supply & production side issues.,10,Responsibility,Agentic
P_019936,2021_10_09_12_59_Sales_dataFile,JDRAW_06977,Brenntag,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Manager,Entry level,Establish strong customer and supplier relationships with existing and new partners,11,Skill,Communal
P_012523,2021_10_09_01_12_Sales_dataFile,JDRAW_05480,Harris Computer,"Sarasota, FL",Sales / Business Development,Information Technology,Regional Sales Representative - Florida,Entry level,Proven track record of meeting or exceeding sales quota,9,Requirement,
P_012523,2021_10_09_01_12_Sales_dataFile,JDRAW_05480,Harris Computer,"Sarasota, FL",Sales / Business Development,Information Technology,Regional Sales Representative - Florida,Entry level,Developing and managing a consistent sales pipeline,7,Requirement,
P_022697,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,"Delivering projects successfully within budget, time-frame and quality scopes.",9,Requirement,
P_008160,Philippines_Mid-Senior_dataFile,JDRAW_02311,Carousell Group,Philippines,Procurement / Sourcing / Supply Chain,Unknown,Category Manager (Autos),Mid-Senior,Deliver results by generating insights across complex set of categories,10,Skill,Agentic
P_008160,Philippines_Mid-Senior_dataFile,JDRAW_02311,Carousell Group,Philippines,Procurement / Sourcing / Supply Chain,Unknown,Category Manager (Autos),Mid-Senior,Use insights to identify opportunities and continuously improve customer experience,10,Skill,Agentic
P_001202,2021_10_09_16_58_Sales_dataFile,JDRAW_00134,Syniverse,"Beijing, Beijing, China",Sales / Business Development,Sales and Business Development,Sales Director,Director,Analyze and control expenses for area to conform to budgetary requirements.,11,Requirement,
P_008509,South_Africa_Director_dataFile,JDRAW_02503,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"Ability to support field sales with special pricing, inventory positions, vendor relations, and product issues.",15,Requirement,Agentic
P_018145,2021_10_09_22_38_Sales_dataFile,JDRAW_06491,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,"Coaching, motivating and developing team members",6,Skill,Communal
P_018145,2021_10_09_22_38_Sales_dataFile,JDRAW_06491,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Ensuring high operational standards,4,Requirement,
P_008272,Romania_Associate_dataFile,JDRAW_02363,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,Ensures the inclusion in the investment budget,7,Requirement,
P_007324,Indonesia_Director_dataFile,JDRAW_01811,Robert Walters,Indonesia,Procurement / Sourcing / Supply Chain,Unknown,Procurement Director - Financial Services/Trade Finance,Director,Background in financial services,4,Requirement,
P_007324,Indonesia_Director_dataFile,JDRAW_01811,Robert Walters,Indonesia,Procurement / Sourcing / Supply Chain,Unknown,Procurement Director - Financial Services/Trade Finance,Director,Proven track record of building business in [Location],8,Requirement,
P_007970,Norway_Entry_dataFile,JDRAW_02199,Quorum Software,Norway,Procurement / Sourcing / Supply Chain,Unknown,Contracts Administrator,Entry,"Drafting and creating agreements, reviewing agreements and ensuring CRM/Salesforce is current and correct.",13,Requirement,
P_006329,Finland_Mid-Senior_dataFile,JDRAW_01229,Sofigate,Finland,Project Management / Programme Management,Unknown,SAP Project Managers,Mid-Senior,"Project management, consulting and facilitation.",5,Requirement,
P_017605,2021_10_09_22_38_Sales_dataFile,JDRAW_06428,Unknown,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Head of Channel Partnerships, Google Customer Solutions - Singapore",Director,Experience in technology and emerging/early stage products.,7,Requirement,
P_006729,India_Director_dataFile,JDRAW_01474,CIEL HR,India,Project Management / Programme Management,Unknown,CIEL/SEL/26314: Delivery Head,Director,Design and review the automation framework/solution,6,Requirement,
P_006729,India_Director_dataFile,JDRAW_01474,CIEL HR,India,Project Management / Programme Management,Unknown,CIEL/SEL/26314: Delivery Head,Director,Ensure the delivery of services for customer contracted work.,9,Requirement,
P_018155,2021_10_09_22_38_Sales_dataFile,JDRAW_06491,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Implementing strategies and concepts presented within the client organisation and ensuring validation of these strategies.,15,Requirement,
P_006554,Hong_Kong_Entry_dataFile,JDRAW_01325,PCCW Solutions Limited,Hong Kong,Project Management / Programme Management,Unknown,Programme Manager - Pension,Entry,"Manage schedule, financials, people, clients, subcontractors/vendors, contractual terms, resources.",9,Requirement,
P_013823,2021_10_09_16_58_Sales_dataFile,JDRAW_05698,Michael Page,"Shanghai, Shanghai, China",Sales / Business Development,Sales and Business Development,China Country Manager,Director,Presenting updates on performance and trends to global leadership team.,10,Responsibility,Neutral
P_013823,2021_10_09_16_58_Sales_dataFile,JDRAW_05698,Michael Page,"Shanghai, Shanghai, China",Sales / Business Development,Sales and Business Development,China Country Manager,Director,Manage a small team established spread across [Location] and [Location].,10,Responsibility,Neutral
P_013777,2021_10_10_07_00_Sales_dataFile,JDRAW_05687,cargo-partner,"Shanghai, Shanghai, China",Sales / Business Development,Business Development and Sales,Business Development Manager,Associate,English language knowledge.,3,Requirement,Neutral
P_013777,2021_10_10_07_00_Sales_dataFile,JDRAW_05687,cargo-partner,"Shanghai, Shanghai, China",Sales / Business Development,Business Development and Sales,Business Development Manager,Associate,Mandarin language knowledge.,3,Requirement,Neutral
P_013777,2021_10_10_07_00_Sales_dataFile,JDRAW_05687,cargo-partner,"Shanghai, Shanghai, China",Sales / Business Development,Business Development and Sales,Business Development Manager,Associate,Team spirit.,2,Skill,Communal
P_013777,2021_10_10_07_00_Sales_dataFile,JDRAW_05687,cargo-partner,"Shanghai, Shanghai, China",Sales / Business Development,Business Development and Sales,Business Development Manager,Associate,Communication skills.,2,Skill,Agentic
P_013777,2021_10_10_07_00_Sales_dataFile,JDRAW_05687,cargo-partner,"Shanghai, Shanghai, China",Sales / Business Development,Business Development and Sales,Business Development Manager,Associate,Interpersonal relationships.,2,Skill,Communal
P_006716,India_Director_dataFile,JDRAW_01438,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,Set high standards of performance for self and others.,9,Skill,Agentic
P_006716,India_Director_dataFile,JDRAW_01438,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,Attention to detail.,3,Skill,Agentic
P_008157,Philippines_Mid-Senior_dataFile,JDRAW_02311,Carousell Group,Philippines,Procurement / Sourcing / Supply Chain,Unknown,Category Manager (Autos),Mid-Senior,Staying humble to constantly improve.,5,Skill,Agentic
P_007269,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Preparation and signature of mandatory documents.,6,Responsibility,Neutral
P_007269,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Manage project finances.,3,Responsibility,Neutral
P_007269,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Ensure accuracy of cost and pricing calculation as well as overall project books and records.,15,Responsibility,Agentic
P_021482,2021_10_09_19_55_Sales_dataFile,JDRAW_07418,Space Matrix,"Singapore, Singapore",Sales / Business Development,Business Development,Senior Manager- Business Development,Mid-Senior level,Goal-oriented.,1,Skill,Agentic
P_021482,2021_10_09_19_55_Sales_dataFile,JDRAW_07418,Space Matrix,"Singapore, Singapore",Sales / Business Development,Business Development,Senior Manager- Business Development,Mid-Senior level,Experience managing complex sales cycles with B2B selling process.,9,Requirement,Neutral
P_022724,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,International cooperation with global brands.,5,Skill,Communal
P_014305,2021_10_09_06_44_Sales_dataFile,JDRAW_05790,Gordian,"Shanghai, Shanghai, China",Sales / Business Development,Sales and Business Development,Sales Operations Specialist,Entry level,Develop Sales Matrix/Index and enable the Sales Strategy.,8,Responsibility,Neutral
P_022702,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,"Uses, develops, and applies best practices for Business Process Outsourcing environment.",11,Responsibility,Neutral
P_018158,2021_10_09_22_38_Sales_dataFile,JDRAW_06491,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Excellent negotiating skills.,3,Skill,Agentic
P_018158,2021_10_09_22_38_Sales_dataFile,JDRAW_06491,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Ability to influence people of all levels.,7,Skill,Agentic
P_021553,2021_10_09_19_55_Sales_dataFile,JDRAW_07425,Unknown,"Singapore, Singapore",Sales / Business Development,Business Development,Business Development Brand Manager,Mid-Senior level,Develop the affiliate marketing strategy.,5,Responsibility,Neutral
P_021553,2021_10_09_19_55_Sales_dataFile,JDRAW_07425,Unknown,"Singapore, Singapore",Sales / Business Development,Business Development,Business Development Brand Manager,Mid-Senior level,Recruit new affiliate partners and deliver sales volume.,8,Responsibility,Neutral
P_021553,2021_10_09_19_55_Sales_dataFile,JDRAW_07425,Unknown,"Singapore, Singapore",Sales / Business Development,Business Development,Business Development Brand Manager,Mid-Senior level,"Proactively acquire, onboard, and manage partners.",6,Skill,Agentic
P_008280,Romania_Associate_dataFile,JDRAW_02363,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,Organizes the review of quality gates and monitors the implementation of defined actions.,13,Responsibility,Neutral
P_008505,South_Africa_Director_dataFile,JDRAW_02503,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,Collaborate with cross-functional teams to ensure effective product marketing and sales drive.,12,Responsibility,Communal
P_022721,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Able to meet deadlines.,4,Skill,Agentic
P_006709,India_Director_dataFile,JDRAW_01438,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,Acts as a key point of escalation for business-as-usual issues.,10,Responsibility,Neutral
P_024114,2021_10_09_06_09_Sales_dataFile,JDRAW_07898,Truist,"Windsor, CT",Sales / Business Development,Sales and Business Development,Internal Sales Consultant - Hanleigh,Internship,Lead regular team meetings and establish team priorities.,8,Responsibility,Agentic
P_007969,Norway_Entry_dataFile,JDRAW_02199,Quorum Software,Norway,Procurement / Sourcing / Supply Chain,Unknown,Contracts Administrator,Entry,Contracts Administrator supports client base and sales team through contracts and data management.,13,Requirement,Neutral
P_019088,2021_10_09_12_59_Sales_dataFile,JDRAW_06804,Unknown,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,SALES ASSISTANT,Entry level,Online Advertisement spending and management.,5,Requirement,Neutral
P_022699,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Managing Team Leads.,3,Requirement,Neutral
P_022699,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Leading Team Leads.,3,Skill,Agentic
P_022699,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Motivating Team Leads.,3,Skill,Agentic
P_022699,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Coaching Team Leads.,3,Skill,Communal
P_022699,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Training Team Leads.,3,Requirement,Neutral
P_011889,2021_10_09_12_15_Sales_dataFile,JDRAW_05353,Kaiser Permanente,"Renton, WA",Sales / Business Development,Sales and Business Development,"Sales Executive II, Large Group",Associate,Strong knowledge of and experience with employee health benefits.,9,Requirement,Neutral
P_012376,2021_10_09_17_34_Sales_dataFile,JDRAW_05457,Clear Channel Singapore Pte Ltd,"Singapore, Singapore",Sales / Business Development,Unknown,"Executive, Sales Optimisation",Unknown,Self-starter.,1,Skill,Agentic
P_012376,2021_10_09_17_34_Sales_dataFile,JDRAW_05457,Clear Channel Singapore Pte Ltd,"Singapore, Singapore",Sales / Business Development,Unknown,"Executive, Sales Optimisation",Unknown,Determined and pro-active.,3,Skill,Agentic
P_012376,2021_10_09_17_34_Sales_dataFile,JDRAW_05457,Clear Channel Singapore Pte Ltd,"Singapore, Singapore",Sales / Business Development,Unknown,"Executive, Sales Optimisation",Unknown,Energetic and impactful agent of change.,6,Skill,Agentic
P_012376,2021_10_09_17_34_Sales_dataFile,JDRAW_05457,Clear Channel Singapore Pte Ltd,"Singapore, Singapore",Sales / Business Development,Unknown,"Executive, Sales Optimisation",Unknown,Highly analytical.,2,Skill,Agentic
P_012376,2021_10_09_17_34_Sales_dataFile,JDRAW_05457,Clear Channel Singapore Pte Ltd,"Singapore, Singapore",Sales / Business Development,Unknown,"Executive, Sales Optimisation",Unknown,Strong communicator.,2,Skill,Communal
P_008278,Romania_Associate_dataFile,JDRAW_02363,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,Defines the structure of the necessary functions.,7,Requirement,Neutral
P_008506,South_Africa_Director_dataFile,JDRAW_02503,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"Developing and executing on product mix, inventory, and pricing strategies based on historical data, industry trends and customer buying patterns.",20,Requirement,Neutral
P_008105,Philippines_Entry_dataFile,JDRAW_02265,The Insights Shop,Philippines,Project Management / Programme Management,Unknown,Project Manager,Entry,"Facilitate screening, scheduling and confirming of respondents for research.",9,Requirement,Neutral
P_020948,2021_10_09_16_33_Sales_dataFile,JDRAW_07251,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,Trainee will gain exposure to the safety and supply chain management.,11,Requirement,Neutral
P_007320,Indonesia_Director_dataFile,JDRAW_01811,Robert Walters,Indonesia,Procurement / Sourcing / Supply Chain,Unknown,Procurement Director - Financial Services/Trade Finance,Director,A non-banking institution is seeking a Procurement Director to help launch their [Location] operations.,14,Requirement,Neutral
P_008508,South_Africa_Director_dataFile,JDRAW_02503,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,Strategic leadership.,2,Skill,Agentic
P_008508,South_Africa_Director_dataFile,JDRAW_02503,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,Direction.,1,Skill,Agentic
P_008508,South_Africa_Director_dataFile,JDRAW_02503,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,Development.,1,Skill,Communal
P_021872,2021_10_09_19_55_Sales_dataFile,JDRAW_07476,Hire Digital,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,e-Commerce Manager,Mid-Senior level,Work with Finance and CCO to ensure that e-Commerce operations are profitable.,12,Requirement,Neutral
P_006715,India_Director_dataFile,JDRAW_01438,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,Have the confidence to make decisions.,6,Skill,Agentic
P_006715,India_Director_dataFile,JDRAW_01438,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,Provide direction to individuals.,4,Skill,Agentic
P_006715,India_Director_dataFile,JDRAW_01438,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,Lead by example.,3,Skill,Agentic
P_013428,2021_10_10_07_00_Sales_dataFile,JDRAW_05629,EBANX,"Shanghai, Shanghai, China",Sales / Business Development,Business Development and Sales,Business Development | CHINA,Associate,Semi flexible hours (8 hours a day - Monday to Friday).,11,Requirement,Neutral
P_020161,2021_10_09_12_59_Sales_dataFile,JDRAW_07038,Unknown,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Manager,Entry level,"Establish internal guidelines for personal data protection based on applicable legislations, to manage customer data.",15,Requirement,Neutral
P_007275,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Conduct Compliance assessments at the appropriate milestones.,7,Requirement,Neutral
P_015372,2021_10_10_12_31_Sales_dataFile,JDRAW_06005,Salesforce,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,"Account Executive, Singapore, Commercial",Not Applicable,Ability to see the value of Cloud Computing and be a salesperson and evangelist to drive Salesforce penetration.,18,Requirement,Neutral
P_023090,2021_10_09_01_12_Sales_dataFile,JDRAW_07772,Keet Health,United States,Sales / Business Development,Sales and Business Development,Sales Development Representative,Entry level,Perform a minimum number of sales activities per day to generate interest and reach a predetermined monthly meeting goal.,19,Requirement,Neutral
P_006331,Finland_Mid-Senior_dataFile,JDRAW_01229,Sofigate,Finland,Project Management / Programme Management,Unknown,SAP Project Managers,Mid-Senior,"Your location will be the [Location] area, Flexible work arrangements for optimal work-life balance.",14,Requirement,Neutral
P_009989,2021_10_09_02_45_Sales_dataFile,JDRAW_04969,Canonical,"Moscow, Moscow, Russia",Project Management / Programme Management,Project Management and Information Technology,Technical Engagement Project Manager,Associate,Customer facing.,2,Skill,Communal
P_009989,2021_10_09_02_45_Sales_dataFile,JDRAW_04969,Canonical,"Moscow, Moscow, Russia",Project Management / Programme Management,Project Management and Information Technology,Technical Engagement Project Manager,Associate,Team player.,2,Skill,Communal
P_009989,2021_10_09_02_45_Sales_dataFile,JDRAW_04969,Canonical,"Moscow, Moscow, Russia",Project Management / Programme Management,Project Management and Information Technology,Technical Engagement Project Manager,Associate,"Own, drive and communicate projects.",5,Requirement,Neutral
P_009989,2021_10_09_02_45_Sales_dataFile,JDRAW_04969,Canonical,"Moscow, Moscow, Russia",Project Management / Programme Management,Project Management and Information Technology,Technical Engagement Project Manager,Associate,Navigate complex engineering solutions.,4,Requirement,Neutral
P_018313,2021_10_09_22_38_Sales_dataFile,JDRAW_06520,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,We are looking for an Director of Delivery to join our [Location] Office.,13,Requirement,Neutral
P_023630,2021_10_09_01_12_Sales_dataFile,JDRAW_07839,Omya,"Utah, United States",Sales / Business Development,"Distribution, Sales, and Business Development",Senior Sales Representative - Food Ingredients,Mid-Senior level,Responsible for sales activities with assigned accounts in the [Location] region focusing on the Food ingredients market segment.,18,Requirement,Neutral
P_002875,2021_10_10_07_00_Sales_dataFile,JDRAW_00326,Vidoukin limited,"Baoding, Hebei, China",Sales / Business Development,Unknown,Chassis Sales Director,Unknown,Chassis Sales Director role in [Location].,6,Requirement,Neutral
P_007272,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Supports the implementation of lessons learned into own project and the organization.,12,Skill,Agentic
P_007272,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,"Manage the risk, contract and claims.",6,Requirement,Neutral
P_007272,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Ensures compliance with guidelines for commercial aspects.,7,Requirement,Neutral
P_006731,India_Director_dataFile,JDRAW_01474,CIEL HR,India,Project Management / Programme Management,Unknown,CIEL/SEL/26314: Delivery Head,Director,"Establishing operating procedures, work assignments, planning, and all project management activities.",11,Requirement,Neutral
P_006731,India_Director_dataFile,JDRAW_01474,CIEL HR,India,Project Management / Programme Management,Unknown,CIEL/SEL/26314: Delivery Head,Director,Ownership for competency building.,4,Skill,Agentic
P_006731,India_Director_dataFile,JDRAW_01474,CIEL HR,India,Project Management / Programme Management,Unknown,CIEL/SEL/26314: Delivery Head,Director,Responsibility for delivery excellence.,4,Skill,Agentic
P_006707,India_Director_dataFile,JDRAW_01438,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,This position will be based in [Location].,7,Requirement,Neutral
P_006730,India_Director_dataFile,JDRAW_01474,CIEL HR,India,Project Management / Programme Management,Unknown,CIEL/SEL/26314: Delivery Head,Director,Take ownership of all key performance parameters to drive the operating margin of the accounts.,15,Skill,Agentic
P_006730,India_Director_dataFile,JDRAW_01474,CIEL HR,India,Project Management / Programme Management,Unknown,CIEL/SEL/26314: Delivery Head,Director,"Introduce best practices in software development, agile methodologies and coding standards.",11,Requirement,Neutral
P_008159,Philippines_Mid-Senior_dataFile,JDRAW_02311,Carousell Group,Philippines,Procurement / Sourcing / Supply Chain,Unknown,Category Manager (Autos),Mid-Senior,Autos Category Manager in [Location].,5,Requirement,Neutral
P_008159,Philippines_Mid-Senior_dataFile,JDRAW_02311,Carousell Group,Philippines,Procurement / Sourcing / Supply Chain,Unknown,Category Manager (Autos),Mid-Senior,Data driven category specialist to drive growth for Auto & Related Categories.,12,Requirement,Neutral
P_006323,Finland_Mid-Senior_dataFile,JDRAW_01229,Sofigate,Finland,Project Management / Programme Management,Unknown,SAP Project Managers,Mid-Senior,Support clients who have new situations or limited resources to ensure planned value is realized.,15,Skill,Communal
P_018317,2021_10_09_22_38_Sales_dataFile,JDRAW_06520,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,Work collaboratively with delivery teams and subject matter experts to evaluate client needs regarding their objectives and goals.,18,Skill,Communal
P_009608,2021_10_08_23_43_Sales_dataFile,JDRAW_04881,TikTok,"Moscow, Moscow City, Russia",Project Management / Programme Management,Project Management and Information Technology,Project Manager,Mid-Senior level,"Partner with Business Operations, Sales and Client Services teams to track opportunities and ensure they remain in scope.",18,Skill,Communal
