Phrase_ID,Source_Record_ID,Source,Company,Country,Industry,Job_Function,Position,Seniority,Phrase,Word_Count
P_020937,JDRAW_07247,2021_10_09_16_33_Sales_dataFile,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Purchasing Trainee (West Area),Internship,Negotiation for best prices and contract terms with vendors.,9
P_012803,JDRAW_05541,2021_10_09_17_34_Sales_dataFile,Westpoint Transit Pte Ltd,"Singapore, Singapore",Sales / Business Development,Unknown,Senior Sales Executive,Unknown,The ideal candidate will be responsible for building and maintaining a strong sales presence for Westpoint Transit.,17
P_012959,JDRAW_05566,2021_10_08_11_02_Sales_dataFile,Michael Page,"Shanghai, Shanghai, China",Sales / Business Development,Sales and Business Development,Sales Head,Director,* Ability to drive change and strong in change management.,9
P_012427,JDRAW_05460,2021_10_09_17_34_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Executive,Associate,"We operate regionally in Singapore, Malaysia, India, Indonesia and Thailand.",10
P_006570,JDRAW_01329,Hong_Kong_Entry_dataFile,JAC Group,Hong Kong,Sales / Business Development,Unknown,Sales Representative (Sporting Goods),Entry,Able to work effectively under critical deadlines and multi-tasks.,8
P_019706,JDRAW_06926,2021_10_09_12_59_Sales_dataFile,Lam Soon Singapore Pte Ltd,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Representative,Entry level,Proficiency in Microsoft Office preferred but not essential.,8
P_007264,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,ECC matters # Drives the review and evaluation of the contract conditions incl.,12
P_017508,JDRAW_06412,2021_10_09_22_38_Sales_dataFile,Axxel Marketing Sdn Bhd,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Wholesale Business Manager,Director,Possess business acumen embraced with excellent communication skills.,8
P_022722,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,"Self-motivated, innovative and analytical with strong attention to detail and accuracy.",10
P_018323,JDRAW_06520,2021_10_09_22_38_Sales_dataFile,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,Speak Tagalog Who should not apply?,6
P_009611,JDRAW_04881,2021_10_08_23_43_Sales_dataFile,TikTok,"Moscow, Moscow City, Russia",Project Management / Programme Management,Project Management and Information Technology,Project Manager,Mid-Senior level,Monitor campaign delivery and make adjustments/recommendations to clients with ops team accordingly,11
P_007266,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,"onshore, offshore, site etc) # Ensures correct methodology for evaluation of risk and opportunities as defined, e.g.",15
P_014842,JDRAW_05914,2021_10_10_15_21_Sales_dataFile,Avient Corporation,"Shenzhen, Guangdong, China",Sales / Business Development,Sales,Area Sales Manager,Mid-Senior level,"Ability to coach, mentor and develop direct reports is a key aspect of this position.",15
P_006598,JDRAW_01349,Hong_Kong_Executive_dataFile,BNP Paribas,Hong Kong,Procurement / Sourcing / Supply Chain,Unknown,"Vice President, Transaction Banking - Supply Chain Management",Executive,"It offers a wide range of financial services covering corporate & institutional banking, wealth management, asset management, insurance, as well as retail banking and consumer financing through strategic partnerships.",28
P_022718,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Results driven and able to lead a team to success.,10
P_019302,JDRAW_06832,2021_10_09_12_59_Sales_dataFile,Decathlon Singapore,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,"Product Management, Supply Chain, and Strategy/Planning",Regional Category Manager (SEA),Entry level,Think you're a good fit for the role?,8
P_022698,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Developing and managing successful relationships with Keywords Studios clients.,9
P_023409,JDRAW_07808,2021_10_09_17_03_Sales_dataFile,FloodGate Medical,United States,Sales / Business Development,Business Development and Sales,Head of US Sales,Director,Products A new to the world diagnostic device for Trauma care that can save limbs and money.,17
P_007968,JDRAW_02199,Norway_Entry_dataFile,Quorum Software,Norway,Procurement / Sourcing / Supply Chain,Unknown,Contracts Administrator,Entry,"Our industry-leading solutions are transforming energy companies across the entire value chain, helping visionary leaders evolve their organizations into modern energy companies.",21
P_020940,JDRAW_07247,2021_10_09_16_33_Sales_dataFile,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Purchasing Trainee (West Area),Internship,Mid career individuals from any qualification level can apply.,9
P_018735,JDRAW_06688,2021_10_09_22_38_Sales_dataFile,Jobs via eFinancialCareers,"Singapore, Singapore",Sales / Business Development,Marketing and Sales,Product Marketing Director,Director,"work with internal resources, including sales and product management organizations to develop professional marketing communications Manage timelines, budgets, resources, and staff and maintain effective communications and relationships with internal and external partners.",32
P_006718,JDRAW_01438,India_Director_dataFile,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,"Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.",28
P_009988,JDRAW_04969,2021_10_09_02_45_Sales_dataFile,Canonical,"Moscow, Moscow, Russia",Project Management / Programme Management,Project Management and Information Technology,Technical Engagement Project Manager,Associate,Canonical Engagement Project Managers are responsible for ensuring project success through delivery of technical cloud solutions and managed services for our Customers.,22
P_000929,JDRAW_00100,2021_10_08_11_02_Sales_dataFile,Agilent Technologies,"Beijing, Beijing, China",Sales / Business Development,Sales and Business Development,Sales,Entry level,"Manages relationships and business plan as well as associated activities such as marketing, advertising, sales promotions, training and other Channel-related support.",20
P_004707,JDRAW_00612,2021_10_10_15_21_Sales_dataFile,"August Supply Chain (Shenzhen) Co., Ltd.","Shenzhen, Guangdong, China",Sales / Business Development,Unknown,Global Sales,Unknown,we work as a team.,5
P_006078,JDRAW_01113,Czechia_Director_dataFile,Connect Search,Czechia,Sales / Business Development,Unknown,Business Development Director (Product),Director,The business is at an exciting phase of its evolution and this critical hire will be instrumental in driving growth in the Colors category.,24
P_020947,JDRAW_07251,2021_10_09_16_33_Sales_dataFile,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,Trainees will be expected to communicate with suppliers and learn to prepare report for audit requirement.,16
P_012730,JDRAW_05519,2021_10_09_16_58_Sales_dataFile,LEON CYCLE,"Shanghai, China",Procurement / Sourcing / Supply Chain,Management and Supply Chain,APAC Supply Chain Manager,Director,"Leon Cycle offers a range of e-bike models from mountain bikes, folding e-bikes, and trekking e-bikes.",13
P_020322,JDRAW_07080,2021_10_09_12_59_Sales_dataFile,Lab Science Solution Pte Ltd,"Singapore, Singapore",Sales / Business Development,"Research, Analyst, and Information Technology",Fresh Graduate Opportunity - Sales Product Specialist,Entry level,"Due to our business expansion, we are seeking capable fresh graduate to fill the post of Sales Product Specialist for our Singapore Office.",23
P_007971,JDRAW_02199,Norway_Entry_dataFile,Quorum Software,Norway,Procurement / Sourcing / Supply Chain,Unknown,Contracts Administrator,Entry,About Quorum Software Quorum Software connects people and information across the energy value chain.,14
P_018143,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Conducting root cause analysis of supply & production side issues.,9
P_011041,JDRAW_05227,2021_10_09_01_12_Sales_dataFile,KPMG US,"Orlando, FL",Sales / Business Development,General Business,"Associate, Inside Sales Rep",Mid-Senior level,"With a wealth of learning and career development opportunities, a world-class training facility and leading market tools, we make sure our people continue to grow both professionally and personally.",28
P_018381,JDRAW_06546,2021_10_09_22_38_Sales_dataFile,Robert Half,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Accounting/Auditing and Finance,Controller (Business Controlling & Supply Chain),Director,: 07C5595 | Hor Man Teng (Geraldine) EA Registration no.,8
P_019936,JDRAW_06977,2021_10_09_12_59_Sales_dataFile,Brenntag,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Manager,Entry level,Establish strong customer and supplier relationships with existing and new partners,11
P_012523,JDRAW_05480,2021_10_09_01_12_Sales_dataFile,Harris Computer,"Sarasota, FL",Sales / Business Development,Information Technology,Regional Sales Representative - Florida,Entry level,Proven track record of meeting or exceeding sales quota and developing and managing a consistent sales pipeline,17
P_020953,JDRAW_07251,2021_10_09_16_33_Sales_dataFile,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,or Graduated from the mentioned institutions and completed National Service between 2019 to 2021.,14
P_006324,JDRAW_01229,Finland_Mid-Senior_dataFile,Sofigate,Finland,Project Management / Programme Management,Unknown,SAP Project Managers,Mid-Senior,We are looking for SAP Project Managers.,7
P_022697,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,"MAIN RESPONSIBILITIES: Delivering projects successfully within budget, time-frame and quality scopes.",10
P_013259,JDRAW_05606,2021_10_08_11_02_Sales_dataFile,Michael Page,"Shanghai, Shanghai, China",Sales / Business Development,Sales and Business Development,Sales Director,Director,Attractive salary package and career progression.,6
P_008160,JDRAW_02311,Philippines_Mid-Senior_dataFile,Carousell Group,Philippines,Procurement / Sourcing / Supply Chain,Unknown,Category Manager (Autos),Mid-Senior,"This person will deliver results by generating insights across this diverse and complex set of categories, and use those insights to identify opportunities and to continuously improve our customer experience.",30
P_001202,JDRAW_00134,2021_10_09_16_58_Sales_dataFile,Syniverse,"Beijing, Beijing, China",Sales / Business Development,Sales and Business Development,Sales Director,Director,Analyze and controls expenses for their area to conform to budgetary requirements.,12
P_008509,JDRAW_02503,South_Africa_Director_dataFile,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"- Ability to support field sales with special pricing, inventory positions, vendor relations, and product issues.",15
P_018145,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,"Coaching, motivating and developing team members and ensuring high operational standards.",11
P_008109,JDRAW_02265,Philippines_Entry_dataFile,The Insights Shop,Philippines,Project Management / Programme Management,Unknown,Project Manager,Entry,Please do not apply if you do not meet this requirement.,11
P_008272,JDRAW_02363,Romania_Associate_dataFile,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,Ensures the inclusion in the investment budget,7
P_007282,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Accordingly some of the above defined mandatory tasks where the CPM is fully responsible for may not apply while others might be further specified in respective guidelines.,27
P_007324,JDRAW_01811,Indonesia_Director_dataFile,Robert Walters,Indonesia,Procurement / Sourcing / Supply Chain,Unknown,Procurement Director - Financial Services/Trade Finance,Director,"If you have a background in financial services and a proven track record of building business in Indonesia, this opportunity could be for you.",24
P_008151,JDRAW_02311,Philippines_Mid-Senior_dataFile,Carousell Group,Philippines,Procurement / Sourcing / Supply Chain,Unknown,Category Manager (Autos),Mid-Senior,"Carousell is the leading classifieds group in Greater Southeast Asia on a mission to inspire the world to start buying and selling, and to make secondhand the first choice.",29
P_007970,JDRAW_02199,Norway_Entry_dataFile,Quorum Software,Norway,Procurement / Sourcing / Supply Chain,Unknown,Contracts Administrator,Entry,"This position is responsible for drafting and creating agreements, reviewing agreements and ensuring Aucerna CRM/Salesforce is current and correct.",18
P_006329,JDRAW_01229,Finland_Mid-Senior_dataFile,Sofigate,Finland,Project Management / Programme Management,Unknown,SAP Project Managers,Mid-Senior,"areas like Business Technology Standard (read more www.managebt.org), project management, consulting and facilitation.",12
P_006330,JDRAW_01229,Finland_Mid-Senior_dataFile,Sofigate,Finland,Project Management / Programme Management,Unknown,SAP Project Managers,Mid-Senior,"In addition, we collaborate closely with Hintsa Performance and offer versatile well-being services and programs to all our employees.",18
P_017605,JDRAW_06428,2021_10_09_22_38_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Head of Channel Partnerships, Google Customer Solutions - Singapore",Director,Experience in technology and emerging/early stage products.,6
P_007781,JDRAW_02094,New_Zealand_Entry_dataFile,THE PHOTO STUDIO,New Zealand,Sales / Business Development,Unknown,2IC and Sales Assistance,Entry,"Who we are: THE PHOTO STUDIO are a NZ owned chain of two branches, Auckland based retail stores with traditional in house photo-lab services.",23
P_006729,JDRAW_01474,India_Director_dataFile,CIEL HR,India,Project Management / Programme Management,Unknown,CIEL/SEL/26314: Delivery Head,Director,"Haveskills to Design and review the automation framework / solution including all automation components,targetapplications,infrastructureandsecuritydesign,other3rdpartycomponentsHLandLLdesignofBOTsforspecificprocessesBOTestimationsEnsure the delivery of services for customer contracted work.",24
P_018155,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Implementing the strategies and concepts presented within the client organisation and ensuring validation of these strategies.,16
P_008466,JDRAW_02440,Saudi_Arabia_Entry_dataFile,Syarah,Saudi Arabia,Procurement / Sourcing / Supply Chain,Unknown,Purchasing Officer (Dammam),Entry,"Our goal is to turn car buying into an experience of delight, comfort and peace of mind.",17
P_006554,JDRAW_01325,Hong_Kong_Entry_dataFile,PCCW Solutions Limited,Hong Kong,Project Management / Programme Management,Unknown,Programme Manager - Pension,Entry,"schedule, financials, people, clients, subcontractors / vendors, contractual terms, resources, etc.",10
P_013823,JDRAW_05698,2021_10_09_16_58_Sales_dataFile,Michael Page,"Shanghai, Shanghai, China",Sales / Business Development,Sales and Business Development,China Country Manager,Director,"including presenting updates on performance and trends to global Leadership Team Manage a small team established spread across Shanghai and Beijing, with multiple direct reports across sales, marketing, and operations/Account Management.",30
P_013777,JDRAW_05687,2021_10_10_07_00_Sales_dataFile,cargo-partner,"Shanghai, Shanghai, China",Sales / Business Development,Business Development and Sales,Business Development Manager,Associate,"know-how English language Mandarin language Personal Qualification Passion in sales, with good team spirit, communication skill, interpersonal relationships",17
P_006716,JDRAW_01438,India_Director_dataFile,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,set high standards of performance for self and others Attention to detail,12
P_008157,JDRAW_02311,Philippines_Mid-Senior_dataFile,Carousell Group,Philippines,Procurement / Sourcing / Supply Chain,Unknown,Category Manager (Autos),Mid-Senior,and staying humble to constantly improve.,6
P_010429,JDRAW_05125,2021_10_09_12_15_Sales_dataFile,Curaleaf,"New York, NY",Sales / Business Development,Sales and Business Development,Senior Sales Administrator of Hemp Operations (CBD),Associate,Curaleaf Equal Employment Employer Curaleaf is committed to creating a diverse environment and is proud to be an equal opportunity employer.,21
P_007269,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,"preparation and signature of NCM mandatory documents Manage Project finances # Ensures the accuracy of cost and pricing calculation as well as overall project books and records, incl.",27
P_022695,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,"Pioneers & Leaders for over 20 years, we have been the premier international provider of services for companies that publish and develop MMOs, virtual worlds, social games, casual games, mobile games and transmedia content.",33
P_021482,JDRAW_07418,2021_10_09_19_55_Sales_dataFile,Space Matrix,"Singapore, Singapore",Sales / Business Development,Business Development,Senior Manager- Business Development,Mid-Senior level,What we expect You are a goal oriented sales professional with experience of managing complex sales cycles with B2B selling process to multinational companies.,24
P_006600,JDRAW_01349,Hong_Kong_Executive_dataFile,BNP Paribas,Hong Kong,Procurement / Sourcing / Supply Chain,Unknown,"Vice President, Transaction Banking - Supply Chain Management",Executive,Asia Pacific is a key strategic region for BNP Paribas and it continues to develop its franchise in the region.,20
P_022724,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,International cooperation with global brands.,5
P_014305,JDRAW_05790,2021_10_09_06_44_Sales_dataFile,Gordian,"Shanghai, Shanghai, China",Sales / Business Development,Sales and Business Development,Sales Operations Specialist,Entry level,- Develop Sales Matrix/Index and enable the Sales Strategy.,7
P_018225,JDRAW_06508,2021_10_09_22_38_Sales_dataFile,Michael Page,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Global Head of Procurement - Consumer Goods/Healthcare,Director,"As their business has grown exponentially over the last two years, the organisation is now looking for an experienced and dynamic Global Procurement Director to be based in Singapore.",29
P_006325,JDRAW_01229,Finland_Mid-Senior_dataFile,Sofigate,Finland,Project Management / Programme Management,Unknown,SAP Project Managers,Mid-Senior,"With us, you can develop your skills and work with top professionals.",12
P_015512,JDRAW_06023,2021_10_10_12_31_Sales_dataFile,Sift,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Development Representative,Entry level,But it's not just another anti-fraud platform: Sift enables businesses to tailor experiences to each customer according to the risk they pose.,21
P_007289,JDRAW_01794,Indonesia_Director_dataFile,JPMorgan Chase & Co.,Indonesia,Project Management / Programme Management,Unknown,Commercial Bank - Wholesale Lending Services - Credit Product Delivery - Associate,Director,The role will report to the Head of Indonesia Credit Product Delivery.,12
P_022702,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,"Uses, develops, and applies best practices for Business Process Outsourcing environment.",11
P_018158,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,You possess excellent negotiating skills with a strong ability to influence people of all levels.,15
P_021553,JDRAW_07425,2021_10_09_19_55_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Business Development,Business Development Brand Manager,Mid-Senior level,"Develop the affiliate marketing strategy with the aim of recruiting new affiliate partners and delivering sales volume Proactively acquire, onboard, and manage new and existing partners, influencers and KOLs to grow affiliate and marketing programs.",35
P_008280,JDRAW_02363,Romania_Associate_dataFile,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,Organizes the review of quality gates and monitors the implementation of defined actions,13
P_008505,JDRAW_02503,South_Africa_Director_dataFile,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"- Work with your supplier partners, ADI's marketing, sales and procurement teams to ensure effective product marketing and sales drive of your product category.",23
P_008163,JDRAW_02311,Philippines_Mid-Senior_dataFile,Carousell Group,Philippines,Procurement / Sourcing / Supply Chain,Unknown,Category Manager (Autos),Mid-Senior,"In case you are interested to know more, read about our Candidates Personal Data Privacy Statement [https://support.carousell.com/hc/en-us/articles/4410378144537-Candidates-Personal-Data-Privacy-Statement].",17
P_007974,JDRAW_02199,Norway_Entry_dataFile,Quorum Software,Norway,Procurement / Sourcing / Supply Chain,Unknown,Contracts Administrator,Entry,"Since 1998, Quorum has helped thousands of energy workers with business workflows that optimize profitability and growth.",17
P_022721,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Understands and is able to meet deadlines.,7
P_006709,JDRAW_01438,India_Director_dataFile,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,Acts as a key point of escalation for BAU issues.,10
P_024114,JDRAW_07898,2021_10_09_06_09_Sales_dataFile,Truist,"Windsor, CT",Sales / Business Development,Sales and Business Development,Internal Sales Consultant - Hanleigh,Internship,Lead regular team meetings and establish team priorities with the sales team.,12
P_007969,JDRAW_02199,Norway_Entry_dataFile,Quorum Software,Norway,Procurement / Sourcing / Supply Chain,Unknown,Contracts Administrator,Entry,Overview The Contracts Administrator supports our expanding client base and our sales team through contracts and data management.,18
P_019088,JDRAW_06804,2021_10_09_12_59_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,SALES ASSISTANT,Entry level,Online Advertisement spending and management.,5
P_022699,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,"Managing, leading, motivating, coaching and training PS Team Leads.",9
P_007263,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,For orientation please notice existing definitions of GRIP.,8
P_011889,JDRAW_05353,2021_10_09_12_15_Sales_dataFile,Kaiser Permanente,"Renton, WA",Sales / Business Development,Sales and Business Development,"Sales Executive II, Large Group",Associate,Strong knowledge of and experience with employee health benefits.,9
P_008282,JDRAW_02363,Romania_Associate_dataFile,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,Diversity Day is a special day dedicated to sharing diversity our cultural experiences.Seniority Bonus- awarded for uninterrupted seniority from company as a permanent percentage (2% for 3-6 years old,26
P_012376,JDRAW_05457,2021_10_09_17_34_Sales_dataFile,Clear Channel Singapore Pte Ltd,"Singapore, Singapore",Sales / Business Development,Unknown,"Executive, Sales Optimisation",Unknown,Essential Behaviours/ Skills : A self-starter Determined and pro-active Energetic and impactful agent of change Highly analytical and strong communicator Make meaningful sense of data,21
P_008278,JDRAW_02363,Romania_Associate_dataFile,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,Defines the structure of the necessary functions,7
P_008506,JDRAW_02503,South_Africa_Director_dataFile,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"- Developing and executing on product mix, inventory, and pricing strategies based on historical data, industry trends and customer buying patterns.",20
P_008105,JDRAW_02265,Philippines_Entry_dataFile,The Insights Shop,Philippines,Project Management / Programme Management,Unknown,Project Manager,Entry,"ResponsibilitiesQualitative Research - Facilitate screening, scheduling and confirming of respondents for TDIs, focus groups, in-person IDIs, online qual interviews, etc.",18
P_020948,JDRAW_07251,2021_10_09_16_33_Sales_dataFile,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,Competencies Trainee will gain exposure to the safety and supply chain management.,12
P_007320,JDRAW_01811,Indonesia_Director_dataFile,Robert Walters,Indonesia,Procurement / Sourcing / Supply Chain,Unknown,Procurement Director - Financial Services/Trade Finance,Director,"A non-banking institution which helps to provide global inventory solutions, is seeking a Procurement Director - Financial Services/Trade Finance to help launch their Indonesian operations.",22
P_008508,JDRAW_02503,South_Africa_Director_dataFile,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"- Ability to provide strategic leadership, direction, and development.",8
P_021872,JDRAW_07476,2021_10_09_19_55_Sales_dataFile,Hire Digital,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,e-Commerce Manager,Mid-Senior level,Work with Finance and CCO to ensure that e-Commerce operations are profitable.,11
P_007326,JDRAW_01811,Indonesia_Director_dataFile,Robert Walters,Indonesia,Procurement / Sourcing / Supply Chain,Unknown,Procurement Director - Financial Services/Trade Finance,Director,Apply now to learn more.,5
P_006715,JDRAW_01438,India_Director_dataFile,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,have the confidence to make decisions and provide direction to individuals Lead by example,14
P_008156,JDRAW_02311,Philippines_Mid-Senior_dataFile,Carousell Group,Philippines,Procurement / Sourcing / Supply Chain,Unknown,Category Manager (Autos),Mid-Senior,"Our culture is made up of hiring, developing, and promoting people who embody our values of solving problems for our users",21
P_013428,JDRAW_05629,2021_10_10_07_00_Sales_dataFile,EBANX,"Shanghai, Shanghai, China",Sales / Business Development,Business Development and Sales,Business Development | CHINA,Associate,Semi flexible hours (8 hours a day - Monday to Friday),10
P_020161,JDRAW_07038,2021_10_09_12_59_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Manager,Entry level,"Establish internal guidelines for personal data protection based on applicable legislations, to manage customer data.",15
P_007275,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,by conducting Compliance (Re-) assessments at the appropriate milestones / Quality Gates # Involves the respective corporate governance units (e.g.,16
P_015372,JDRAW_06005,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,"Account Executive, Singapore, Commercial",Not Applicable,This is a role for someone who can see the value of Cloud Computing and who can be a combination salesperson and evangelist to get the Salesforce penetration into the sector growing even more.,34
P_023090,JDRAW_07772,2021_10_09_01_12_Sales_dataFile,Keet Health,United States,Sales / Business Development,Sales and Business Development,Sales Development Representative,Entry level,Perform a minimum number of sales activities per day to generate interest with prospects and reach a predetermined monthly meeting goal.,21
P_006331,JDRAW_01229,Finland_Mid-Senior_dataFile,Sofigate,Finland,Project Management / Programme Management,Unknown,SAP Project Managers,Mid-Senior,"Your location will be the Helsinki or Tampere area, Flexible work arrangements for optimal work-life balance.",15
P_009989,JDRAW_04969,2021_10_09_02_45_Sales_dataFile,Canonical,"Moscow, Moscow, Russia",Project Management / Programme Management,Project Management and Information Technology,Technical Engagement Project Manager,Associate,In support of that goal we are looking for a customer facing team player to fully own/drive/communicate projects and navigate complex engineering solutions.,22
P_018313,JDRAW_06520,2021_10_09_22_38_Sales_dataFile,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,We are looking for an Director of Delivery to join our Singapore Office.,13
P_023630,JDRAW_07839,2021_10_09_01_12_Sales_dataFile,Omya,"Utah, United States",Sales / Business Development,"Distribution, Sales, and Business Development",Senior Sales Representative - Food Ingredients,Mid-Senior level,BASIC FUNCTION: Responsible for sales activities with assigned accounts in the Western Region focusing on the Food ingredients market segment.,20
P_002875,JDRAW_00326,2021_10_10_07_00_Sales_dataFile,Vidoukin limited,"Baoding, Hebei, China",Sales / Business Development,Unknown,Chassis Sales Director,Unknown,We are currently looking for a Chassis Sales Director in Baoding.,11
P_007272,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,"supports the implementation of lessons learned into own project and the organization in general Manage the risk, contract and claims # Ensures compliance with LoA guidelines for commercial aspects, e.g.",28
P_003101,JDRAW_00364,2021_10_09_17_03_Sales_dataFile,Holiday Inn,"Dallas, TX",Sales / Business Development,Sales and Business Development,Director of Sales,Director,"Welcome to the Holiday Inn Corpus Christi Downtown Marina Hotel conveniently located in Downtown Corpus Christi, experience a picturesque view overlooking the beauty of Corpus Christi Bay and Marina.",29
