Phrase_ID,Source_Dataset,Resume_ID,Category_or_Label,Phrase,Word_Count
P006151,sales_phrases,70528646,SALES,"Landed new customer accounts through a consistent combination of perseverance, dedicated cold calling and exceptional service.",16
P006152,resume_classification_phrases,DS2_00044,12,"Language Technical Writer Mar 2013 to Sep 2013 Company Name － City , State I translated Finnish language bank documents to English and created simple web pages out of them using HTML/CSS and some JavaScript.",32
P006153,sales_phrases,14358578,SALES,Languages American Sign Language : Elementary American Sign Language : Elementary,9
P006154,resume_classification_phrases,DS2_00105,20,"Languages Fluency in English and French and intermediate level in Spanish Skills Projet management, Change management, writing skills",18
P006155,sales_phrases,15620421,SALES,"Languages Fluent English reading and writing Technical Skills and Qualifications Microsoft Word, Excel, Power Point, Outlook",16
P006156,sales_phrases,79376680,SALES,Large customer service portion involved with this account.,8
P006157,sales_phrases,79376680,SALES,"Later began to work as a counselor for their Rock Band Camp, where I was responsible for children ages 7-18.",19
P006158,resume_classification_phrases,DS2_00393,2,"Launched ""Road to Innovation"" program to engage/motivate team members and promote innovation in leading the change and adopting emerging technologies to renovate systems and improve customer experience.",26
P006159,resume_classification_phrases,DS2_00515,2,"Launched Salesforce data cleansing, migration, and integration programs to aid in gathering functional and business requirements to support team, and mitigate risks.",22
P006160,resume_classification_phrases,DS2_00502,2,"Launched a high-performance data warehouses and virtual machines to store, integrate, analyze, and report on enterprise data.",16
P006161,resume_classification_phrases,DS2_00539,16,"Launched a merchandising planning spreadsheet for category analysis, cost optimization, and inventory control.",13
P006162,resume_classification_phrases,DS2_00484,20,Launched aggressive growth plans that helped increase customer base from [Number] to [Number] customers.,14
P006163,resume_classification_phrases,DS2_00079,13,Launched business development program that generated $14 million in sales in three months.,13
P006164,resume_classification_phrases,DS2_00623,5,Launched campaign to rebrand company as a leading solution provider in solid-liquid separation.,12
P006165,resume_classification_phrases,DS2_00424,19,Launched well-received program of professional development for newly created departments for non-union and union staff.,13
P006166,sales_phrases,10898339,SALES,"Lawn Mowing- Edging, Weed whipping, Blowing grass and debris off",9
P006167,resume_classification_phrases,DS2_00102,12,"Lay out clearly defined expectations for the development team, along with receiving them also.",14
P006168,sales_phrases,29134721,SALES,"Lead ""Super User"" workgroups in training software, hardware installs, troubleshooting, detailed application knowledge, and the handling of business intelligence rules for transition to a state multiple search application.",28
P006169,sales_phrases,34303500,SALES,"Lead Bartender & Store Trainer (worked through college) 08/2011 to 07/2012 Company Name City , State Trained staff of employees for correct facility procedures, safety codes, bar codes, proper recipes and drinking safety.",29
P006170,sales_phrases,29332616,SALES,"Lead Decorator 07/2003 to 09/2014 Company Name City , State Oversee activities directly related to making products or providing services.",17
P006171,resume_classification_phrases,DS2_00542,2,"Lead Documentation Team in the designing, developing and delivering of a computerized training solution for the Center for Economic Development.",20
P006172,resume_classification_phrases,DS2_00281,17,"Lead Electrical Engineer 05/2005 to 08/2008 Company Name City , State Led electrical engineering for the design, development, manufacturing and delivery of ten military flight simulators for the US Air Force and two flight simulators for Singapore.",34
P006173,resume_classification_phrases,DS2_00649,11,"Lead Employment Specialist Company Name - City , State 02/2015 - 03/2016 Develop and maintain relationships with community referral sources, such as Department of Rehabilitation (DOR), work source centers, America's Job Exchange and others.",29
P006174,resume_classification_phrases,DS2_00132,15,Lead HVAC operation finance team to create standard operating procedures (SOP) and job instruction breakdown (JIBs) on annual budgeting process.,20
P006175,resume_classification_phrases,DS2_00279,0,"Lead Intake team through successful clean-up, categorization, and scanning of over 3,500 employee files.",12
P006176,resume_classification_phrases,DS2_00203,0,Lead Loss Prevention initiatives and inventory control programs.,8
P006177,resume_classification_phrases,DS2_00092,18,"Lead MSREF 6I initiative to implement reinvestment of proceeds (ROP) methodology to reallocate approximately $120,000,000 in cash to-date amongst investments with deficient cash balances to cover contributions and expenses.",27
P006178,resume_classification_phrases,DS2_00173,19,Lead Man / Repair and New Tank Construction.,7
P006179,resume_classification_phrases,DS2_00636,23,"Lead Operations Engineer for Aeronautics Mission Directorate: Supervised eight Operations Engineers – directed assignments, work prioritization, generated performance appraisals 01/1997 to 06/2006 Operations Engineer Company Name － City , State Project Manager.",27
P006180,resume_classification_phrases,DS2_00051,1,"Lead Software Developer , 09/2004 to 02/2013 Company Name － City , State A company which creates digital models for clients for use in artwork, animation, and other projects, as well as designs and develops websites.",31
P006181,resume_classification_phrases,DS2_00051,1,"Lead Software Developer , 12/2014 to 02/2016 Company Name － City , State A company which creates digital models for clients for use in artwork, animation, and other projects, as well as designs and develops websites.",31
P006182,resume_classification_phrases,DS2_00281,17,"Lead Systems Engineer 08/2008 to 03/2015 Led a multi-functional team in the development of hardware systems to support military, space capsule and commercial flight simulators.",22
P006183,resume_classification_phrases,DS2_00276,19,Lead a staff of 90 employees plus all outsourced Real Estate providers accountable for delivering legendary Customer Experiences.,18
P006184,resume_classification_phrases,DS2_00457,19,"Lead a team as an engineer responsible for project planning, estimation, contract management and material procurement.",16
P006185,resume_classification_phrases,DS2_00687,5,Lead a team involved in Transfer of Technology between the Client and the Organization.,14
P006186,resume_classification_phrases,DS2_00525,20,Lead aditional sales by reaching new and specific target markets.,10
P006187,resume_classification_phrases,DS2_00586,5,Lead adjacent growth and new growth strategies in white space areas.,11
P006188,resume_classification_phrases,DS2_00213,18,Lead and develop methods and implement revenue test models for complex billing structures.,13
P006189,resume_classification_phrases,DS2_00213,18,"Lead and support the billing automation effort while streamlining the monthly billing process for more prompt, accurate and timely billing of our customers.",23
P006190,resume_classification_phrases,DS2_00523,0,Lead annual performance evaluation process.,5
P006191,resume_classification_phrases,DS2_00132,15,"Lead annual physical inventory, identified discrepancies, decreased finished goods inventory cycle count by over 50%.",15
P006192,resume_classification_phrases,DS2_00666,21,"Lead by example and educate staff in the areas of: extraordinary customer experience, service excellence, and thorough knowledge of products and services.",22
P006193,resume_classification_phrases,DS2_00682,0,"Lead candidates through the recruiting lifecycle - conduct initial phone screens, closing interviews, extend offers to all full-time, part-time, admin, temp, and contract to hire employees for the Denver office.",27
P006194,resume_classification_phrases,DS2_00598,5,Lead colleagues in trade-doubler to identify common new business prospects and cross-sell integrated search and affiliate proposition.,15
P006195,resume_classification_phrases,DS2_00682,0,"Lead consultants through the full recruiting lifecycle - conducted phone screens, on-site interviews, extended employment offers, and negotiated salary when necessary.",19
P006196,resume_classification_phrases,DS2_00391,16,Lead contact on a Multi-Million dollar SIIA software Audit in which I saved the company 9.2 million dollars.,16
P006197,resume_classification_phrases,DS2_00550,21,Lead coordinator of international offices.,5
P006198,resume_classification_phrases,DS2_00132,15,Lead cost allocation project for annual standard cost roll up.,10
P006199,resume_classification_phrases,DS2_00451,23,Lead cost reduction and product improvement projects.,7
P006200,resume_classification_phrases,DS2_00524,17,Lead cross functional team including consulting agency in order to Develop drug device combination product and research optimal process using DOE in order for mass production.,26
P006201,resume_classification_phrases,DS2_00209,11,Lead department initiatives to improve current processes and procedures.,9
P006202,resume_classification_phrases,DS2_00175,16,Lead designer of the Chriselle Lim Collection for Spring 2019 and responsible for merchandising and presentation.,16
P006203,resume_classification_phrases,DS2_00393,2,"Lead designs & architecture to move to a distributed architecture using .NET C#, and SQL server.",14
P006204,resume_classification_phrases,DS2_00630,4,"Lead duties consist of: As the primary interface between the customer, the project team, and any internal/external partners participating in the project.",21
P006205,resume_classification_phrases,DS2_00630,4,Lead duties included planning control routes and supervising and scheduling five teams for drive testing to gather RF data.,19
P006206,resume_classification_phrases,DS2_00424,19,"Lead in improvement of multi-year contract agreements with various partner entities which operate pipeline system including engineering, operations, commercial, legal, EHS, project management, ROW and other service.",26
P006207,sales_phrases,17410700,SALES,Lead management team to exceed monthly store sales goal multiple times as Sales Manager.,14
P006208,resume_classification_phrases,DS2_00281,17,Lead multiple initiatives with a goal of continuous improvement.,9
P006209,resume_classification_phrases,DS2_00640,17,"Lead my team in their daily activities such as production scheduling / cycling, managing the shop operating rhythm, and process improvement implementation resulting in over $1.5M in cost savings.",27
P006210,resume_classification_phrases,DS2_00216,4,Lead others to adopt change with proven methods.,8
P006211,resume_classification_phrases,DS2_00203,0,"Lead overall Store Operations; interprets, directs and leads store merchandising and presentation directives to ensure standards are met.",18
P006212,resume_classification_phrases,DS2_00285,5,Lead presentations to physicians and case managers  Increased territories' admissions by more than 200%.,14
P006213,resume_classification_phrases,DS2_00116,8,"Lead presentations to the higher Headquarters General Officer on status of funds, civilian training, and delinquent government visa accounts.",19
P006214,resume_classification_phrases,DS2_00539,16,Lead product and supplier reviews on an annual basis.,9
P006215,resume_classification_phrases,DS2_00057,23,Lead project engineer of the JSF F-35 ramjet development stages.,9
P006216,resume_classification_phrases,DS2_00092,18,"Lead quarterly management fee process by performing work to draft approximately $14,000,000 in bills to fund Partners.",16
P006217,resume_classification_phrases,DS2_00268,15,"Lead role in public filings of senior notes, convertible debt, zero-coupon debentures, lease obligation bonds and equity.",16
P006218,sales_phrases,29928796,SALES,"Lead sales by example when employees quit or called off, earning myself the sales lead position likewise as attaining the ability to open and closer the store with proven responsibility and punctuality.",32
P006219,sales_phrases,17410700,SALES,Lead several departments as the top salesperson by surpassing periodical goals Sold high end product & merchandise to elite celebrities and continued service beyond the store.,25
P006220,resume_classification_phrases,DS2_00008,16,Lead swim instructors and lifeguards in,6
P006221,resume_classification_phrases,DS2_00008,16,Lead swim instructors and lifeguards in monthly CPR/AED/First Aid Training.,9
P006222,resume_classification_phrases,DS2_00603,21,"Lead system enhancements, application development, and quality improvement activities; review and certify State Medicaid Management Information Systems (MMIS).",18
P006223,resume_classification_phrases,DS2_00396,19,Lead team in development of computerized purchase order/receipt system and E-procurement program and procedures.,12
P006224,resume_classification_phrases,DS2_00213,18,Lead team in the preparation and coordination of the financial audit process.,12
P006225,resume_classification_phrases,DS2_00534,2,Lead teams to execute Air National Guard budget for computers and associated technologies.,13
P006226,resume_classification_phrases,DS2_00586,5,"Lead technical business development of key accounts, providing technical and strategic solution architectures for VCE, Parent Company and Client needs.",20
P006227,resume_classification_phrases,DS2_00393,2,Lead technical efforts to move to a distributed service architecture using .NET to build applications and WCF services.,17
P006228,sales_phrases,18171955,SALES,"Lead the branch by setting a positive example in telemarketing efforts, cross-selling and sales campaigns.",14
P006229,resume_classification_phrases,DS2_00203,0,Lead the industry in lowest EEOC charges along with being the lowest Territory in the company.,16
P006230,resume_classification_phrases,DS2_00442,21,"Lead the preparation of the monthly reporting package to include variance analysis on budgets, balance sheet, cash flows and income statements.",21
P006231,resume_classification_phrases,DS2_00057,23,"Lead the program's supply chain activities, and advise the SCM Director on material strategies and plans.",16
P006232,resume_classification_phrases,DS2_00384,20,Lead the sales team to increased sales by over 30% from the previous year for the entire city.,18
P006233,resume_classification_phrases,DS2_00133,18,"Lead the team, supervise and monitor accounts staff on closing of monthly management accounts.",14
P006234,resume_classification_phrases,DS2_00125,8,"Lead trainer of the Diversilab DNA strain typing System, and lead molecular support.",13
P006235,resume_classification_phrases,DS2_00213,18,"Lead, support, and assist the external financial audit process.",9
P006236,resume_classification_phrases,DS2_00314,21,"Leadership Positions as Advisor for Latin American Students, founding member of first Latina Sorority on campus and Chancellor's Commission for the Status of Women.",24
P006237,resume_classification_phrases,DS2_00376,5,"Leadership Roles Member of Board of Directors, The Consortium for Public Education, 2010-Present.",12
P006238,resume_classification_phrases,DS2_00379,20,"Leadership Seminar Leader, Morningside College Leadership Academy, March 2008.",9
P006239,resume_classification_phrases,DS2_00567,21,Leadership Served as key contributing member to Leadership team.,9
P006240,resume_classification_phrases,DS2_00379,20,"Leadership Styles"" and ""Conflict Management,"" NPA Committee Leadership Institute, Bethesda, Md., October 2009.",12
P006241,resume_classification_phrases,DS2_00303,12,"Leadership of in-house startup Orchestrate, which is a marketing funnel automation and lead nurturing platform for B2B markets that capitalizes on content marketing.",22
P006242,resume_classification_phrases,DS2_00314,21,"Leadership responsibility for introducing Wells Fargo Provided counsel to employees and all levels of management on workplace issues encompassing a diverse scope of situations requiring strong knowledge and application of policy, procedures and labor law.",35
P006243,resume_classification_phrases,DS2_00379,20,"Leading Innovation and Discovery Workshop; organizer and session facilitator; National Science Foundation, Arlington, VA, September 19, 2011.",17
P006244,resume_classification_phrases,DS2_00482,14,"Leading Petty Officer of a division of 30 junior enlisted sailors while stationed onboard the USS John C.Stennis from September 1, 2000 - October 31, 2003.",24
P006245,resume_classification_phrases,DS2_00482,14,Leading a team of 20 women to plan the annual Touch a Truck fundraising event for the Junior League of Hampton Roads for 2016.,24
P006246,resume_classification_phrases,DS2_00524,17,Leading all aspects of design control from designing on solid works to process validations and V&V Testing.,18
P006247,resume_classification_phrases,DS2_00664,19,Leading by example in all aspects of the role.,9
P006248,resume_classification_phrases,DS2_00524,17,"Leading companywide EU MDR product transfer and testing on Infusion products, Dialysis products and standalone products.",16
P006249,resume_classification_phrases,DS2_00154,13,Leading department small to medium projects in accordance to the guidelines of the Global System Methodology(GSM) standards.,18
P006250,resume_classification_phrases,DS2_00303,12,"Leading full life cycle product development for data & data-driven products, including market research, positioning, processes, and technology.",16
P006251,resume_classification_phrases,DS2_00393,2,Leading implementation of robotic process automation (RPA) by automating manual/repetitive business processes.,11
P006252,resume_classification_phrases,DS2_00029,15,Leading my team and bring out the best in them.,10
P006253,resume_classification_phrases,DS2_00321,9,"Leading role in achieving SLA i.e., Bonus.",6
P006254,resume_classification_phrases,DS2_00393,2,Leading technology transformation focused on re-platforming legacy core systems to a cloud and microservices/containers-based architecture running on the AWS platform.,18
P006255,resume_classification_phrases,DS2_00515,2,Leads and assists technical upgrade projects for clients by coordinating with consultants and developers for data migration and integrations.,19
P006256,resume_classification_phrases,DS2_00366,13,Leads and organizes Security Police operations.,6
P006257,resume_classification_phrases,DS2_00451,23,Leads component upgrades and improvement projects for fuel systems.,9
P006258,resume_classification_phrases,DS2_00487,23,Leads external communications team leverage of current social media tools.,10
P006259,resume_classification_phrases,DS2_00203,0,Leads the company in the highest training compliance.,8
P006260,resume_classification_phrases,DS2_00161,19,Leads weekly relevant Safety Meetings with Contractors / Employees to ensure a top down approach.,14
P006261,resume_classification_phrases,DS2_00203,0,Leads/directs Employees in the standard for Customer satisfaction and issue resolution.,10
P006262,resume_classification_phrases,DS2_00545,8,"Lean Leadership, University of Michigan College of Engineering, 2014.",9
P006263,resume_classification_phrases,DS2_00349,11,"Lean manufacturing implementation - Increased company value at an automotive stamping and insert molding plant by $24,000,000 annually.",16
P006264,resume_classification_phrases,DS2_00652,11,Learned and executed television media advertising logistics from scratch.,9
P006265,sales_phrases,10898339,SALES,"Learned how to use the 36, 42 in.",8
P006266,sales_phrases,20141807,SALES,"Learned patience, kindness, and how to stay organized, focused and calm under pressure.",13
P006267,sales_phrases,20552814,SALES,"Learned, referenced and applied product knowledge information.",7
P006268,resume_classification_phrases,DS2_00360,0,Learning & Development: Partnered with VP Talent Development to create and present leadership,12
P006269,resume_classification_phrases,DS2_00271,0,"Learning and development as providing guidance on learning and development for manager and their team as well as set up training system, implementing and identify areas that need to attention and improvement.",32
P006270,resume_classification_phrases,DS2_00473,17,Learning for Cabin Crews   Manage,5
P006271,resume_classification_phrases,DS2_00143,8,"Lease Administrator November 2012 to February 2013 Company Name － City , State Manage lease agreement database.",15
P006272,sales_phrases,55104715,SALES,Led Santiago office sales from inception to USD3MM (est.2016) by successfully identifying and securing customers in USA and Latin America.,19
P006273,resume_classification_phrases,DS2_00628,9,Led Supervisors and Managers on a daily basis and implemented that led to increased performance.,15
P006274,resume_classification_phrases,DS2_00036,2,Led a cross-functional and multi-dimensional Lean Six Sigma process improvement team composed of clinical and business staff and completed a gap analysis to streamline and expedite the Operating Room (OR) scheduling and billing processes.,32
P006275,resume_classification_phrases,DS2_00351,12,"Led a cross-functional team through the product development lifecycle and strategic planning functions for a new release of [Type] product, generating over [$] in sales.",23
P006276,resume_classification_phrases,DS2_00281,17,"Led a hardware team through the successful development and delivery of multiple F-15 training systems to customers including the United States, Korea, Singapore and Saudi Arabia.",25
P006277,resume_classification_phrases,DS2_00011,2,Led a successful implementation and integration of an acquired college into the Weston Educational Group.,15
P006278,resume_classification_phrases,DS2_00003,2,"Led a team of five employees including first level support located in Gurgaon, India to provide production security issue resolution.",20
P006279,resume_classification_phrases,DS2_00236,15,"Led all IT audits for Sarbanes-Oxley documentation and testing, as well process improvement initiatives.",13
P006280,resume_classification_phrases,DS2_00553,15,"Led and executed department training; trained new hires on Marketing Funds System, SAP and reconciling procedures.",16
P006281,resume_classification_phrases,DS2_00646,11,"Led and interacted with children in song, games, finger play, and other activities; helped children develop self-help skills such as serving food, zipping jackets, tying shoes, and hand washing.",28
P006282,resume_classification_phrases,DS2_00556,19,Led and managed resolution of all issues during project construction and commissioning phases.,13
P006283,resume_classification_phrases,DS2_00393,2,Led architecture and delivery of first ever cloud based end-to-end claim solution to support all types of claims in 5 national contact centers.,22
P006284,resume_classification_phrases,DS2_00510,17,"Led architecture and development of platform software for Nucleus middleware for Seachange, managed large teams spanning multiple projects.",18
P006285,resume_classification_phrases,DS2_00360,0,Led company internship program and facilitated training for interns across different functions and locations,14
P006286,sales_phrases,17781039,SALES,Led concept development and organized sales and operations resources.,9
P006287,resume_classification_phrases,DS2_00543,17,Led cross-functional team to continue development of tab & slot production methodology.,10
P006288,resume_classification_phrases,DS2_00543,17,"Led cross-functional team to design, develop, and implement an electronic production control solution ($1m).",13
P006289,resume_classification_phrases,DS2_00510,17,"Led development of BD-J stack, which was one of the most complex piece of software in Blu-ray player.",16
P006290,resume_classification_phrases,DS2_00545,8,"Led development of vision, strategies and standards for service and process optimization efforts.",13
P006291,resume_classification_phrases,DS2_00303,12,Led extensive market research and co-wrote business plan.,7
P006292,resume_classification_phrases,DS2_00072,5,Led global User Acceptance Testing (UAT) for application improvements; managed enhancements and successfully coordinated testing results with business and development teams.,21
P006293,resume_classification_phrases,DS2_00545,8,Led implementation of Salesforce CRM to track and manage economic development relationships and activity.,14
P006294,resume_classification_phrases,DS2_00543,17,Led implementation of project management principles for effective new product development project execution.,13
P006295,resume_classification_phrases,DS2_00132,15,"Led key initiatives and re-established the credibility of finance team, and played a key role in the management team.",18
P006296,sales_phrases,29399491,SALES,"Led merchandise selection, pricing, planning and marketing.",7
P006297,sales_phrases,17704246,SALES,Led monthly safety audits to monitor employee behavior and ensure safe compliance with company policies and safety regulations.,18
P006298,sales_phrases,32140087,SALES,"Led negotiation meetings with Creative, Pre-Press, printers, and vendors.",8
P006299,resume_classification_phrases,DS2_00545,8,"Led performance measurement, employee engagement, process improvement and change management efforts with a focus on enabling innovation, reducing waste and improving customer service.",23
P006300,resume_classification_phrases,DS2_00303,12,"Led product development, market research, digital strategy, internal digital consulting, web production, online marketing, video production, and directory management.",19
P006301,resume_classification_phrases,DS2_00303,12,"Led product management, digital marketing, and digital strategy.",8
P006302,resume_classification_phrases,DS2_00526,2,"Led project teams to roll out first company wide intranet, while delivering 1 month faster than original timeline.",18
P006303,resume_classification_phrases,DS2_00303,12,Led sales process initiative to integrate a new division of 500 salespeople that resulted in significant business improvement and sales increases.,21
P006304,resume_classification_phrases,DS2_00628,9,"Led site Management with staff meetings, new strategy, and direction on a Daily basis General Manager Of Sales Operations 10/2005 to 05/2010 Company Name City , State Established a New Sales Team from the ground up.",33
P006305,resume_classification_phrases,DS2_00103,4,Led support groups to help parents regain and improve their parent-child bond.,11
P006306,resume_classification_phrases,DS2_00586,5,"Led team developing Help Desk, supporting LAN network and end-user client base of +250, end result was launch of a 24/7 Market Call Center for support.",23
P006307,resume_classification_phrases,DS2_00430,14,"Led team to achieve improvements on work productions, earning recognition from upper management and financial reward.",16
P006308,resume_classification_phrases,DS2_00543,17,Led team to improve material review process to effectively address product non-conformance and to reduce WIP.,15
P006309,resume_classification_phrases,DS2_00662,15,"Led the accounting and financial function, improved the financial performance through recommendation and implementation of various measures.",17
P006310,resume_classification_phrases,DS2_00234,0,Led the creation of recruiting plans for all open positions.,10
P006311,resume_classification_phrases,DS2_00436,18,Led the development of multiple financial reporting methods to measure productivity and efficiency.,13
P006312,resume_classification_phrases,DS2_00688,2,"Led the firm's Cybersecurity enhancement effort by managing the design, implementation and maintenance of the Advanced Threat Protection system, Next Generation Firewalls and Mobile Computing Security.",26
P006313,resume_classification_phrases,DS2_00393,2,Led the implementation of end-to-end IVR solution for key insurance partner and API integrations from insurance partner's website for glass scheduling.,20
P006314,resume_classification_phrases,DS2_00662,15,Led the implementation team in successfully implementing ERP System and replacing in-house standalone modules.,13
P006315,resume_classification_phrases,DS2_00090,2,Led the planning and implementation of Disaster Recovery site in Atlanta.,11
P006316,resume_classification_phrases,DS2_00543,17,Led the planning and passage of new Middle school building addition.,11
P006317,resume_classification_phrases,DS2_00661,19,"Led the planning, budgeting and direction of all construction projects.",10
P006318,resume_classification_phrases,DS2_00169,16,Led the store's shrink and safety awareness program and advised Store Team Leaders of any unusual activities or unsafe practices.,20
P006319,resume_classification_phrases,DS2_00400,12,Led training of managers and employees on new systems requirements and capabilities.,12
P006320,sales_phrases,40987524,SALES,Led trainings for up to 20 employees on a weekly basis.,11
P006321,sales_phrases,32140087,SALES,"Led transition team centralizing four 4 / Color Run of Press (ROP) operations divisions into new Macy's, Inc.",17
P006322,resume_classification_phrases,DS2_00543,17,Led union contract negotiations and improved district financial solvency while not increasing taxes.,13
P006323,resume_classification_phrases,DS2_00128,1,Led weekly client meetings to review and assess content and plans for the weekly ad.,15
P006324,resume_classification_phrases,DS2_00688,2,Led work order documentation and change request management.,8
P006325,sales_phrases,36904300,SALES,"Left for good in 2/2008 to get out of the big, pushy corporate world and took job with small family owned business for better opportunity.",24
P006326,resume_classification_phrases,DS2_00627,16,"Legal Secretary August 1998 to June 1999 Company Name - City , State Mailed and arranged for delivery of legal correspondence to clients, witnesses and court officials.",25
P006327,resume_classification_phrases,DS2_00627,16,"Legal Secretary February 2002 to September 2002 Company Name - City , State Mailed and arranged for delivery of legal correspondence to clients, witnesses and court officials.",25
P006328,resume_classification_phrases,DS2_00552,5,"Leveraged new product offering to win performance recognition from senior management for commitments of over $200,000 per year in new business.",20
P006329,resume_classification_phrases,DS2_00423,21,Leveraged strengths in cost-effective marketing management and account negotiations to end each year an average of 15% under budget (without compromising business growth goals).,23
P006330,resume_classification_phrases,DS2_00143,8,Liaise with area managers and caretakers / building managers regarding any problems with utility meters in the buildings.,17
P006331,resume_classification_phrases,DS2_00506,9,"Liaise with management regarding work flows, industry updates, changes and policy reforms.",12
P006332,resume_classification_phrases,DS2_00600,0,"Liaise with related departments, to include HR Teams, Visa, Payroll, Accounting and Travel to deliver timely service.",17
P006333,resume_classification_phrases,DS2_00600,0,"Liaised between clients, physicians, insurers and management to inquire about potential service improvement suggestions.",14
P006334,sales_phrases,14358578,SALES,"Liaised with customers and recommended specific products and specials, aligning with individual needs, requirements and specifications.",16
P006335,sales_phrases,37792474,SALES,Liaising with customers on a regular basis to ensure the successful design and manufacture of products to agreed budgets and time frames.,22
P006336,resume_classification_phrases,DS2_00600,0,"Liaison Officer 07/2006 to 04/2009 Company Name City , State Organized presentations with business partners regarding objectives to achieve.",16
P006337,sales_phrases,38087844,SALES,"Liaison between escrow company, bank, appraisers, customer and the developer Planned initiatives and developed workflow for positive results including overall corporate sales One-on-One Consultation with customers regarding their purchase contract.",29
P006338,sales_phrases,29134721,SALES,Liaison between software vendors and stakeholder.,6
P006339,resume_classification_phrases,DS2_00352,18,Liaison between the Farm management & the company in terms of reportorial requirements.,12
P006340,resume_classification_phrases,DS2_00490,12,Liaison for social media representatives to solicit their support in promoting merchandise ensuring brand recognition.,15
P006341,sales_phrases,36621169,SALES,Liaison with other locations regarding merchandise availability and trainings.,9
P006342,sales_phrases,13812481,SALES,"Library Volunteer , 01/2017 to 06/2017 Company Name – City , State Checked in, checked out and renewed library materials.",15
P006343,resume_classification_phrases,DS2_00580,11,Library of Virginia: Reviewed domain server installations and processes to improve performance.,12
P006344,resume_classification_phrases,DS2_00363,16,Licenses CNA License - NA CPR Certification BLS - Basic Life Support In process of earning my Electrocardiogram certification through AMCA In process of earning my Phlebotomy certification through AMCA ?,28
P006345,resume_classification_phrases,DS2_00602,15,"Like reading a chapter in a textbook Possess well-developed skills with interpersonal customer relations, e-mails, group presentations",15
P006346,sales_phrases,18328743,SALES,"Lines, Sunnyland Foods, Lykes, Ball.",5
P006347,resume_classification_phrases,DS2_00007,12,List of accounts / agencies to be managed .,7
P006348,resume_classification_phrases,DS2_00007,12,List of accounts / agencies to be managed.,7
P006349,sales_phrases,10138632,SALES,Listen to and resolve customers' complaints regarding products or services.,10
P006350,sales_phrases,33236701,SALES,"Listened to customer needs Completed purchases with cash, credit and debit payment methods.",13
P006351,sales_phrases,13637605,SALES,Listened to customer needs and preferences to provide accurate advice.,10
P006352,sales_phrases,19147494,SALES,"Listened to customer needs to identify and recommend optimal Equipment , Parts or Service selections.",14
P006353,sales_phrases,37735467,SALES,Listened to customer needs to identify and recommend optimal [Product or Service] selections.,13
P006354,sales_phrases,39581020,SALES,"Load plates with accessories such as eating utensils, napkins, or condiments.",11
P006355,resume_classification_phrases,DS2_00415,19,"Load, unload, or identify building materials, machinery, or tools, distributing them to the appropriate locations, according to project plans or specifications.",21
P006356,resume_classification_phrases,DS2_00640,17,Loaded and set the priorities in the shop based on participation in developing strategy with all program stakeholders.,18
P006357,sales_phrases,29399491,SALES,Loaded and unloaded merchandise using a ladder and pallet jack.,10
P006358,sales_phrases,19147947,SALES,Loaded flat bed by forklift and hand truck.,8
P006359,resume_classification_phrases,DS2_00573,16,Loaded products weighing up to 25 pounds onto trailers for delivery.,11
P006360,sales_phrases,19147947,SALES,"Loaded trucks proficiently and accurately Cross trained in several different departments Unloaded, picked, staged and loaded products for shipping.",19
P006361,resume_classification_phrases,DS2_00047,11,"Loan Consultant / Developer Feb 2009 to Oct 2014 Company Name － City , State Adhered to all federal and state compliance guidelines relative to retail mortgage lending.",25
P006362,resume_classification_phrases,DS2_00694,19,Loan file management and tracking of all loan file documentation.,10
P006363,resume_classification_phrases,DS2_00649,11,"Locate barriers to client employment, such as inaccessible work sites, inflexible schedules, and transportation problems, and work with clients to develop strategies for overcoming these barriers.",26
P006364,resume_classification_phrases,DS2_00415,19,"Locate, select, and procure merchandise for resale, representing management in purchase negotiations.",12
P006365,resume_classification_phrases,DS2_00264,2,Located at corporate headquarters supporting over 200 users locally and 1500 users remotely.,13
P006366,resume_classification_phrases,DS2_00264,2,Located at the corporate headquarters supporting over 60 users locally and 150 users remotely.,14
P006367,sales_phrases,13812481,SALES,Located requested books on the shelves and in the library database.,11
P006368,resume_classification_phrases,DS2_00009,5,Locations included management fee / incentive fee locations; company lease locations and reverse lease (at risk management fee) locations.,18
P006369,resume_classification_phrases,DS2_00326,2,Log all support calls and resolve issue or dispatch to the appropriate area for resolution.,15
P006370,resume_classification_phrases,DS2_00584,23,"Logistic Manager , 01/2012 to 10/2012 Company Name – City , State Coordinated",8
P006371,sales_phrases,29815762,SALES,Logistic and Procurement: Used SAP software to issue purchase orders for manufacturing supplies.,13
P006372,resume_classification_phrases,DS2_00525,20,"Logistics Coordinator Sep 2008 to Oct 2009 Company Name － City , State Organization and development of the first international rally promoting gender equality, where the youth of both Laredos participated.",29
P006373,sales_phrases,28139742,SALES,"Logistics Manager 02/2006 to 02/2008 Company Name City , State Managed the logistics and facilities of four retail clothing stores.",17
P006374,resume_classification_phrases,DS2_00453,5,"London University of North Florida, Coggin School of Business City , State , US University of North Florida, Coggin School of Business Master of Business Administration Jacksonville, Florida Essentials of Financial Management.",30
P006375,resume_classification_phrases,DS2_00401,17,"Long term goals, teach and manage others and to find my place within industry.",14
P006376,resume_classification_phrases,DS2_00615,7,"Looking for opportunities in Corporate America to develop as a career professional where training, coaching, and mentoring opportunities are available.",20
