Phrase_ID,Resume_ID,Label,Phrase,Word_Count
P004271,DS2_00342,2,Responsible for IT directives in alignment with company strategic plan.,10
P004272,DS2_00342,2,"Recruit, train, and mentor technology team members.",7
P004273,DS2_00342,2,Develop and implement strategic IT support plan.,7
P004274,DS2_00342,2,"Direct staff, vendors and project teams through due-diligence, prioritization and development.",10
P004275,DS2_00342,2,Initiate and facilitate relationships across functional and divisional organizations as well as developed relationships with key outside vendors/suppliers.,17
P004276,DS2_00342,2,"Member of Strategic Planning, Budget and ESOP committees.",8
P004277,DS2_00342,2,Below reflects only a few of many successful achievements.,9
P004278,DS2_00342,2,Implemented Nortel PBX System with VoIP Switching.,7
P004279,DS2_00342,2,"Successfully design, development and integration several mission-critical applications providing sharable information and maintaining data integrity.",14
P004280,DS2_00342,2,Implemented and mentored an outstanding support team.,7
P004281,DS2_00342,2,Implemented MAS accounting with customized features including ERP.,8
P004282,DS2_00342,2,Implemented high level data security and provided international data interaction using ISO guidelines.,13
P004283,DS2_00342,2,Implemented Supply Chain Security Management Systems.,6
P004284,DS2_00342,2,Designed and implemented several high-end Web sites.,6
P004285,DS2_00342,2,"Implemented and managed a Tsumani 5 GHz Point to Point, 100TX base full duplex wireless broadband system between Corp. and off-site Marketing and R&D.",23
P004286,DS2_00342,2,Designed and implemented an ECM program.,6
P004287,DS2_00342,2,"The application covered cradle to grave information that included inventory, budget, timelines, developments and sign-off.",14
P004288,DS2_00342,2,Implemented VPN network between Corp headquarters and Retail Stores Division.,10
P004289,DS2_00342,2,"Provided consolidation of information, data backups and application software to be hosted at Corp. thus reducing redundant systems, manpower and providing improved service.",22
P004290,DS2_00343,2,The employee may adapt and implement systems diagnostic and maintenance tools to ensure the availability and functionality of systems required to support organizational Objectives and evaluate and recommend selection of new systems diagnostic tools.,34
P004291,DS2_00343,2,"My main duties are to maintain server's operation, security, and analyze and diagnose system hardware and software components.",18
P004292,DS2_00343,2,Analyze and Diagnosing and recovering failed systems using systems diagnosis tools and fault identification techniques.,15
P004293,DS2_00343,2,"Planning and coordinating the installation of new products or equipment, resolving installation problems, identifying and mitigating security vulnerabilities and risks, and maintaining server integrity and availability.",26
P004294,DS2_00343,2,"Initiating corrective or preventive actions, such as increasing disk or memory capacity to improve system performance.",16
P004295,DS2_00343,2,"01/1989 to 04/2007 Company Name Hours per week: 40 + Ogden, UT Series:2210 Pay Plan: GS Grade: Information Technology Computer System Administrator (This is a federal job) Supervisor Sandy Spiers () May Contact Supervisor: Yes.",30
P004296,DS2_00344,20,"P DIRECTOR, INFORMATION SYSTEMS PACS ADMINISTRATOR/IS SYSTEMS ANALYST Summary I have developed a solid history of managing multiple projects and employees simultaneously while implementing",23
P004297,DS2_00344,20,"This position required coordinating with IS Leadership at our corporate parent, Community Health Systems, and balancing the same with local Administration.",21
P004298,DS2_00344,20,"Early in my tenure, we were able to develop a new level of communication and cooperation between Nursing, Financial, Administration, Physicians, IS and CHS Corporate.",25
P004299,DS2_00344,20,"After initial reorganization of the PACS environment and creation of PACS related support procedures and documentation, my responsibilities quickly expanded to IS projects where I identified productivity improvements that could be made.",32
P004300,DS2_00344,20,My primary focus has always been providing the necessary tools and support for the constant improvement of patient care.,19
P004301,DS2_00344,20,"Manager, ImageLink PACS City , State Company Name / Jun 2006 to Jul 2011 My hiring position at CPSI was as a Senior Project Manager in the ITS Special Projects division.",29
P004302,DS2_00344,20,"After only 3 months in this position, I was recruited into the ImageLink PACS division as an Implementation Project Manager.",20
P004303,DS2_00344,20,"Before being promoted to Assistant Manager then Manager of this division, my primary responsibilities were system install scheduling, preparation and complete onsite implementation.",23
P004304,DS2_00344,20,"Success in these situations required developing an in-depth familiarity with numerous systems, including: McKesson, GE Centricity, Philips iSite, OrthoView, E-Film and Spectra PACS systems.",22
P004305,DS2_00344,20,"My duties included: Project management, documentation of policies and procedures, and reporting on the overall status of the ICS Department.",20
P004306,DS2_00345,0,"HR COORDINATOR Summary Highly accomplish human resource professional, proficient at developing policy, standard operating procedures, and best practices.",18
P004307,DS2_00345,0,Assists the District Safety Leader in managing key safety processes including the administration of workers compensation processes and the safety component of District Manager Monitor.,25
P004308,DS2_00345,0,Ensures managerial coaching/counseling related to the administration of ARAMARK policy and procedure.,11
P004309,DS2_00345,0,Ensured Affirmative Action Planning and Compliance Actively executes recruiting and staffing strategy at the unit level to meet staffing needs.,20
P004310,DS2_00345,0,"Train managers in areas such as interviewing, hiring, terminations, promotions, and sexual harassment ensuring a positive and progressive work environment Ensured proper administration progressive disciplinary policy.",26
P004311,DS2_00345,0,Ensured the development and implementation of Employee Engagement and Retention Strategies.,11
P004312,DS2_00345,0,Ensures utilization of Performance Improvement Plans as needed.,8
P004313,DS2_00345,0,"Ensured Encore Encore recognition program was implemented, appreciation for our employees, clients, and consumers.",14
P004314,DS2_00345,0,"Established a relationship with staff members, interact with union representatives and management.",12
P004315,DS2_00345,0,"Office Manager Jan 2003 to Jan 2009 Company Name － City , State Established rental rate by surveying local rental rates; calculating overhead costs, depreciation, taxes, and profit goals.",27
P004316,DS2_00345,0,Achieved financial solvency through cost reduction and implementing systems to achieve 0% rent delinquency Maintain building systems by contracting for maintenance services; supervising repairs.,24
P004317,DS2_00345,0,"Created positive, welcoming, supportive environment for residents, visitors, and property associates Filed court documents for eviction and attends scheduled court hearings as Landlord's representative Prepared reports by collecting, analyzing, and summarizing data and trends.",34
P004318,DS2_00345,0,"Interviewed, hire, train, schedule, direct, and evaluate contractors, with a strong focus on the delivery of quality customer service for the company and the tenants.",25
P004319,DS2_00346,17,"I have a desire to work in the ocean one day and to also manage my own online company, but have yet to choose the right major(s) towards those goals.",31
P004320,DS2_00346,17,"Wrote protocols, qualification documents, test plans and test reports for quality assurance purposes.",13
P004321,DS2_00346,17,"Continually improved methods and procedures for processes, measurement, documenting work and techniques.",12
P004322,DS2_00346,17,Took Costco orders when they delivered more food/drink supplies.,8
P004323,DS2_00347,21,"I managed the EMS QC Sharepoint site that currently house all QC pass and fail decisions I Audit Escalation Management Department closed Infosource cases for accuracy, coaching opportunities, and identifying departmental trends.",32
P004324,DS2_00347,21,"06/2005 to 12/2009 Sr. Loss Prevention Lead Company Name － City , State Advanced to increasingly responsible positions, culminating in a management assistance role with oversight for a 12+ member team.",25
P004325,DS2_00347,21,I analyzed and team and department reports to develop ideas for production and quality enhancement.,15
P004326,DS2_00347,21,I analyzed team and department reports to develop ideas for production and quality enhancement.,14
P004327,DS2_00347,21,"Identified and performed coaching opportunities, action plans, side by side evaluations, recommendations for recognition and terminations.",16
P004328,DS2_00347,21,"05/1998 to 12/2000 Assistant Facilities Manager Company Name － City , State I managed and organized maintenance employees and contractors on the premises daily to meet the goals of the business.",27
P004329,DS2_00347,21,I managed projects including facilitating departmental moves from beginning to the end.,12
P004330,DS2_00347,21,"I possess strong leadership, analytical, critical / logical thinking, problem solving, organizational and negotiation skills, effective written and verbal communication/presentation skills, team player, goal driven, and results oriented.",26
P004331,DS2_00348,18,Process paper time sheets for all bus and shuttle drivers.,10
P004332,DS2_00348,18,Analyze and access reports and data before finalizing the monthly payroll to identify variances or other anomalies that need to be corrected prior to final processing.,26
P004333,DS2_00348,18,Work closely with the supervisor and team members to ensure implementation of processes are standardized and executed in accordance with school board policies.,23
P004334,DS2_00348,18,Provided weekly written memos to management and staff concerning time and attendance.,12
P004335,DS2_00348,18,Supported organization's mission; committed to exceeding customer expectations through efficiency and quality service.,13
P004336,DS2_00348,18,"Payroll Specialist 03/2001 to 03/2005 Company Name City , State Developed and processed confidential payroll documentation for approximately 300 employees located throughout the Southeast Region.",22
P004337,DS2_00348,18,Executed payroll budget of over $45 million through the payroll processing vendor and ensured final disbursement of funds to employees.,20
P004338,DS2_00348,18,"Conducted a study which resulted in improved accuracy of timesheet input, enhanced actual payroll output, and streamlined the payroll timesheet process which yielded greater efficiency.",25
P004339,DS2_00348,18,Managed the payroll training of department timekeepers and monitored their daily progress.,12
P004340,DS2_00348,18,"Provided a bi-weekly briefing to the Payroll Manager on labor issues, status of payroll, and current projects.",16
P004341,DS2_00348,18,Analyzed and reviewed benefit election documentation to ensure proper selections were made by employees.,14
P004342,DS2_00348,18,Executed garnishment and child support orders in accordance with state laws.,11
P004343,DS2_00348,18,"Contracts were negotiated with professors and upon approval, the financial conditions of the contract were executed.",16
P004344,DS2_00348,18,Coordinated insurance and retirement benefits for all college faculty and staff.,11
P004345,DS2_00349,11,Developed and implemented strategic plans.,5
P004346,DS2_00349,11,Excellent at coaching and mentoring key personnel in all disciplines.,10
P004347,DS2_00349,11,KPI Metrics and measurements driven.,5
P004348,DS2_00349,11,Delivered expected results in safety with a company record of 176 days without lost time accidents.,16
P004349,DS2_00349,11,Made processes reliable and repeatable to achieve quality standards in single digit PPMs.,13
P004350,DS2_00349,11,"Achieved a 100% on time delivery with sequence scheduling Managed both union and non-union employees ranging from staffing of 150 to 2,000 personnel.",21
P004351,DS2_00349,11,Ability to diagnose performance problems quickly and implement solutions.,9
P004352,DS2_00349,11,Establish targets and goals with accountability measures and apply strong constraint analysis capability with data analysis and business modeling techniques to resolve issues required to achieve results.,27
P004353,DS2_00349,11,Also operational turnaround management experience.,5
P004354,DS2_00349,11,"Professional Experience January 2002 to Current Company Name － City , State Setting and implementing goals with the CEO and committing to delivering positive results until all goals are completed.",28
P004355,DS2_00349,11,A shop floor hands-on approach leading shop floor teams in lean manufacturing and continuous improvements.,14
P004356,DS2_00349,11,Conducted assessment and implementation engagements.,5
P004357,DS2_00349,11,"Implemented a lean sequence scheduling methodology, reducing inventories by 40%, and reducing operating costs by $1 million, while initiating JIT protocols with steel suppliers.",24
P004358,DS2_00349,11,"Lean manufacturing implementation - Increased company value at an automotive stamping and insert molding plant by $24,000,000 annually.",16
P004359,DS2_00349,11,"Implemented JIT and synchronous scheduling resulting in a 40% reduction in inventory, 100% on time deliveries.",16
P004360,DS2_00349,11,Made processes reliable and repeatable to achieve single digit PPMs.,10
P004361,DS2_00349,11,"Implemented a purchasing strategic sourcing program, reducing material costs by 8%.",11
P004362,DS2_00349,11,"Established process improvement program for a major farm equipment and machinery manufacturer, increasing annual throughput by $35,000,000.",16
P004363,DS2_00349,11,"Initiated continuous improvement processes for a cellophane manufacturer, increased profits by $9,000,000.",11
P004364,DS2_00349,11,"Designed and installed world class manufacturing plants utilizing demand flow and cellular manufacturing, reducing factory labor by 55%.",18
P004365,DS2_00349,11,"Direct reports include manufacturing, engineering, maintenance, purchasing, scheduling, inventory and all supply chain management functions, logistics, new product launches, engineering, human resources, accounting and quality.",25
P004366,DS2_00349,11,Identified critical success factors and implemented performance improvements teams.,9
P004367,DS2_00349,11,Results of implemented strategies include: Increased earnings per share by $1.25 year over year.,13
P004368,DS2_00349,11,"Implemented major process improvements at plants resulting in a 350-employee reduction by installing advanced manufacturing technology, a $13,500,000 savings.",17
P004369,DS2_00349,11,Increased production output by 140% by implementing an automotive plant assembly line process for piano assembly operations.,17
P004370,DS2_00349,11,Utilizing manufacturing cell and focused factory concepts at sub-assembly manufacturing and delivering completed sub-assemblies to final assembly line operations Reduced unfavorable manufacturing variances by 91%.,23
P004371,DS2_00351,12,"INTERIM SENIOR DIGITAL MARKETING STRATEGY MANAGER Summary I am a digital marketing and strategist specializing in lead generation through content strategy, digital campaign optimization, and marketing on digital and social media platforms.",32
P004372,DS2_00351,12,"Implemented social media management software Managed Radian 6 Experience Interim Senior Digital Marketing Strategy Manager 08/2015 to 01/2016 Company Name City , State Identified, developed and evaluated marketing strategies based on knowledge of company objectives and market trends.",35
P004373,DS2_00351,12,Collaborated with advertising and promotion managers to promote products and services.,11
P004374,DS2_00351,12,Managed new product and content releases.,6
P004375,DS2_00351,12,"Managed, mentored and developed a team of [Number] product managers.",10
P004376,DS2_00351,12,Managed all company customer engagement campaigns.,6
P004377,DS2_00351,12,"Communicated with designers, graphic producers, video editors and videographers to create cohesive company voice.",14
P004378,DS2_00351,12,"Manage social media accounts for brands Operate franchises in Chicago, New Jersey and Atlanta.",14
P004379,DS2_00351,12,"Manager 02/2010 to 07/2010 Company Name City , State Developed strategy and implemented first social media marketing initiatives.",15
P004380,DS2_00351,12,"Produced presentations for senior leadership and internal communications Led staff and external agencies to develop products and promotions, analyze sales, manage trade shows, purchase media, provide creative services, and conduct PR.",31
P004381,DS2_00351,12,"Led a cross-functional team through the product development lifecycle and strategic planning functions for a new release of [Type] product, generating over [$] in sales.",23
P004382,DS2_00351,12,"Manager 01/2008 to 02/2010 Company Name City , State Editor and writer for award-winning publications, The Virtua Voice and HealthSavvy.",16
P004383,DS2_00351,12,Managed freelance and staff writers.,5
P004384,DS2_00351,12,"Developed and managed internal communications, events and campaigns.",8
P004385,DS2_00351,12,Managed internal web-based demand generation campaigns by collaborating with internal channels to ensure brand consistency and best practices.Conducted market research to rationalize category and segment opportunities.,24
P004386,DS2_00351,12,Developed and managed external and internal communications.,7
P004387,DS2_00351,12,"Contributed to relevant blogs, conferences and events both off-line and online to increase brand awareness.Analyzed ratings and programming features of competitors to evaluate the effectiveness of marketing strategies.",26
P004388,DS2_00351,12,"Collaborated with designers, photojournalists and reporters for promotional content.",9
P004389,DS2_00351,12,Coordinated post-production for [Number] different shows per [Time period].,8
P004390,DS2_00351,12,"Collaborated with videographers, editors, designers and talent for production.",9
P004391,DS2_00352,18,Also with proven ability to manage multiple assignments while meeting tight deadline schedules.,13
P004392,DS2_00352,18,Communicates regularly with other departments in the enterprise including inquiries on particular results of findings and analyses;.,17
P004393,DS2_00352,18,Participate on working groups to develop and communicate innovative approaches for continued improvement in efficiency and effectiveness;.,17
P004394,DS2_00352,18,Assists in the Capital planning for the entity;.,8
P004395,DS2_00352,18,Coordinates quarterly close calls with entity executives to review the filings;.,11
P004396,DS2_00352,18,Maintains the integrity of the various account balances and ensure the entity's compliance with statutory requirements meticulously following company policies and procedures including proper referencing of supporting work paper;.,29
P004397,DS2_00352,18,Manage GL interface (from various systems) to ensure accurate posting.,10
P004398,DS2_00352,18,Communicate and support analytical findings.,5
P004399,DS2_00352,18,"Prepare schedules, supporting documents, and variance analyses for management.",9
P004400,DS2_00352,18,Prepare account reconciliations for moderate to complex accounts and review account reconciliations with the management.,15
P004401,DS2_00352,18,Assist the Accounting Manager in the coordination of the Annual Audit by both the Internal & External Auditors; preparation of the Annual Audit Disclosures.,23
P004402,DS2_00352,18,Coordinates with Treasury regarding wire transfer for various payments.,9
P004403,DS2_00352,18,"Managed fixed assets records for said companies, including construction in progress reports, preparation of depreciation reconciliations.",16
P004404,DS2_00352,18,Coordinates the billing of borrowers for interest payments on Notes Payable.,11
P004405,DS2_00352,18,Created a complex spreadsheet that streamlined the process and calculation of deferred revenue as well as establish an information source for other reportorial requirements.,24
P004406,DS2_00352,18,"Prepares Financial Statements, Management reports, schedules and summaries.",8
P004407,DS2_00352,18,Liaison between the Farm management & the company in terms of reportorial requirements.,12
P004408,DS2_00352,18,Exercised good interpersonal skills with borrowers and communicates with them on a regular basis.,14
P004409,DS2_00353,23,Managed and delegated maintenance tasks among 30 squadron members.,9
P004410,DS2_00353,23,Coordinated communication during launch procedures between our squadron aircraft and flight deck control aboard an aircraft carrier.,17
P004411,DS2_00354,19,PROJECT COORDINATOR – CONSTRUCTION SIDE Summary Resourceful and accomplished Office Manager with extensive office operations and personnel organization expertise.Versatile Office manager capable of managing dynamic and cross-functional teams as well as projects.,29
P004412,DS2_00354,19,Over 10 years of progressive experience in business management and the legal arena.,13
P004413,DS2_00354,19,Enter and request service for such issues and schedule field tech support appointments.,13
P004414,DS2_00354,19,"Temporary placement of Leasing Agents, Assistant Property Managers and Property Managers July 2011 to December 2011 Company Name － City , State Various Leasing computer programs, i.e.",24
P004415,DS2_00354,19,"Office Manager/Field Supervisor July 2007 to April 2011 Company Name － City , State Under $500,000 annual income and budget.",16
P004416,DS2_00354,19,"Field Supervisor Duties: Schedule work crews, Ordering and Pickup/Delivery of equipment, tools, and materials for each job.",16
P004417,DS2_00354,19,"Schedule job labor and deliver materials, ensure local and state compliance of all jobs.",14
P004418,DS2_00354,19,Handle Negotiations of contracts when necessary to help facilitate the best outcome for all parties involved.,16
P004419,DS2_00355,0,"SENIOR HR Highlights Safety ManagementEmployee EngagementHR GeneralistTraining & DevelopmentOrganizationRecruiting & Succession Planning Accomplishments Experienced in union and non union manufacturing, sales & headquarter environments.",21
P004420,DS2_00355,0,Facilitated staff role identification and structure to provide support to customer-centric organization.Led order fulfillment team.,13
P004421,DS2_00355,0,Reduced errors by 83% using structured problem solving approach.Implemented performance management process.,11
P004422,DS2_00355,0,"Reason left - plant closure Human Resource ManagerJuly 1996 to December 1999Ingersoll-Rand ARO Fluid Products Division - Angola, INManaged human resource functions, including safety, training and development, workers' compensation, organizational effectiveness, staffing, payroll and labor negotiations.",33
P004423,DS2_00355,0,"Human Resource ManagerFebruary 1989 to March 1996Hendrickson Truck Suspension - Kendallville, INOversaw human resource functions for multiplant operations.",17
P004424,DS2_00355,0,"Functions include safety, training and development,workers' compensations, organization effectiveness, staffing and labor negotiations.",14
P004425,DS2_00355,0,Managed 3 direct reports Implemented first HRIS - ABRAAttained 3 promotions and received the Hendrickson President's Award.,16
P004426,DS2_00356,12,DIRECTOR OF DIGITAL TRANSFORMATION Executive Profile Digital and print media professional and consultant with a strong vision to develop new projects and specialist in business development.,26
P004427,DS2_00356,12,Strong management skills and leading teams.,6
P004428,DS2_00356,12,"Passionate and experienced in product and audience development, analytic tools, emerging technologies and their applications in the media industry.",19
P004429,DS2_00356,12,Focused in business development and revenue strategies.,7
P004430,DS2_00356,12,"Specialized in new media (digital, social, audiovisual), business development, newsroom organization and media management.",14
P004431,DS2_00356,12,ImpreMedia is the leading Hispanic news and information company in the U.S. in online and print.,15
P004432,DS2_00356,12,Its leading publications include La Opinión in Los Angeles and El Diario La Prensa in New York.,17
P004433,DS2_00356,12,"Founder and Executive Editor of ADN.es (2007), one of the first innovative news social media websites in Spain (Madrid, Grupo Planeta).",20
P004434,DS2_00356,12,"January 1996 to January 1999 Company Name CEO and General Manager consultants in news media, content, product, business development, newsroom organization and design.",23
P004435,DS2_00357,18,Works with that department manager in preparation of annual budget.,10
P004436,DS2_00357,18,Responds to inquiries from that manager regarding budgeted and actual expenses.,11
P004437,DS2_00357,18,Prepares analyses as requested by manager and other departments.,9
P004438,DS2_00357,18,"Manages the accounts payable function - including employee/volunteer reimbursement - from processing incoming invoices, through cost center coding, approval by appropriate party, input into the system, to check preparation and mailing.",28
P004439,DS2_00357,18,"Manages the Corporate VISA accounts for managers and volunteers, including ordering and canceling cards, processing corporate Visa accounts for payment, and resolving discrepancies.",23
P004440,DS2_00357,18,State 40hrs Coordinate and supervise employees within Accounts Payable interacting with internal customers and external suppliers monitoring all controls.,19
P004441,DS2_00357,18,Oversee employee business expense processing for multiple business units leading projects such as system testing and implementation.,17
P004442,DS2_00357,18,Communicate accounting policies practices and procedures with department manager's vendors and internal customers to ensure compliance.,16
P004443,DS2_00357,18,"Prepare daily cash flow, examined, and analyzed accounting record, financial statements, ACH, wires, and other financial reports to assess accuracy, completeness, and conformation to reporting and procedural standards.",28
P004444,DS2_00358,19,REGIONAL SCHEDULE MANAGER Summary Mr. Ginder has been working in the heavy civil construction industry for nearly 20 years.,18
P004445,DS2_00358,19,Instrumental in developing the schedules for various design phases and work packages for the first Contract Manager General Contractor (CMGC) project with MnDOT.,23
P004446,DS2_00358,19,Prepared numerous schedules with cost loaded resource data to support the Full Funding Grant Agreement for a $1.3 billion light rail project.,21
P004447,DS2_00358,19,"Interfaces with the project management and estimating teams to prepare, build, and maintain project schedules.",15
P004448,DS2_00358,19,"Development and preparation of the project CPM schedule baseline, managing monthly progress updates to the schedule, and numerous revenue projection forecasts and schedule reports.",24
P004449,DS2_00358,19,"Coordinating and participating in meetings between corridor managers, program managers, joint venture partners, and project owners.",16
P004450,DS2_00358,19,"Duties included preparing the schedule through numerous phases of design development, cost loading resources, and providing schedule and cost projection information to support limited Federal funding for the project.",29
P004451,DS2_00358,19,"Design Construction Coordinator Change Order Manager / Project Scheduler January 2004 to February 2008 Company Name － City , State 183A Toll Road Project (Design Build), Williamson County, Cedar Park TX, Central Texas Regional Mobility Authority.",33
P004452,DS2_00358,19,Duties include coordination of material deliveries and oversight of subcontractor activities.,11
P004453,DS2_00358,19,Coordinated material deliveries and oversaw subcontractor activities; also performed office engineering for this project.,14
P004454,DS2_00358,19,"Segment II won multiple awards and recognitions, including NQI's Quality Achievement Award, AASHTO's Value Engineering Award, and the Marvin M. Black Excellence in Partnering Award.",24
P004455,DS2_00358,19,"Duties included preparing subcontract and purchase order payments, preparing cost reports, ordering materials, managing subcontractors, performing quantity takeoffs, and traffic control management.",22
P004456,DS2_00358,19,of Highways Managed a three-person survey crew on this project located 10 miles east of the Arizona - New Mexico border.,19
P004457,DS2_00359,21,"Experience 08/2013 to Current Assistant Boy's Basketball Coach Company Name - City , State Analyze the team's strengths and weaknesses while matching against opposing team's abilities.",23
P004458,DS2_00359,21,Evaluate game momentum and coordinate strategy for attack.,8
P004459,DS2_00359,21,Track player improvement and make necessary player changes to best support team position.,13
P004460,DS2_00359,21,"Mission: To introduce the gospel of Christ to men, women, boys and girls through basketball and to develop a community of Christian families and activities for those families.",28
P004461,DS2_00359,21,"Coaching Recruit student athletes to play basketball, schedule games, and improve athletes playing skills.",14
P004462,DS2_00359,21,Analyze the team's strengths and weaknesses while matching against opposing team's abilities.,12
P004463,DS2_00359,21,"12/2007 to Current Bank Examiner Company Name - City , State Examinations - Travel to state chartered banks and assess the banks' Capital, asset quality, management, earnings, liquidity, and sensitivity to market risk levels for FDIC insurance requirements.",34
P004464,DS2_00359,21,"07/2000 to 12/2007 Assistant Professor of Kinesiology & Sport Management Company Name - City , State 1713 KSM Foundations of KSM a study of the history, trends and careers of Kinesiology and Sport Management.",29
P004465,DS2_00359,21,"4713 KSM Organizational, Leadership and Management of KSM a study of the theories and practice of management in the KSM field.",21
P004466,DS2_00359,21,4723 KSM Facility Management a study of theories and practices of facility management.,13
P004467,DS2_00359,21,Advisor of Sport Management is assisting students in scheduling and setting educational objectives.,13
P004468,DS2_00359,21,"01/2000 to 01/2003 Head Men's Junior Varsity Basketball Coach Company Name - City , State Coaching, Team Management, Recruiting.",15
P004469,DS2_00359,21,"Grant Management - Managing and controlling a budget, along with managing and controlling supplies and equipment.",15
P004470,DS2_00359,21,"07/1997 to 06/1999 Head Men's Basketball Coach Company Name - City , State Coaching Make and execute precise decisions both on and off the court in a quick and timely manner.",27
P004471,DS2_00359,21,"Team Management Managing and controlling a budget, along with managing and controlling athletic equipment.",14
P004472,DS2_00359,21,"Scheduling games, practices and developing practice agenda.",7
P004473,DS2_00359,21,Education 1995 Master of Science : Management,6
P004474,DS2_00360,0,Led company internship program and facilitated training for interns across different functions and locations,14
P004475,DS2_00360,0,"Proactively communicated with business partners, hiring managers, and external candidates to quickly",12
P004476,DS2_00360,0,"training and development, employee relations, and regulatory compliance.",8
P004477,DS2_00360,0,"HR Intern , 09/2016 to 12/2017 Company Name – City , State Co-developed university recruitment strategy for Raleigh-based hires by researching",14
P004478,DS2_00360,0,"universities and local events, attending career fairs, executing social media strategy to support branding,",14
P004479,DS2_00360,0,Learning & Development: Partnered with VP Talent Development to create and present leadership,12
P004480,DS2_00360,0,Workforce Planning: Used MS Excel to create enhanced data structure during the product manager career,15
P004481,DS2_00360,0,"Employee Relations: Implemented, tested, and conducted surveys for a newly introduced scavenger hunt",13
P004482,DS2_00360,0,app as part of the employee onboarding 2.0 development plan.,9
P004483,DS2_00360,0,"Orientation Leader , 06/2016 to 08/2016 Company Name – City , State Served as first-hand liaison for 250+ students to facilitate smooth transition to NC State University",20
P004484,DS2_00360,0,"Facilitated parent panels, conducted student small groups and led guided tours for incoming first years",15
P004485,DS2_00360,0,"CurrentUniversity Programs Lead , 12/2019 Company Name – City , State Develop university recruitment strategy for LexisNexis North America to proactively build talent pipeline for",21
P004486,DS2_00360,0,Communicate with internal stakeholders to determine people strategy and campus hiring targets per,13
P004487,DS2_00360,0,Develop relationships with key university partners to build campus brand and position the company as an,16
P004488,DS2_00360,0,"Create targeted outreach and engagement strategies for schools that offer competitive talent, focus on D&I,",16
P004489,DS2_00360,0,Manage budget for all university recruitment related expenses,8
P004490,DS2_00361,18,SAP PeopleSoft: Navigate within Resource one to retrieve financial reports and run queries;Financial modeling Superior time management;Complex problem solving Accomplishments Led the development of a reconciliation system to increase productivity and efficiency.,34
P004491,DS2_00361,18,Increased effectiveness by 25 % through compliance enforcement and implementation of a new quality control system.,15
P004492,DS2_00361,18,"Experience Accountant Aug 2014 to Current Company Name － City , State Analyze federal, state and private  documents, including restricted and non-restricted grant contracts.",21
P004493,DS2_00361,18,Create financial models and analysis for all  accounts within our department.,11
P004494,DS2_00361,18,"Analyze and evaluate operation of financial systems, prepare recommendations and documents to update fiscal services and other related policies and procedures with respect to operating systems.",26
P004495,DS2_00361,18,"Reconciled aging AR transactions and performed financial analysis, identified and explained deviations from planned or historical data.",17
P004496,DS2_00361,18,"Identified and reported situations not in compliance with PVAMU internal controls, policies, and procedures, recommending improvements to the accounting process to optimize internal control.",24
P004497,DS2_00361,18,Reviewed expense report for irregularities and recommended corrective measures to improve internal controls.,13
P004498,DS2_00361,18,"Prepared adjusting and closing entries, statements, and analyze financial operations.",10
P004499,DS2_00363,16,"OFFICE MANAGER - 40+ HOURS PER WEEK Professional Summary Human Recourses/Office Manager with 4-years background in employee management, hiring, computer training and benefits.",19
P004500,DS2_00363,16,"Very self-motivated and results-driven with strong communication, analytical, problem solving, reasoning skills and data entry.",13
P004501,DS2_00363,16,Licenses CNA License - NA CPR Certification BLS - Basic Life Support In process of earning my Electrocardiogram certification through AMCA In process of earning my Phlebotomy certification through AMCA ?,28
P004502,DS2_00363,16,Managed front office along with annual reporting and daily customer needs.,11
P004503,DS2_00363,16,"I handled all leasing reports which includes preparing reports to be presented at weekly meetings, greeted prospective residents, answered all calls and inquiries, facilitated resident service requests, handled background check/credit checks, money and bank runs.",34
P004504,DS2_00363,16,"Barista/Office Manager - 40+ Hours per week March 2012 to December 2012 Company Name - City , State Managed 6 employees, interviews, hire and termination.",20
P004505,DS2_00363,16,"Open and closing the stand, weekly supply ordering, create weekly work schedules, train and work with new hires.",18
P004506,DS2_00363,16,Created excel spreadsheets to track sales.,6
P004507,DS2_00363,16,"Daily customer service, open and close the store, managed the fitting room/key holder.",12
P004508,DS2_00364,15,VP FINANCE & IS&T Executive Profile Enterprising Finance Executive who creates strategic alliances with Senior Executives to identify and execute key business initiatives.,23
P004509,DS2_00364,15,"Builds and retains high performance teams by enlisting, developing and motivating skilled professionals.",13
P004510,DS2_00364,15,Extensive experience in Financial Management and Controllership areas.,8
P004511,DS2_00364,15,Adept in both Business Process and systems to allow for utilizing technology to achieve business goals.,16
P004512,DS2_00364,15,Skill Highlights Project management Leadership/communication skills Product development Business operations organization Budgeting expertise Self-motivated Core Accomplishments Developed the CFO Advisory Service's Quality Close Product and presented at KPMG Quality Close Training Sessions.,30
P004513,DS2_00364,15,Proficient in SOX 404 Policies and compliance requirements AFFILIATIONS God's Love We Deliver Argyle Executive Forum Finance Executives International.,19
P004514,DS2_00364,15,Nine additional Latin America countries now planned for Year 4.,10
P004515,DS2_00364,15,Created single instance for USA and Canada logistics and supply chain processes in conjunction with SAP ERP Project resulting in cost savings of over $500K per year.,27
P004516,DS2_00364,15,"Developed the RFP and created the vendor selection process for a European Budget and Procurement system to handle Recording, Marketing and Overhead.",22
P004517,DS2_00364,15,Redefined the implementation approach to get the project back on track after 1 year.,14
P004518,DS2_00364,15,Created the Business Case and acted as Project Manager to migrate the integrating Sony Music and BMG Music Supply Chain and Logistics organizations into a new system (SAP Materials Management).,30
