Phrase_ID,Resume_ID,Category,Phrase,Word_Count
P002089,12820557,SALES,Maintain security of the store and understand the operations of the store security system.,14
P002090,12820557,SALES,Skills Used Participated in various incentive programs and contests designed to support achievement of production goals.,16
P002091,12820557,SALES,Worked independently and as part of a team to achieve numerous objectives.,12
P002092,12820557,SALES,Received and processed cash and credit payments for in-store purchases.,9
P002093,12820557,SALES,Used POS systems to accurately take orders and receive payments.,10
P002094,12820557,SALES,"Sales Associate March 2014 to February 2015 Company Name － City , State Responsibilities Assist store management in merchandising the store in accordance with company directed standards.",25
P002095,12820557,SALES,"Team Member/Cashier February 2013 to December 2013 Company Name － City , State Responsibilities Participated in various incentive programs and contests designed to support achievement of production goals.",25
P002096,12820557,SALES,Used POS systems to accurately take orders and receive payments Skills Used Assist store management in merchandising the store in accordance with company directed standards.,25
P002097,12820557,SALES,"Administrative Assistant/Receptionist August 2011 to January 2013 Company Name － City , State Responsibilities Drafted meeting agendas, supplied advance materials and executed follow-up for meetings and team conferences.",24
P002098,12820557,SALES,Designed electronic file systems and maintained electronic and paper files.,10
P002099,13178604,SALES,"MERCHANDISER, SALES Summary [Job Title] equipped with the excellent negotiation skills, market insight and business acumen necessary to guide struggling and newly-formed companies to financial success.",25
P002100,13178604,SALES,Took time off to help with the earthquake relief.,9
P002101,13178604,SALES,Made contacts with significant contributors and corporate relations.,8
P002102,13178604,SALES,"Organized to ship containers of medical supplies, food, water and clothes to Haiti Achieved high honors from Elavon's VP of Sales.",21
P002103,13178604,SALES,"Conducted training for North Eastern team on Cold Calling techniques Awarded for the best ""Pend Percentage"" for October in North East Region Managed ""Major Accounts"" worth more than $50k in four territories.",32
P002104,13178604,SALES,Reviewed and grew account base by 18% to surpass given objectives.,11
P002105,13178604,SALES,"Interviewed and observed potential candidates for employment, mentored new hires.",10
P002106,13178604,SALES,"Established new clients to grow profitable territories and meet set objectives, 12 per quarter.",14
P002107,13178604,SALES,Provided clients with a profitable marketing strategy in both print advertisement and internet marketing.,14
P002108,13178604,SALES,Continuously maintained and established solid relationships with clients.,8
P002109,13178604,SALES,Met publication and internet deadlines; achieved 100% of sales quotas.,10
P002110,13178604,SALES,Elected Captain and Speaker of Yorktown/Peekskill county team Presidential Achievement Award.,10
P002111,13178604,SALES,Build relationships with store owners.,5
P002112,13178604,SALES,Strategically place merchandising and marketing materials in stores.,8
P002113,13178604,SALES,Discuss and plan future opportunities for merchandising with management team.,10
P002114,13178604,SALES,Point of contact for sales reps; assisting them in the field.,11
P002115,13178604,SALES,Help sales reps sell their product into stores by booking high-end merchandising materials and locations.,14
P002116,13178604,SALES,"Distribute POS, samples, bar kits and racks to appropriate divisions.",10
P002117,13178604,SALES,Build relationship with store owners.,5
P002118,13178604,SALES,Discuss marketing materials with store owners.,6
P002119,13178604,SALES,Notable Accomplishments ➢ Built strong relationships with key accounts ➢ Responsible for opening and closing storage unit.,15
P002120,13178604,SALES,"A member since 1996, elected to Executive Board 2009.",9
P002121,13178604,SALES,"Organized to ship containers of medical supplies, food, water and clothes to Haiti.",13
P002122,13178604,SALES,"Notable Accomplishments: ➢ Increase donations to $50,000 in 7 months ➢ Spokesman at events, 300+ people.",12
P002123,13178604,SALES,"➢ Shipped 3 containers of medical supplies, food and water.",9
P002124,13178604,SALES,LA Fitness has over 600 locations and is expanding in New York.,12
P002125,13178604,SALES,It is one of the largest fitness chains in the country offering more amenities than any of its competitors.,19
P002126,13178604,SALES,Established LA Fitness's new club in Yonkers by marketing to business and individuals.,13
P002127,13178604,SALES,Grew the club volume from 0 to over 500 members in 3 months.,13
P002128,13178604,SALES,"Promoted to management which included responsibilities in the following areas: reporting club numbers, meeting with club developers, creating marketing strategies, leading sales meetings, one-on-one trainings.",24
P002129,13178604,SALES,"Notable Accomplishments ➢ # 1 commissions in the country for 8 pay periods July - November (avg comm.$3,800) ➢ Top 5 commissions in the country from June - January (avg.",24
P002130,13178604,SALES,"comm.. $2,800) ➢ Top Sales Counselor June - February, Top closing percentage.",9
P002131,13178604,SALES,(83%) ➢ Rep of the month July to January Top in Sales for all months.,14
P002132,13178604,SALES,"Hebrew Hospital Home Continuum of Care is a non-profit, non-sectarian health care organization.",11
P002133,13178604,SALES,It is a comprehensive health care system whose mission is to rehabilitate patients by providing the highest standards of care and individualized treatment.,23
P002134,13178604,SALES,Responsible for expanding the Queens County Territory to a valuable referral source of over 200 accounts.,16
P002135,13178604,SALES,"Contracting Doctors and Medical Offices to partner with ""HHH Home Health Network"".",12
P002136,13178604,SALES,Organize and perform sales presentations to Medical groups and Doctors.,10
P002137,13178604,SALES,"Prospect and develop relationships to maintain steady referral sources with Doctors and Office Managers through Cold Calls, Networking, and Sales Events.",21
P002138,13178604,SALES,Coordinate Sales Events in collaboration with Sales Representatives.,8
P002139,13178604,SALES,Notable Accomplishments ➢ Exceeded 3 month goal of 30 accounts with over 200 accounts.,13
P002140,13178604,SALES,➢ Developed Queens Territory; distributed Accounts to new Account Managers.,9
P002141,13178604,SALES,"➢ Generated 30 referrals in first quarter, #1 in referrals for the quarter.",12
P002142,13178604,SALES,"➢ Met 100% of Account penetration goals consistently, top for the territory.",11
P002143,13178604,SALES,"ACCOUNT EXECUTIVE 08/2008 to 09/2010 Company Name City , State US Banks partnered with Elavon in 2004.",14
P002144,13178604,SALES,Achieved high honors from Elavon's VP of Sales.,8
P002145,13178604,SALES,Conducted training for North Eastern team on Cold Calling techniques.,10
P002146,13178604,SALES,A leader among peers achieved and surpassed sales quotas & goals; won contests and recognition.,14
P002147,13178604,SALES,Managed five counties totaling 30 banks.,6
P002148,13178604,SALES,"Established new clients and maintained strong relationships with Bank Regional President, Managers and staff.",14
P002149,13178604,SALES,"Organized and performed presentations to bank personnel during ""Area meetings"".",10
P002150,13178604,SALES,"3 among peers ""Stack Ranking for 2009"" in East Region ➢ Top Rep in the month of February (most activations 68) ➢ No.",21
P002151,13178604,SALES,"1 ""Monthly Fees"" for May in North East Region ➢ No.",10
P002152,13178604,SALES,It offers multi-channel marketing solutions tailored to meet the specific needs of clients and the audience they target.,17
P002153,13178604,SALES,Its brand is built on service and integrity with an end goal of delivering the most complete and relevant local business information to consumers.,24
P002154,13178604,SALES,"Managed ""Major Accounts"" worth more than $50k in four territories.",10
P002155,13178604,SALES,Elected Captain and Speaker of Yorktown/Peekskill county team.,7
P002156,13178604,SALES,Notable Accomplishments: ➢ Presidential Achievement Award.,5
P002157,13178604,SALES,Ranked 6th (must be in top 10 % of region) ➢ No.,10
P002158,13178604,SALES,"2 ""Net Gain"" 2007 (achieving over 100% of quota) ➢ Two time ""Rep of the Month"" (September 2007, February 2006) ➢ Ranked 25th of approximately 200 reps in region, for new business.",30
P002159,13178604,SALES,"➢ Significantly surpassed overall sales quota, three years in a row.",10
P002160,13178604,SALES,"""Quota Buster"" (2006, 2007, 2008) ➢ Promoted within 11 months of hire.",11
P002161,13178604,SALES,As a member of the Marist Ski Team competed against schools in Slalom and Giant Slalom events.,17
P002162,13178604,SALES,As well as player on the Marist Rugby Team competed against teams in its region.,15
P002163,13178604,SALES,Competed on the NCC Speech and Debate Team.,8
P002164,13178604,SALES,"Traveled to Portland, Oregon, placed NCC in 3rd place nationwide at the Phi-Ro-Pi National Championships and won multiple awards: ➢ Dramatic Interpretation, Bronze of 88 competitors.",24
P002165,23929500,SALES,OUTBOUND SALES Career Overview Call Center Representative versed in customer support in high call volume environments.,16
P002166,23929500,SALES,Superior computer skills and telephone etiquette.,6
P002167,23929500,SALES,Politely assisted customers via telephone.,5
P002168,23929500,SALES,"Ensured superior customer experience by addressing customer concerns, demonstrating empathy and resolving problems on the spot.",16
P002169,23929500,SALES,Effectively managed a high-volume of inbound and outbound customer calls.,9
P002170,23929500,SALES,Evaluated consumer reports on a monthly basis.,7
P002171,23929500,SALES,"Managed customer calls effectively and efficiently in a complex, fast-paced and challenging call center environment.",14
P002172,23929500,SALES,"Resolved service, pricing and technical problems for customers by asking clear and specific questions.",14
P002173,23929500,SALES,"Receptionist March 2002 to December 2003 Company Name － City , State Scheduled appointments, registered patients and distributed sample pharmaceuticals as prescribed.",20
P002174,23929500,SALES,Professionally and courteously verified appointment times with patients.,8
P002175,23929500,SALES,Adeptly managed a multi-line phone system and pleasantly greeted all patients.,10
P002176,23929500,SALES,Verified patients' eligibility and claims status with insurance agencies.,9
P002177,23929500,SALES,Prepared patient charts accurately and neatly for the clinic.,9
P002178,23929500,SALES,Diligently filed and followed up on third party claims.,9
P002179,23929500,SALES,Coordinated luncheons with Pharmaceutical Representatives.,5
P002180,23929500,SALES,Researched CPT and ICD-9 coding discrepancies for compliance and reimbursement accuracy.,10
P002181,23929500,SALES,"Resourcefully used various coding books, procedure manuals and on-line encoders.",9
P002182,23929500,SALES,Precisely evaluated and verified benefits and eligibility.,7
P002183,23929500,SALES,Updated patient financial information to guarantee accuracy.,7
P002184,23929500,SALES,"Treated all patients, their families, visitors, peers, staff and providers in a pleasant and courteous manner.",16
P002185,23929500,SALES,"Provider Rep May 2003 to March 2008 Company Name － City , State Assisted in the maintenance of medical charts and/or electronic medical record (filing, Op Reports, test results, home care forms).",29
P002186,23929500,SALES,"Meticulously identified and rectified inconsistencies, deficiencies and discrepancies in medical documentation.",11
P002187,23929500,SALES,"Prepared patient charts, pre-admissions and consent forms as necessary.",8
P002188,23929500,SALES,Researched questions and concerns from providers and provided detailed responses.,10
P002189,23929500,SALES,"Organized the department in accordance with administrative guidelines in order to provide specified nursing services to meet the legal, organizational and medical staff guidelines.",24
P002190,23929500,SALES,Participated in facility surveys and inspections made by authorized governmental agencies.,11
P002191,23929500,SALES,"Confirmed accurate completion of forms/reports for the admission, transfer and/or discharge of each resident.",12
P002192,23929500,SALES,Initiated audit process to evaluate thoroughness of documentation and maintenance of facility standards.,13
P002193,23929500,SALES,"Cole Manage Vision - Twinsburg, , OH Effectively managed a high-volume of inbound and outbound customer calls.",14
P002194,23929500,SALES,"Accurately documented, researched and resolved customer service issues.",8
P002195,23929500,SALES,Managed high call volume with tact and professionalism.,8
P002196,37360517,SALES,Documentation Ensured charting accuracy through precise documentation.,7
P002197,37360517,SALES,Training Trained team of staff nurses in medical office procedures to guarantee consistent quality of care.,16
P002198,37360517,SALES,"Experience 12/2013 to 06/2014 Sales Clerk Company Name － City , State Greet customers and ascertain what each customer wants or needs.",18
P002199,37360517,SALES,Prepare merchandise for purchase or rental.,6
P002200,37360517,SALES,Greet customers and ascertain what each customer wants or needs.,10
P002201,37360517,SALES,"05/2006 to 10/2012 Nursing Assistant Company Name － City , State Communicate with patients to ascertain feelings or need for assistance or social and emotional support.",22
P002202,37360517,SALES,"Document or otherwise report observations of patient behavior, complaints, or physical symptoms to nurses.",14
P002203,37360517,SALES,Feed patients or assist patients to eat or drink.,9
P002204,37360517,SALES,"Measure and record food and liquid intake or urinary and fecal output, reporting changes to medical or nursing staff.",19
P002205,37360517,SALES,"Observe or examine patients to detect symptoms that may require medical attention, such as bruises, open wounds, or blood in urine.",21
P002206,37360517,SALES,Prepare or serve food trays.,5
P002207,37360517,SALES,"Provide physical support to assist patients to perform daily living activities, such as getting out of bed, bathing, dressing, using the toilet, standing, walking, or exercising.",26
P002208,37360517,SALES,Remind patients to take medications or nutritional supplements.,8
P002209,37360517,SALES,"FRONT DESK MANAGER Company Name － City , State Carefully selected, developed and retained qualified staff, as well as trained [number] new staff annually.",22
P002210,37360517,SALES,Evaluated patient care procedural changes for effectiveness.,7
P002211,37360517,SALES,"Created annual goals, objectives and budget and made recommendations to reduce costs.",12
P002212,37360517,SALES,"Perform various clerical or administrative functions, such as ordering and maintaining an inventory of supplies.",15
P002213,37360517,SALES,"Education Diploma Stone Mountain High － City , State Certificate Georgia Medical － City , State Skills administrative, cash registers, clerical, credit, excellent customer service, Inventory, Exchange, money, nursing, organizational skills, reporting, sales, supervision, telephones",31
P002214,28377361,SALES,"SALES ASSOCIATE Professional Summary Food service worker with fast food, retail and customer service experience.",15
P002215,28377361,SALES,"Highlights Neat, clean and professional appearance Delivers exceptional customer service Reliable team worker Skills Work History Sales Associate 08/2013",18
P002216,28377361,SALES,"State Computed sales prices, total purchases and processed payments.",9
P002217,28377361,SALES,Described merchandise and explain operation of merchandise to customers.,9
P002218,28377361,SALES,"Maintained knowledge of current promotions, policies regarding payment and exchanges, and security practices.",13
P002219,28377361,SALES,Placed special orders and called other stores to find desired items.,11
P002220,28377361,SALES,"Operated a cash register to process cash, check and credit card transactions.",12
P002221,28377361,SALES,Guided customers in choosing items that reflected personal style and shape.,11
P002222,28377361,SALES,Administered all point of sale opening and closing procedures.,9
P002223,28377361,SALES,"Explained information about the quality, value and style of products to Influence customer buying decisions.",15
P002224,28377361,SALES,Replenished floor stock and processed shipments to ensure product availability for customers.,12
P002225,28377361,SALES,State Took necessary steps to meet customer needs and effectively resolve food or service issues.,15
P002226,28377361,SALES,"Correctly received orders, processed payments and responded appropriately to guest concerns.",11
P002227,28377361,SALES,"Served fresh, hot food with a smile in a timely manner.",11
P002228,28377361,SALES,Communicated clearly and positively with co-workers and management.,7
P002229,28377361,SALES,Cut and chopped food items and cooked on a grill or in fryers.,13
P002230,28377361,SALES,Packaged menu items into bags or trays and placed drink orders into carriers.,13
P002231,28377361,SALES,Accurately measured ingredients required for specific food items.,8
P002232,28377361,SALES,"Prepared and served beverages such as coffee, tea and fountain drinks.",11
P002233,28377361,SALES,Mastered Point of Sale (POS) computer system for automated order taking.,11
P002234,28377361,SALES,"Carefully maintained sanitation, health and safety standards in all work areas.",11
P002235,28377361,SALES,"Frequently washed and sanitized hands, food areas and food preparation tools.",11
P002236,28377361,SALES,"Performed general maintenance duties, including mopping floors, washing dishes, wiping counter tops and emptying grease traps.",16
P002237,28377361,SALES,Followed all established restaurant practices and procedures.,7
P002238,28377361,SALES,Worked well with teammates and openly invited coaching from the management team.,12
P002239,28377361,SALES,Took initiative to find extra tasks when scheduled duties were completed.,11
P002240,28377361,SALES,Quickly unloaded product shipments and stocked freezers.,7
P002241,28377361,SALES,Assisted management with monthly inventory control and weekly stock ordering.,10
P002242,28377361,SALES,"Prepared items according to written or verbal orders, working on several different orders simultaneously.",14
P002243,28377361,SALES,"State Demonstrated integrity and honesty while interacting with guests, team members and managers.",13
P002244,28377361,SALES,"Maintained high standards of customer service during high-volume, fast-paced operations.",8
P002245,28377361,SALES,"Prepared specialty foods such as pizzas and sandwiches, following specific methods that required quick prep time.",16
P002246,28377361,SALES,"Prepared a variety of foods according to customers' orders or supervisors' instructions, following approved procedures.",15
P002247,28377361,SALES,Handled currency and credit transactions quickly and accurately.,8
P002248,28377361,SALES,Placed food trays over food warmers for immediate service or stored them in refrigerated storage cabinets.,16
P002249,28377361,SALES,Stored food in designated containers and storage areas to prevent spoilage or cross-contamination.,12
P002250,28377361,SALES,"Maintained clean and safe environment, including in the kitchen, bathrooms, building exterior, parking lot, dumpster and sidewalk.",17
P002251,28377361,SALES,"Reported to all shifts wearing a neat, clean and unwrinkled uniform.",11
P002252,28377361,SALES,Reported to each shift on time and ready to work.,10
P002253,28377361,SALES,Diligently restocked work stations and display cases.,7
P002254,28377361,SALES,Cooked and packaged large batches of food that were prepared to order or kept hot until needed.,17
P002255,28377361,SALES,Prepped items for later use to save staff time during busy hours.,12
P002256,28377361,SALES,State Greeted customers in a timely fashion while quickly determining their needs.,12
P002257,28377361,SALES,Recommended merchandise to customers based on their needs and preferences.,10
P002258,28377361,SALES,Responded to customer questions and requests in a prompt and efficient manner.,12
P002259,28377361,SALES,"Completed all cleaning, stocking and organizing tasks in assigned sales area.",11
P002260,28377361,SALES,Check out purchases Education High School Diploma : Current Washtenaw Technical Middle College -,12
P002261,28377361,SALES,State Special program where I finish my last two years of high school and get my associates degree at the the same time.,23
P002262,28377361,SALES,"Skills cash register, closing, coaching, oral communication, Excellent communication, credit, Inventory control, Listening, MS Office, organizer, policies, POS, quality, safety, sales, tops, Written Additional Information Community Service",27
P002263,28377361,SALES,"Springhill Teen Service Teen, 4 weeks of volunteer landscaping",9
P002264,28377361,SALES,"2|42 Community Church, Mission Trip to Native American reservation, working in the children's area",13
P002265,18171955,SALES,SALES MANAGER Highlights MS Office proficiency Microsoft Outlook Lotus Notes Team leadership Exceptional time management Goal-oriented Accomplishments Managed a successful sales team of 12 members who consistently exceeded sales goals an average of 20% each month.,35
P002266,18171955,SALES,Developed highly effective sales training strategies as Sales Manager of a 12-person team.,12
P002267,18171955,SALES,Coached a successful sales team that led the store in monthly sales per FTE over 50% of the year.,19
P002268,18171955,SALES,Mentored two Sales Manager In Training candidates through successful completion of the Manager Assessment Program (MAP).,16
P002269,18171955,SALES,"Develop skills and product knowledge of Sales Consultants through training, evaluation, and role play; develop talent into Management roles.",19
P002270,18171955,SALES,"Attract, hire and on-board world-class Sales Professionals who are well prepared to provide exceptional customer service.",14
P002271,18171955,SALES,"Analyze and track sales performance to assigned budget, conversion, compliance, and Sales Consultant staffing/hiring targets.",14
P002272,18171955,SALES,Responsible for day-to-day oversight with authority to resolve issues that may occur during the execution process.,15
P002273,18171955,SALES,Respond to potential customer service concerns.,6
P002274,18171955,SALES,Ensure customers receive the best customer experience and seek out opportunities for self-development.,12
P002275,18171955,SALES,Offered direction and gave constructive feedback to motivate team members.,10
P002276,18171955,SALES,Held each team member accountable for achieving brand and performance goals.,11
P002277,18171955,SALES,"Recruited, hired, developed and retained retail talent for the company.",10
P002278,18171955,SALES,Created and directed sales team training and development programs.,9
P002279,18171955,SALES,"Branch Sales Manager Mar 2006 to May 2011 Company Name － City , State Manage the branch staff including hiring, training and development, and performance management.",24
P002280,18171955,SALES,"Coach the branch staff to achieve sales excellence in sales production, product knowledge, customer service, and branch operations to meet or exceed minimum performance standards.",25
P002281,18171955,SALES,"Demonstrate leadership proficiency in sales, service, operations, and management.",9
P002282,18171955,SALES,Responsible for consistently meeting or exceeding branch sales performance standards.,10
P002283,18171955,SALES,Manage and motivate staff consistently and fairly.,7
P002284,18171955,SALES,Develop a sales environment through creative and promotional activities.,9
P002285,18171955,SALES,"Lead the branch by setting a positive example in telemarketing efforts, cross-selling and sales campaigns.",14
P002286,18171955,SALES,Demonstrate commitment to consistently deliver positive customer service to achieve customer retention.,12
P002287,18171955,SALES,Demonstrate enlightened leadership skills designed to motivate and retain employees deemed high potential and high performing.,16
P002288,18171955,SALES,Oversee loan turnaround times to ensure quality customer service.,9
P002289,18171955,SALES,"Establish professional networks by building a referral base and providing resources to ""centers of influence"" on industry trends and bank products.",21
P002290,18171955,SALES,"Initiate, complete, and maintain customer profiles.",6
P002291,18171955,SALES,"Achieve results through managing, motivating and coaching staff in sales and service efforts.",13
P002292,18171955,SALES,"Display professional verbal, written and interpersonal communication skills.",8
P002293,18171955,SALES,Represent the bank in the community.,6
P002294,18171955,SALES,Work with customers on the phone and in person throughout the credit application and approval process.,16
P002295,18171955,SALES,Responsible for financial analysis of clients who typically stand above 60% debt ratio and implement debt restructuring to facilitate repayment and reduce debt ratio to 45% or less.,28
P002296,18171955,SALES,"Manage team to plan approach and implement best practices for selling Life, Accident & Health, Involuntary Unemployment insurance and Home and Auto (HAS).",22
P002297,18171955,SALES,Proven ability to self-source leads and to create profitable business relationships with referral partners.,13
P002298,12082377,SALES,SALES REPRESENTATIVE Professional Summary Experience sales rep with territory management and closing experience.,13
P002299,12082377,SALES,"Offering more than 13 years in outside sales, sales operations and marketing.",12
P002300,12082377,SALES,"Quality-focused Account Manager, focused on driving sales and maximizing profits.",9
P002301,12082377,SALES,Directs sales teams with enthusiasm.,5
P002302,12082377,SALES,Account Manager accomplished in managing customer service for numerous top accounts while simultaneously exceeding sales goals on new and existing products.,21
P002303,12082377,SALES,"Selected the correct products based on customer needs, product specifications and applicable regulations.",13
P002304,12082377,SALES,Increased sales volume by adding 10 accounts in the Rio Grande Valley territory.,13
P002305,12082377,SALES,Contacted new and existing customers to discuss how their needs could be met through specific products and services.,18
P002306,12082377,SALES,"Territory Manager Company Name - City , State 04/2012 - 11/2013  Established new territory for the company, adding special order, stocking dealers.",17
P002307,12082377,SALES,"Managed portfolio of 30 accounts and $60,000-$90,000 per month in sales.",10
P002308,12082377,SALES,"Negotiated prices, terms of sales, service agreements.",7
P002309,12082377,SALES,"Contacted new and existing customers to discuss how their needs could be met through specific products, services.",17
P002310,12082377,SALES,"Selected correct products based on customer needs, product specifications.",9
P002311,12082377,SALES,"Recorded accurate, efficient records in customer database.",7
P002312,12082377,SALES,Prospected and conducted face-to-face sales calls with business executives and directors throughout assigned territory.,13
P002313,12082377,SALES,"Consulted businesses to supply accurate product, service information.",8
P002314,12082377,SALES,Met existing customers to review current services and expand sales opportunities.,11
P002315,12082377,SALES,Built relationships with customers to promote long term business growth.,10
P002316,12082377,SALES,Exceeded team sales goals by 30%.,6
P002317,12082377,SALES,"Sales Decora Kitchen Bath & Floors - McAllen, TX l Managed residential and commercial sales.",13
P002318,12082377,SALES,"Sales Company Name - City , State 01/2008 - 09/2010  Retailed all types of flooring, ceramic & porcelain tile, natural stone, resilient flooring, laminate and hardwood, carpet.",21
P002319,12082377,SALES,Coordinated and supervised installations of Floor and counter-tops.,7
P002320,12082377,SALES,Attended Surfaces and KBIS trade shows.,6
P002321,12082377,SALES,Identified prospective customers by using business directories and following leads from existing clients.,13
P002322,12082377,SALES,Prioritized tasks and projects to meet tight deadlines.,8
P002323,12082377,SALES,"Owner Company Name - City , State 01/2000 - 07/2007 Coordinated residential and commercial sales, along with supervising all installations.",15
P002324,12082377,SALES,"Retailed all types of flooring, ceramic & porcelain tile, natural stone, resilient flooring, laminate, hardwood and carpet.",16
P002325,12082377,SALES,Attended Surfaces and Mohawk U trade shows and seminars.,9
P002326,12082377,SALES,"Assigned tasks to associates, staffed projects, tracked progress and updated managers, partners and clients as necessary.",16
P002327,12082377,SALES,Matched purchase orders with invoices and recorded the necessary information.,10
P002328,28198029,SALES,"SALES ASSOCIATE Summary Assertive, outgoing professional with ability to work independently and handle simultaneous projects.",15
P002329,28198029,SALES,"A dependable worker while skilled in problem solving, troubleshooting, great customer service and computer skills.",15
P002330,28198029,SALES,My computer skills include Microsoft Office/Internet search engines to complete medical terminology and pharmacology verification.,14
P002331,28198029,SALES,Inside sales department successfully managing multiple sales associates.,8
P002332,28198029,SALES,Accurate and efficient with orders.,5
P002333,28198029,SALES,Maintained filing for the inside sales office.,7
P002334,28198029,SALES,"Travel Agent 08/1990 to 09/1992 Company Name City , State Responsible for booking airline, hotel, car rental and leisure.",16
P002335,28198029,SALES,"Education Medical Transcription 2013 At-Home-Professions City , USA Associate of Arts 1985 St. Gregory's College City , State , USA Executive Secretary Oklahoma State University City , State , USA",23
P002336,28867567,SALES,"JS SALES REPRESENTATIVE-PSR Summary Customer-oriented, strategic-thinking Sales and Management Professional with over 10+ years of experience.",12
P002337,28867567,SALES,"Background in building relationships, cultivating partnerships, retaining top accounts and growing profit channels by establishing trust.",16
P002338,28867567,SALES,"Persuasive, self-motivated leadership professional with expertise in management and sales.",9
P002339,28867567,SALES,Proven skills in promoting products and boosting revenue by connecting with customers and effectively communicating sales recommendations.,17
P002340,28867567,SALES,"Proactive, well-organized sales leader successful at meeting and exceeding targets with strategic approaches.",12
P002341,28867567,SALES,"Skilled lead generator, product demonstrator and problem-solver.",6
P002342,28867567,SALES,Identified customer needs to deliver relevant product solutions and promotions and meet target budgets.,14
P002343,28867567,SALES,"Placed orders and answered customer questions in-person, through email and over phone to maximize customer service.",15
P002344,28867567,SALES,Fostered relationships with customers to expand customer base and retain business.,11
P002345,28867567,SALES,Kept up-to-date with regional market and industry trends to optimize marketing and sales plans.,13
P002346,28867567,SALES,"Created and implemented store displays, promoting sales and growth.",9
P002347,28867567,SALES,Demonstrated product features to align with customer needs.,8
P002348,28867567,SALES,Created successful strategies to develop and expand customer sales.,9
P002349,28867567,SALES,Contacted new and existing customers to outline benefits of products.,10
P002350,28867567,SALES,Improved profitability and developed pipeline using multiple marketing channels and sales strategies.,12
P002351,28867567,SALES,Maximized efficiency and time management by effectively planning and organizing client routes within territory.,14
P002352,28867567,SALES,Monitored customer order process and addressed customer issues.,8
P002353,28867567,SALES,Prepared and processed contracts and order forms for new and existing customers.,12
P002354,28867567,SALES,"Company Name | City , State BEVERAGE MANAGER 01/2011 - 04/2015 Developed a well-organized beverage system and directed a highly experienced team consisting of 10 bartenders and approximately 30 servers to provide best hospitality experience to customers.",31
P002355,28867567,SALES,Prepared appropriate staff schedules according to budgetary guidelines.,8
P002356,28867567,SALES,Oversaw and maintained stock levels to serve high-quality products consistent with customer requirements.,12
P002357,28867567,SALES,"Demonstrated strong analytical and financial skills while maintaining budget, processing payroll, implementing cost controls, and evaluating income estimates, profit and loss statements, sales and labor flash reports.",27
P002358,28867567,SALES,"Improved staff productivity by conducting training on customer service, company policies, and safety practices.",14
P002359,28867567,SALES,Created a healthy and secure environment for staff and guests through the enforcement of safety and sanitation standards.,18
P002360,28867567,SALES,Retained remarkable service standards by hiring highly talented staff for all departments.,12
P002361,28867567,SALES,"Trained all front of house staff on restaurant policies and procedures, guest service techniques and communication skills to ensure positive experience.",21
P002362,28867567,SALES,"Consistently maintained high levels of cleanliness, organization, storage, and sanitation of food and beverage products to ensure quality.",18
P002363,28867567,SALES,"Exhibited thorough knowledge of foods, beverages, supervisory duties, service techniques and guest interactions.",13
P002364,28867567,SALES,Performed restaurant walk-throughs to gauge timeliness and excellent service quality.,9
P002365,28867567,SALES,"Company Name | City , State MERCHANDISER 01/2010 - 05/2013 Supported sales reps in establishing special promotional set-ups and providing compelling presentation of products.",18
P002366,28867567,SALES,Drove sales and profitability goals by cultivating positive rapport with key store individuals and customers.,15
P002367,28867567,SALES,Organized engaging front-facing displays to capture customer interest and drive revenue growth.,11
P002368,28867567,SALES,Arranged items in favorable positions and areas of store to attract customers and optimize sales.,15
P002369,28867567,SALES,Communicated and coordinated planogram execution with store management.,8
P002370,28867567,SALES,"Followed prepared sketches and planograms to arrange consistent shelves, racks and bins across various locations.",15
P002371,28867567,SALES,Updated seasonal displays such as windows and mannequins to highlight current product lines.,13
P002372,28867567,SALES,"Configured and arranged up-to-date advertising and marketing displays, creatively placed merchandise on counters or tables to promote visibility and sales.",19
P002373,28867567,SALES,"Company Name | City , State SALES ASSOCIATE 01/2010 - 11/2010 Identified customer requirements and suggested quality cellular devices by utilizing extensive product knowledge.",19
P002374,28867567,SALES,Arranged sales floor and presented the store in visually appealing manner.,11
P002375,28867567,SALES,Consistently met sales goals and ensured recurring business by nurturing long-term relationship with customers.,13
P002376,28867567,SALES,"Attained customer confidence by providing interactive, engaging and reassuring store experience.",11
P002377,28867567,SALES,Maximized customer experience through prompt resolution of complaints or issues.,10
P002378,28867567,SALES,"Education and Training Morgan State University, Earl G. Graves School of Business | City BS in Hospitality & Business Management 05/2011 Completed coursework in Finance, Accounting and Marketing.",24
P002379,28867567,SALES,"The curriculum emphasizes managerial leadership and is designed to develop/prepare students with theoretical and applied business and hospitality knowledge, skills, values and attributes.",22
P002380,19147494,SALES,GM SALES ASSOCIATE Summary Looking for a company to grow with and continue customer relations in the industry I have came to know well and love.,26
P002381,19147494,SALES,"Customer-focused Retail Associate with solid understanding of retail dynamics, marketing and customer service.",12
P002382,19147494,SALES,Offering 21 years of experience providing quality product recommendations and solutions to meet customer needs and exceed expectations.,18
P002383,19147494,SALES,Demonstrated record of exceeding revenue targets by leveraging communication skills and equipment sales.,13
P002384,19147494,SALES,Results-oriented individual with over 4 years of experience implementing equipment sales to substantially increase store productivity and repeat clientele.,18
P002385,19147494,SALES,"Expertise in arranging new merchandise, managing cash registers and independently opening and closing store.",14
P002386,19147494,SALES,"Organized, efficient and accustomed to handling crowds of over 50 people during special sales events.",15
P002387,19147494,SALES,Strong background in Parts Service and warranty.,7
