JD_ID,Industry,Role_Family,Seniority,Region,Framing,Full_Job_Description,Source_Phrases
EXP_078,Procurement / Sourcing / Supply Chain,Procurement,Senior-Level,Europe,Balanced,"**Job Title:** Senior-Level Procurement
**Location:** Europe

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Improve sourcing activities by identifying and implementing best practices.
- Negotiate prices and contract terms with vendors.
- Work in project teams to develop innovative procurement and supply chain solutions.
- Prepare and review marketing material.
- Ensure profitable and sustainable growth in [Location].
- Review strategic plans and track supply chain project costing activities.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Drive improvements in inventory management processes, forecasting, and surplus management.
- Support sales and operations in developing supply solutions to maintain fulfilment targets.
- Build systems to manage sourcing, inspection, photography, merchandising, reconditioning, financing, insurance, and shipping.
- Analyze forecasted demand versus production and supply capacities and adjust accordingly.
- Perform ongoing supplier evaluation and improvement.

**Competencies:**
- Build relationships with diverse groups.
- Maintain high operational standards through mentoring and coaching.
- Coach, motivate, and develop team members.
- Solve complex business problems while remaining attuned to the needs of users.
- Influence stakeholders of all levels.
- Deliver results by generating insights across complex sets of categories.
- Adapt to changing environments and project goals.
- Harness technology to achieve growth objectives.","P_018377, P_018149, P_020937, P_018152, P_006603, P_019299, P_018377, P_007322, P_008511, P_018144, P_008465, P_018140, P_018148, P_020947, P_020947, P_008514, P_018159, P_018145, P_008161, P_018158, P_008160, P_018159, P_008467"
EXP_079,Procurement / Sourcing / Supply Chain,Procurement,Senior-Level,Singapore,Neutral,"**Job Title:** Senior-Level Procurement
**Location:** Singapore

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Improve sourcing activities by identifying and implementing best practices.
- Negotiate prices and contract terms with vendors.
- Work in project teams to develop innovative procurement and supply chain solutions.
- Prepare and review marketing material.
- Ensure profitable and sustainable growth in [Location].
- Review strategic plans and track supply chain project costing activities.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Drive improvements in inventory management processes, forecasting, and surplus management.
- Support sales and operations in developing supply solutions to maintain fulfilment targets.
- Build systems to manage sourcing, inspection, photography, merchandising, reconditioning, financing, insurance, and shipping.
- Analyze forecasted demand versus production and supply capacities and adjust accordingly.
- Perform ongoing supplier evaluation and improvement.","P_018377, P_018149, P_020937, P_018152, P_006603, P_019299, P_018377, P_007322, P_008511, P_018144, P_008465, P_018140, P_018148, P_020947, P_020947, P_008514, P_018159, P_018145, P_008161, P_018158, P_008160, P_018159, P_008467"
EXP_080,Procurement / Sourcing / Supply Chain,Procurement,Senior-Level,Singapore,Balanced,"**Job Title:** Senior-Level Procurement
**Location:** Singapore

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Improve sourcing activities by identifying and implementing best practices.
- Negotiate prices and contract terms with vendors.
- Work in project teams to develop innovative procurement and supply chain solutions.
- Prepare and review marketing material.
- Ensure profitable and sustainable growth in [Location].
- Review strategic plans and track supply chain project costing activities.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Drive improvements in inventory management processes, forecasting, and surplus management.
- Support sales and operations in developing supply solutions to maintain fulfilment targets.
- Build systems to manage sourcing, inspection, photography, merchandising, reconditioning, financing, insurance, and shipping.
- Analyze forecasted demand versus production and supply capacities and adjust accordingly.
- Perform ongoing supplier evaluation and improvement.

**Competencies:**
- Build relationships with diverse groups.
- Maintain high operational standards through mentoring and coaching.
- Coach, motivate, and develop team members.
- Solve complex business problems while remaining attuned to the needs of users.
- Influence stakeholders of all levels.
- Deliver results by generating insights across complex sets of categories.
- Adapt to changing environments and project goals.
- Harness technology to achieve growth objectives.","P_018377, P_018149, P_020937, P_018152, P_006603, P_019299, P_018377, P_007322, P_008511, P_018144, P_008465, P_018140, P_018148, P_020947, P_020947, P_008514, P_018159, P_018145, P_008161, P_018158, P_008160, P_018159, P_008467"
EXP_081,Procurement / Sourcing / Supply Chain,Procurement,Entry-Level,USA,Neutral,"**Job Title:** Entry-Level Procurement
**Location:** USA

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_082,Procurement / Sourcing / Supply Chain,Procurement,Entry-Level,USA,Balanced,"**Job Title:** Entry-Level Procurement
**Location:** USA

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.

**Competencies:**
- Break down and solve complex business problems.
- Use data insights to identify opportunities and improve customer experience.
- Influence stakeholders across all levels of the organization.
- Apply critical thinking to solve challenges.
- Liaise with customer services to ensure queries are resolved in a timely manner.
- Cultivate and manage productive supplier relationships.
- Collaborate with cross-functional teams to drive effective product marketing.
- Mentor and coach colleagues to build high-performing teams.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_083,Procurement / Sourcing / Supply Chain,Procurement,Entry-Level,China,Neutral,"**Job Title:** Entry-Level Procurement
**Location:** China

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_084,Procurement / Sourcing / Supply Chain,Procurement,Entry-Level,China,Balanced,"**Job Title:** Entry-Level Procurement
**Location:** China

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.

**Competencies:**
- Break down and solve complex business problems.
- Use data insights to identify opportunities and improve customer experience.
- Influence stakeholders across all levels of the organization.
- Apply critical thinking to solve challenges.
- Liaise with customer services to ensure queries are resolved in a timely manner.
- Cultivate and manage productive supplier relationships.
- Collaborate with cross-functional teams to drive effective product marketing.
- Mentor and coach colleagues to build high-performing teams.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_085,Procurement / Sourcing / Supply Chain,Procurement,Entry-Level,Europe,Neutral,"**Job Title:** Entry-Level Procurement
**Location:** Europe

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_086,Procurement / Sourcing / Supply Chain,Procurement,Entry-Level,Europe,Balanced,"**Job Title:** Entry-Level Procurement
**Location:** Europe

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.

**Competencies:**
- Break down and solve complex business problems.
- Use data insights to identify opportunities and improve customer experience.
- Influence stakeholders across all levels of the organization.
- Apply critical thinking to solve challenges.
- Liaise with customer services to ensure queries are resolved in a timely manner.
- Cultivate and manage productive supplier relationships.
- Collaborate with cross-functional teams to drive effective product marketing.
- Mentor and coach colleagues to build high-performing teams.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_087,Procurement / Sourcing / Supply Chain,Procurement,Entry-Level,Singapore,Neutral,"**Job Title:** Entry-Level Procurement
**Location:** Singapore

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_088,Procurement / Sourcing / Supply Chain,Procurement,Entry-Level,Singapore,Balanced,"**Job Title:** Entry-Level Procurement
**Location:** Singapore

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.

**Competencies:**
- Break down and solve complex business problems.
- Use data insights to identify opportunities and improve customer experience.
- Influence stakeholders across all levels of the organization.
- Apply critical thinking to solve challenges.
- Liaise with customer services to ensure queries are resolved in a timely manner.
- Cultivate and manage productive supplier relationships.
- Collaborate with cross-functional teams to drive effective product marketing.
- Mentor and coach colleagues to build high-performing teams.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_089,Procurement / Sourcing / Supply Chain,Procurement,Senior-Level,USA,Neutral,"**Job Title:** Senior-Level Procurement
**Location:** USA

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_090,Procurement / Sourcing / Supply Chain,Procurement,Senior-Level,USA,Balanced,"**Job Title:** Senior-Level Procurement
**Location:** USA

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.

**Competencies:**
- Break down and solve complex business problems.
- Use data insights to identify opportunities and improve customer experience.
- Influence stakeholders across all levels of the organization.
- Apply critical thinking to solve challenges.
- Liaise with customer services to ensure queries are resolved in a timely manner.
- Cultivate and manage productive supplier relationships.
- Collaborate with cross-functional teams to drive effective product marketing.
- Mentor and coach colleagues to build high-performing teams.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_091,Procurement / Sourcing / Supply Chain,Procurement,Senior-Level,China,Neutral,"**Job Title:** Senior-Level Procurement
**Location:** China

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_092,Procurement / Sourcing / Supply Chain,Procurement,Senior-Level,China,Balanced,"**Job Title:** Senior-Level Procurement
**Location:** China

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.

**Competencies:**
- Break down and solve complex business problems.
- Use data insights to identify opportunities and improve customer experience.
- Influence stakeholders across all levels of the organization.
- Apply critical thinking to solve challenges.
- Liaise with customer services to ensure queries are resolved in a timely manner.
- Cultivate and manage productive supplier relationships.
- Collaborate with cross-functional teams to drive effective product marketing.
- Mentor and coach colleagues to build high-performing teams.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_093,Procurement / Sourcing / Supply Chain,Procurement,Senior-Level,Europe,Neutral,"**Job Title:** Senior-Level Procurement
**Location:** Europe

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_094,Procurement / Sourcing / Supply Chain,Procurement,Senior-Level,Europe,Balanced,"**Job Title:** Senior-Level Procurement
**Location:** Europe

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.

**Competencies:**
- Break down and solve complex business problems.
- Use data insights to identify opportunities and improve customer experience.
- Influence stakeholders across all levels of the organization.
- Apply critical thinking to solve challenges.
- Liaise with customer services to ensure queries are resolved in a timely manner.
- Cultivate and manage productive supplier relationships.
- Collaborate with cross-functional teams to drive effective product marketing.
- Mentor and coach colleagues to build high-performing teams.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_095,Procurement / Sourcing / Supply Chain,Procurement,Senior-Level,Singapore,Neutral,"**Job Title:** Senior-Level Procurement
**Location:** Singapore

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_096,Procurement / Sourcing / Supply Chain,Procurement,Senior-Level,Singapore,Balanced,"**Job Title:** Senior-Level Procurement
**Location:** Singapore

**Responsibilities:**
- Prepare and consolidate supply chain results and performance trends.
- Implement continuous improvements for sourcing activities by identifying and adopting best practices.
- Negotiate prices and contract terms with vendors.
- Manage category, merchandising, and supply chain functions.
- Prepare and review marketing material, transaction memos, and legal documentation.
- Resolve transactional issues as they arise.
- Ensure stock shortfalls are avoided while maintaining minimum stock levels.
- Develop a new portfolio of clients from [Location].

**Requirements:**
- Analyze forecasted demand versus production and supply capacities to adjust accordingly.
- Build systems to manage sourcing, inspection, merchandising, financing, and shipping.
- Analyze procurement and supply chain processes.
- Perform ongoing supplier evaluation and improvement.
- Grow the product category profitably in line with margin targets, working capital, and inventory requirements.
- Prepare reports to meet audit requirements.

**Competencies:**
- Break down and solve complex business problems.
- Use data insights to identify opportunities and improve customer experience.
- Influence stakeholders across all levels of the organization.
- Apply critical thinking to solve challenges.
- Liaise with customer services to ensure queries are resolved in a timely manner.
- Cultivate and manage productive supplier relationships.
- Collaborate with cross-functional teams to drive effective product marketing.
- Mentor and coach colleagues to build high-performing teams.","P_018377, P_018149, P_020937, P_019300, P_006603, P_008504, P_018139, P_007322, P_018140, P_008465, P_018153, P_018148, P_008503, P_020947, P_008161, P_008160, P_018158, P_008515, P_007426, P_008498, P_008505, P_018159"
EXP_097,Project Management / Programme Management,Project Management,Entry-Level,USA,Neutral,"**Job Title:** Entry-Level Project Management
**Location:** USA

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Act as the point of contact for client requests.
- Apply project strategies.
- Develop and apply best practices for business process environments.
- Launch campaigns and assist in optimizations to maintain client goals.
- Manage delegation processes, customs, and external auditors.
- Ensure accuracy of cost and pricing calculations alongside project records.
- Act as a key point of escalation for operational issues.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Ensure correct quality control procedures are carried out.
- Own, drive, and communicate projects.
- Possess a degree in management or relevant professional experience.
- Glean insights from data to make recommendations.","P_007264, P_018320, P_018316, P_022700, P_022702, P_009612, P_007281, P_007269, P_006709, P_006731, P_022703, P_009989, P_022712, P_009614, P_006713, P_006716, P_009606, P_022708, P_022698, P_007281"
EXP_098,Project Management / Programme Management,Project Management,Entry-Level,USA,Balanced,"**Job Title:** Entry-Level Project Management
**Location:** USA

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Act as the point of contact for client requests.
- Apply project strategies.
- Develop and apply best practices for business process environments.
- Launch campaigns and assist in optimizations to maintain client goals.
- Manage delegation processes, customs, and external auditors.
- Ensure accuracy of cost and pricing calculations alongside project records.
- Act as a key point of escalation for operational issues.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Ensure correct quality control procedures are carried out.
- Own, drive, and communicate projects.
- Possess a degree in management or relevant professional experience.
- Glean insights from data to make recommendations.

**Competencies:**
- Identify problems and drive to a resolution.
- Set high standards of performance for self and others.
- Coordinate people and processes to ensure projects are delivered on time.
- Communicate effectively with clients to identify needs and evaluate alternative business solutions.
- Develop and manage successful relationships with clients.
- Foster effective communication and manage conflicts within teams.","P_007264, P_018320, P_018316, P_022700, P_022702, P_009612, P_007281, P_007269, P_006709, P_006731, P_022703, P_009989, P_022712, P_009614, P_006713, P_006716, P_009606, P_022708, P_022698, P_007281"
EXP_099,Project Management / Programme Management,Project Management,Entry-Level,China,Neutral,"**Job Title:** Entry-Level Project Management
**Location:** China

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Act as the point of contact for client requests.
- Apply project strategies.
- Develop and apply best practices for business process environments.
- Launch campaigns and assist in optimizations to maintain client goals.
- Manage delegation processes, customs, and external auditors.
- Ensure accuracy of cost and pricing calculations alongside project records.
- Act as a key point of escalation for operational issues.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Ensure correct quality control procedures are carried out.
- Own, drive, and communicate projects.
- Possess a degree in management or relevant professional experience.
- Glean insights from data to make recommendations.","P_007264, P_018320, P_018316, P_022700, P_022702, P_009612, P_007281, P_007269, P_006709, P_006731, P_022703, P_009989, P_022712, P_009614, P_006713, P_006716, P_009606, P_022708, P_022698, P_007281"
EXP_100,Project Management / Programme Management,Project Management,Entry-Level,China,Balanced,"**Job Title:** Entry-Level Project Management
**Location:** China

**Responsibilities:**
- Drive the review and evaluation of contract conditions.
- Assist with ad hoc tasks to support the team.
- Act as the point of contact for client requests.
- Apply project strategies.
- Develop and apply best practices for business process environments.
- Launch campaigns and assist in optimizations to maintain client goals.
- Manage delegation processes, customs, and external auditors.
- Ensure accuracy of cost and pricing calculations alongside project records.
- Act as a key point of escalation for operational issues.

**Requirements:**
- Establish operating procedures, work assignments, and planning activities.
- Ensure correct quality control procedures are carried out.
- Own, drive, and communicate projects.
- Possess a degree in management or relevant professional experience.
- Glean insights from data to make recommendations.

**Competencies:**
- Identify problems and drive to a resolution.
- Set high standards of performance for self and others.
- Coordinate people and processes to ensure projects are delivered on time.
- Communicate effectively with clients to identify needs and evaluate alternative business solutions.
- Develop and manage successful relationships with clients.
- Foster effective communication and manage conflicts within teams.","P_007264, P_018320, P_018316, P_022700, P_022702, P_009612, P_007281, P_007269, P_006709, P_006731, P_022703, P_009989, P_022712, P_009614, P_006713, P_006716, P_009606, P_022708, P_022698, P_007281"
