Log_ID,Phrase_ID,Original_Phrase,Split_Output,Phrase_Type,Competency,Decision,Confidence,Reason,Model,Prompt_Version,Timestamp
LOG_000200,P_013680,Develop and assess sales support libraries and templates to enable scalable work processes as well as right and fast reporting and financial roll-up.,"Develop and assess sales support libraries and templates to enable scalable work processes, reporting and financial roll-up.",Responsibility,Neutral,Keep,95,Operational task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455385
LOG_000201,P_009612,"Work with both sales and ad ops teams to timely launch, and assist in campaign optimizations to ensure revenue is maintained and balanced with client goals",Work with sales and ad ops teams to launch campaigns and assist in optimizations to maintain client goals.,Responsibility,Neutral,Keep,90,Cross-functional task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455392
LOG_000202,P_018326,Your ability to tell a story on a Slide deck,Ability to tell a story on a presentation deck.,Competency,Agentic,Keep,90,Communication ability mapping to presentation.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455399
LOG_000203,P_019299,"Your Role To satisfy sport users and ensure profitable, sustainable growth in Southeast Asia, the Offer & Supply Sport leader will have to make available the best offer on DECATHLON products for their portfolio.","Ensure profitable, sustainable growth in [Location].",Responsibility,Neutral,Split,90,Job objective.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455406
LOG_000204,P_019299,"Your Role To satisfy sport users and ensure profitable, sustainable growth in Southeast Asia, the Offer & Supply Sport leader will have to make available the best offer on DECATHLON products for their portfolio.",Make available the best offer on [Company] products for their portfolio.,Responsibility,Neutral,Split,90,Job objective.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455410
LOG_000205,P_007267,"in FRG, PM guide # Supports the PM in identifying, evaluating, assessing risks & opportunities, strategies and response activities # Ensures adherence of NCM regulations, incl.","Supports the [Company] in identifying, evaluating, assessing risks & opportunities, strategies and response activities and ensures adherence of [Company] regulations.",Responsibility,Neutral,Keep,95,Compliance and risk management tasks.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455418
LOG_000206,P_003434,"Essential for the role Bachelor's degree A valid driver's license and safe driving record Desirable for the role Knowledge of the medical, healthcare or pharmacy industry and skills in clinical",Bachelor's degree.,Requirement,Neutral,Split,100,Education.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455425
LOG_000207,P_003434,"Essential for the role Bachelor's degree A valid driver's license and safe driving record Desirable for the role Knowledge of the medical, healthcare or pharmacy industry and skills in clinical",A valid driver's license and safe driving record.,Requirement,Neutral,Split,100,Requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455429
LOG_000208,P_003434,"Essential for the role Bachelor's degree A valid driver's license and safe driving record Desirable for the role Knowledge of the medical, healthcare or pharmacy industry and skills in clinical","Knowledge of the medical, healthcare or pharmacy industry.",Requirement,Neutral,Split,100,Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455434
LOG_000209,P_000284,"Preferred Qualifications Meets public & labor growth sales production, retention and profitability objectives for assigned book of business.","Meets public & labor growth sales production, retention and profitability objectives.",Responsibility,Agentic,Keep,95,Performance-driven objective.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455445
LOG_000210,P_020937,Negotiation for best prices and contract terms with vendors.,Negotiation for prices and contract terms with vendors.,Responsibility,Neutral,Keep,95,Contract management task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455453
LOG_000211,P_012803,The ideal candidate will be responsible for building and maintaining a strong sales presence for Westpoint Transit.,Responsible for building and maintaining a strong sales presence for [Company].,Responsibility,Neutral,Keep,95,Business development objective.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455461
LOG_000212,P_012959,* Ability to drive change and strong in change management.,Ability to drive change and strong in change management.,Competency,Agentic,Keep,95,Change management capability.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455470
LOG_000213,P_006570,Able to work effectively under critical deadlines and multi-tasks.,Work effectively under critical deadlines.,Competency,Agentic,Keep,95,Time management trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455482
LOG_000214,P_019706,Proficiency in Microsoft Office preferred but not essential.,Proficiency in [Company] Office.,Requirement,Neutral,Keep,100,Software skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455491
LOG_000215,P_007264,ECC matters # Drives the review and evaluation of the contract conditions incl.,Drives the review and evaluation of the contract conditions.,Responsibility,Agentic,Keep,95,Contract evaluation task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455499
LOG_000216,P_017508,Possess business acumen embraced with excellent communication skills.,Possess business acumen.,Requirement,Neutral,Split,90,Domain knowledge identified as business acumen.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892723
LOG_000217,P_017508,Possess business acumen embraced with excellent communication skills.,Excellent communication skills.,Competency,Communal,Split,95,Soft skill defined in communal dictionary.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892729
LOG_000218,P_022722,"Self-motivated, innovative and analytical with strong attention to detail and accuracy.",Self-motivated.,Competency,Agentic,Split,95,Agentic trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892732
LOG_000219,P_022722,"Self-motivated, innovative and analytical with strong attention to detail and accuracy.",Innovative.,Competency,Agentic,Split,90,Agentic trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892733
LOG_000220,P_022722,"Self-motivated, innovative and analytical with strong attention to detail and accuracy.",Analytical.,Competency,Agentic,Split,95,Behavioral trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892734
LOG_000221,P_022722,"Self-motivated, innovative and analytical with strong attention to detail and accuracy.",Strong attention to detail and accuracy.,Competency,Agentic,Split,95,Accuracy and attention are agentic traits.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892736
LOG_000222,P_018323,Speak Tagalog Who should not apply?,Speak Tagalog.,Requirement,Neutral,Split,100,Language skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892738
LOG_000223,P_018323,Speak Tagalog Who should not apply?,Who should not apply?,Remove,Neutral,Split,100,Recruitment rhetoric.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892739
LOG_000224,P_009611,Monitor campaign delivery and make adjustments/recommendations to clients with ops team accordingly,Monitor campaign delivery and make adjustments/recommendations to clients with ops team accordingly.,Responsibility,Neutral,Keep,95,Operational task description.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892741
LOG_000225,P_007266,"onshore, offshore, site etc) # Ensures correct methodology for evaluation of risk and opportunities as defined, e.g.",Ensures correct methodology for evaluation of risk and opportunities as defined.,Requirement,Neutral,Keep,90,Methodological/Procedural requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892743
LOG_000226,P_014842,"Ability to coach, mentor and develop direct reports is a key aspect of this position.",Ability to coach.,Competency,Communal,Split,95,Behavioral skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892745
LOG_000227,P_014842,"Ability to coach, mentor and develop direct reports is a key aspect of this position.",Ability to mentor.,Competency,Communal,Split,95,Behavioral skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892747
LOG_000228,P_014842,"Ability to coach, mentor and develop direct reports is a key aspect of this position.",Ability to develop direct reports.,Competency,Communal,Split,95,Developmental/Communal skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892748
LOG_000229,P_006598,"It offers a wide range of financial services covering corporate & institutional banking, wealth management, asset management, insurance, as well as retail banking and consumer financing through strategic partnerships.",Company marketing description.,Remove,Neutral,Remove,100,Company marketing copy.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892750
LOG_000230,P_022718,Results driven and able to lead a team to success.,Results driven.,Competency,Agentic,Split,95,Behavioral trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892752
LOG_000231,P_022718,Results driven and able to lead a team to success.,Able to lead a team.,Competency,Agentic,Split,95,Leadership trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892753
LOG_000232,P_019302,Think you're a good fit for the role?,Recruitment slogan.,Remove,Neutral,Remove,100,Marketing/Recruitment slogan.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892755
LOG_000233,P_022698,Developing and managing successful relationships with Keywords Studios clients.,Developing and managing successful relationships with [Company] clients.,Competency,Communal,Keep,95,Relationship building.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892757
LOG_000234,P_023409,Products A new to the world diagnostic device for Trauma care that can save limbs and money.,Product description.,Remove,Neutral,Remove,100,Marketing marketing.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892759
LOG_000235,P_007968,"Our industry-leading solutions are transforming energy companies across the entire value chain, helping visionary leaders evolve their organizations into modern energy companies.",Marketing text.,Remove,Neutral,Remove,100,Marketing copy.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892761
LOG_000236,P_020940,Mid career individuals from any qualification level can apply.,Mid career individuals from any qualification level can apply.,Requirement,Neutral,Keep,90,Employment criteria.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892763
LOG_000237,P_018735,"work with internal resources, including sales and product management organizations to develop professional marketing communications Manage timelines, budgets, resources, and staff and maintain effective communications and relationships with internal and external partners.",Work with internal resources to develop professional marketing communications.,Responsibility,Communal,Split,90,Collaboration and task execution.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892766
LOG_000238,P_018735,"work with internal resources, including sales and product management organizations to develop professional marketing communications Manage timelines, budgets, resources, and staff and maintain effective communications and relationships with internal and external partners.","Manage timelines, budgets, resources, and staff.",Responsibility,Neutral,Split,95,Operational management.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892767
LOG_000239,P_018735,"work with internal resources, including sales and product management organizations to develop professional marketing communications Manage timelines, budgets, resources, and staff and maintain effective communications and relationships with internal and external partners.",Maintain effective communications and relationships with internal and external partners.,Competency,Communal,Split,95,Relationship building.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892768
LOG_000240,P_006718,"Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.",Company history.,Remove,Neutral,Remove,100,Company history/marketing.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892770
LOG_000241,P_009988,Canonical Engagement Project Managers are responsible for ensuring project success through delivery of technical cloud solutions and managed services for our Customers.,Responsible for ensuring project success through delivery of technical cloud solutions and managed services.,Responsibility,Neutral,Keep,95,Job objective.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892772
LOG_000242,P_000929,"Manages relationships and business plan as well as associated activities such as marketing, advertising, sales promotions, training and other Channel-related support.",Manages relationships and business plan.,Responsibility,Communal,Split,95,Stakeholder management.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892775
LOG_000243,P_000929,"Manages relationships and business plan as well as associated activities such as marketing, advertising, sales promotions, training and other Channel-related support.","Manages associated activities such as marketing, advertising, sales promotions, training and other Channel-related support.",Responsibility,Neutral,Split,95,Functional operational tasks.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892776
LOG_000244,P_004707,we work as a team.,Work as a team.,Competency,Communal,Keep,100,Teamwork/Collaboration.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892779
LOG_000245,P_006078,The business is at an exciting phase of its evolution and this critical hire will be instrumental in driving growth in the Colors category.,The business is at an exciting phase.,Remove,Neutral,Split,90,Marketing tone.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892781
LOG_000246,P_006078,The business is at an exciting phase of its evolution and this critical hire will be instrumental in driving growth in the Colors category.,Instrumental in driving growth in the Colors category.,Responsibility,Agentic,Split,90,Performance/Results oriented.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892782
LOG_000247,P_020947,Trainees will be expected to communicate with suppliers and learn to prepare report for audit requirement.,Communicate with suppliers.,Competency,Communal,Split,95,Communication/Interpersonal skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892785
LOG_000248,P_020947,Trainees will be expected to communicate with suppliers and learn to prepare report for audit requirement.,Prepare report for audit requirement.,Requirement,Neutral,Split,95,Functional skill/Task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892787
LOG_000249,P_012730,"Leon Cycle offers a range of e-bike models from mountain bikes, folding e-bikes, and trekking e-bikes.",Product portfolio description.,Remove,Neutral,Remove,100,Marketing copy.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892789
LOG_000250,P_020322,"Due to our business expansion, we are seeking capable fresh graduate to fill the post of Sales Product Specialist for our Singapore Office.",Seeking capable fresh graduate.,Requirement,Neutral,Split,90,Candidate qualification requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892792
LOG_000251,P_020322,"Due to our business expansion, we are seeking capable fresh graduate to fill the post of Sales Product Specialist for our Singapore Office.",Fill the post of Sales Product Specialist for our [Location] Office.,Responsibility,Neutral,Split,95,Job title/location identification.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892793
LOG_000252,P_007971,About Quorum Software Quorum Software connects people and information across the energy value chain.,Company marketing.,Remove,Neutral,Remove,100,Company blurb.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892796
LOG_000253,P_018143,Conducting root cause analysis of supply & production side issues.,Conducting root cause analysis of supply & production side issues.,Responsibility,Agentic,Keep,95,Analytical capability.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892799
LOG_000254,P_011041,"With a wealth of learning and career development opportunities, a world-class training facility and leading market tools, we make sure our people continue to grow both professionally and personally.",Company benefits/marketing.,Remove,Neutral,Remove,100,Company perk description.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:05.892801
LOG_000255,P_019936,Establish strong customer and supplier relationships with existing and new partners,Establish strong customer and supplier relationships with existing and new partners,Competency,Communal,Keep,95,Soft skill focused on building professional relationships.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998770
LOG_000256,P_012523,Proven track record of meeting or exceeding sales quota and developing and managing a consistent sales pipeline,Proven track record of meeting or exceeding sales quota,Requirement,,Split,90,Hard skill/Performance metric.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998789
LOG_000257,P_012523,Proven track record of meeting or exceeding sales quota and developing and managing a consistent sales pipeline,Developing and managing a consistent sales pipeline,Requirement,,Split,90,Hard skill/Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998795
LOG_000258,P_022697,"MAIN RESPONSIBILITIES: Delivering projects successfully within budget, time-frame and quality scopes.","Delivering projects successfully within budget, time-frame and quality scopes.",Requirement,,Keep,95,Project management operational responsibility.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998806
LOG_000259,P_008160,"This person will deliver results by generating insights across this diverse and complex set of categories, and use those insights to identify opportunities and to continuously improve our customer experience.",Deliver results by generating insights across complex set of categories,Competency,Agentic,Split,90,Analytical capability.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998814
LOG_000260,P_008160,"This person will deliver results by generating insights across this diverse and complex set of categories, and use those insights to identify opportunities and to continuously improve our customer experience.",Use insights to identify opportunities and continuously improve customer experience,Competency,Agentic,Split,90,Problem-solving and improvement-oriented behavior.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998819
LOG_000261,P_001202,Analyze and controls expenses for their area to conform to budgetary requirements.,Analyze and control expenses for area to conform to budgetary requirements.,Requirement,,Keep,95,Job duty.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998826
LOG_000262,P_008509,"- Ability to support field sales with special pricing, inventory positions, vendor relations, and product issues.","Ability to support field sales with special pricing, inventory positions, vendor relations, and product issues.",Requirement,Agentic,Keep,90,Capability defined with specific domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998832
LOG_000263,P_018145,"Coaching, motivating and developing team members and ensuring high operational standards.","Coaching, motivating and developing team members",Competency,Communal,Split,95,Behavioral team support.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998838
LOG_000264,P_018145,"Coaching, motivating and developing team members and ensuring high operational standards.",Ensuring high operational standards,Requirement,,Split,90,Managerial task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998843
LOG_000265,P_008272,Ensures the inclusion in the investment budget,Ensures the inclusion in the investment budget,Requirement,,Keep,90,Administrative task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998852
LOG_000266,P_007324,"If you have a background in financial services and a proven track record of building business in Indonesia, this opportunity could be for you.",Background in financial services,Requirement,,Split,95,Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998862
LOG_000267,P_007324,"If you have a background in financial services and a proven track record of building business in Indonesia, this opportunity could be for you.",Proven track record of building business in [Location],Requirement,,Split,90,Experience-based requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998865
LOG_000268,P_007970,"This position is responsible for drafting and creating agreements, reviewing agreements and ensuring Aucerna CRM/Salesforce is current and correct.","Drafting and creating agreements, reviewing agreements and ensuring CRM/Salesforce is current and correct.",Requirement,,Keep,95,Administrative/Technical task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998876
LOG_000269,P_006329,"areas like Business Technology Standard (read more www.managebt.org), project management, consulting and facilitation.","Project management, consulting and facilitation.",Requirement,,Keep,90,Technical domain expertise.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998882
LOG_000270,P_017605,Experience in technology and emerging/early stage products.,Experience in technology and emerging/early stage products.,Requirement,,Keep,95,Experience-based requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998892
LOG_000271,P_006729,"Haveskills to Design and review the automation framework / solution including all automation components,targetapplications,infrastructureandsecuritydesign,other3rdpartycomponentsHLandLLdesignofBOTsforspecificprocessesBOTestimationsEnsure the delivery of services for customer contracted work.",Design and review the automation framework/solution,Requirement,,Split,95,Technical skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998904
LOG_000272,P_006729,"Haveskills to Design and review the automation framework / solution including all automation components,targetapplications,infrastructureandsecuritydesign,other3rdpartycomponentsHLandLLdesignofBOTsforspecificprocessesBOTestimationsEnsure the delivery of services for customer contracted work.",Ensure the delivery of services for customer contracted work.,Requirement,,Split,95,Service delivery task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998908
LOG_000273,P_018155,Implementing the strategies and concepts presented within the client organisation and ensuring validation of these strategies.,Implementing strategies and concepts presented within the client organisation and ensuring validation of these strategies.,Requirement,,Keep,90,Operational task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998914
LOG_000274,P_006554,"schedule, financials, people, clients, subcontractors / vendors, contractual terms, resources, etc.","Manage schedule, financials, people, clients, subcontractors/vendors, contractual terms, resources.",Requirement,,Keep,95,List of core operational responsibilities.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:11.998926
LOG_000275,P_013823,"including presenting updates on performance and trends to global Leadership Team Manage a small team established spread across Shanghai and Beijing, with multiple direct reports across sales, marketing, and operations/Account Management.",Presenting updates on performance and trends to global leadership team.,Responsibility,Neutral,Split,95,Standard business reporting task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121476
LOG_000276,P_013823,"including presenting updates on performance and trends to global Leadership Team Manage a small team established spread across Shanghai and Beijing, with multiple direct reports across sales, marketing, and operations/Account Management.",Manage a small team established spread across [Location] and [Location].,Responsibility,Neutral,Split,95,Task of managing a team.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121488
LOG_000277,P_013777,"know-how English language Mandarin language Personal Qualification Passion in sales, with good team spirit, communication skill, interpersonal relationships",English language knowledge.,Requirement,Neutral,Split,100,Language skill requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121494
LOG_000278,P_013777,"know-how English language Mandarin language Personal Qualification Passion in sales, with good team spirit, communication skill, interpersonal relationships",Mandarin language knowledge.,Requirement,Neutral,Split,100,Language skill requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121497
LOG_000279,P_013777,"know-how English language Mandarin language Personal Qualification Passion in sales, with good team spirit, communication skill, interpersonal relationships",Team spirit.,Competency,Communal,Split,100,Soft skill defined in communal dictionary.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121499
LOG_000280,P_013777,"know-how English language Mandarin language Personal Qualification Passion in sales, with good team spirit, communication skill, interpersonal relationships",Communication skills.,Competency,Agentic,Split,100,Soft skill defined in agentic dictionary.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121501
LOG_000281,P_013777,"know-how English language Mandarin language Personal Qualification Passion in sales, with good team spirit, communication skill, interpersonal relationships",Interpersonal relationships.,Competency,Communal,Split,100,Soft skill defined in communal dictionary.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121504
LOG_000282,P_006716,set high standards of performance for self and others Attention to detail,Set high standards of performance for self and others.,Competency,Agentic,Split,95,Behavioral trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121508
LOG_000283,P_006716,set high standards of performance for self and others Attention to detail,Attention to detail.,Competency,Agentic,Split,90,Mapped to accurate/quality-focused.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121510
LOG_000284,P_008157,and staying humble to constantly improve.,Staying humble to constantly improve.,Competency,Agentic,Keep,85,Reflects growth mindset and improvement competency.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121514
LOG_000285,P_007269,"preparation and signature of NCM mandatory documents Manage Project finances # Ensures the accuracy of cost and pricing calculation as well as overall project books and records, incl.",Preparation and signature of mandatory documents.,Responsibility,Neutral,Split,95,Administrative task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121518
LOG_000286,P_007269,"preparation and signature of NCM mandatory documents Manage Project finances # Ensures the accuracy of cost and pricing calculation as well as overall project books and records, incl.",Manage project finances.,Responsibility,Neutral,Split,95,Standard business task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121521
LOG_000287,P_007269,"preparation and signature of NCM mandatory documents Manage Project finances # Ensures the accuracy of cost and pricing calculation as well as overall project books and records, incl.",Ensure accuracy of cost and pricing calculation as well as overall project books and records.,Responsibility,Agentic,Split,90,Reflects accurate task completion.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121523
LOG_000288,P_021482,What we expect You are a goal oriented sales professional with experience of managing complex sales cycles with B2B selling process to multinational companies.,Goal-oriented.,Competency,Agentic,Split,100,Behavioral trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121528
LOG_000289,P_021482,What we expect You are a goal oriented sales professional with experience of managing complex sales cycles with B2B selling process to multinational companies.,Experience managing complex sales cycles with B2B selling process.,Requirement,Neutral,Split,95,Hard skill / domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121531
LOG_000290,P_022724,International cooperation with global brands.,International cooperation with global brands.,Competency,Communal,Keep,90,Involves cooperation.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121535
LOG_000291,P_014305,- Develop Sales Matrix/Index and enable the Sales Strategy.,Develop Sales Matrix/Index and enable the Sales Strategy.,Responsibility,Neutral,Keep,90,Standard business responsibility.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121539
LOG_000292,P_022702,"Uses, develops, and applies best practices for Business Process Outsourcing environment.","Uses, develops, and applies best practices for Business Process Outsourcing environment.",Responsibility,Neutral,Keep,90,Operational task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121548
LOG_000293,P_018158,You possess excellent negotiating skills with a strong ability to influence people of all levels.,Excellent negotiating skills.,Competency,Agentic,Split,90,Negotiation is an influential skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121553
LOG_000294,P_018158,You possess excellent negotiating skills with a strong ability to influence people of all levels.,Ability to influence people of all levels.,Competency,Agentic,Split,95,Mapped to influential.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121555
LOG_000295,P_021553,"Develop the affiliate marketing strategy with the aim of recruiting new affiliate partners and delivering sales volume Proactively acquire, onboard, and manage new and existing partners, influencers and KOLs to grow affiliate and marketing programs.",Develop the affiliate marketing strategy.,Responsibility,Neutral,Split,95,Strategic task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121560
LOG_000296,P_021553,"Develop the affiliate marketing strategy with the aim of recruiting new affiliate partners and delivering sales volume Proactively acquire, onboard, and manage new and existing partners, influencers and KOLs to grow affiliate and marketing programs.",Recruit new affiliate partners and deliver sales volume.,Responsibility,Neutral,Split,95,Operational objective.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121563
LOG_000297,P_021553,"Develop the affiliate marketing strategy with the aim of recruiting new affiliate partners and delivering sales volume Proactively acquire, onboard, and manage new and existing partners, influencers and KOLs to grow affiliate and marketing programs.","Proactively acquire, onboard, and manage partners.",Competency,Agentic,Split,95,Proactive behavior.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121565
LOG_000298,P_008280,Organizes the review of quality gates and monitors the implementation of defined actions,Organizes the review of quality gates and monitors the implementation of defined actions.,Responsibility,Neutral,Keep,95,Project management task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121569
LOG_000299,P_008505,"- Work with your supplier partners, ADI's marketing, sales and procurement teams to ensure effective product marketing and sales drive of your product category.",Collaborate with cross-functional teams to ensure effective product marketing and sales drive.,Responsibility,Communal,Keep,90,Requires collaboration with various teams.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121573
LOG_000300,P_022721,Understands and is able to meet deadlines.,Able to meet deadlines.,Competency,Agentic,Keep,95,Behavioral trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121581
LOG_000301,P_006709,Acts as a key point of escalation for BAU issues.,Acts as a key point of escalation for business-as-usual issues.,Responsibility,Neutral,Keep,90,Support/Management responsibility.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121586
LOG_000302,P_024114,Lead regular team meetings and establish team priorities with the sales team.,Lead regular team meetings and establish team priorities.,Responsibility,Agentic,Keep,95,Leadership task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:21.121590
